"code","iso","country","LCB.raw.2010","LCB.raw.2011","LCB.raw.2012","LCB.raw.2013","LCB.raw.2014","LCB.raw.2015","LCB.raw.2016","LCB.raw.2017"
124,"CAN","Canada",0.00329487625192182,-0.023164700487715,-0.0100622224413333,-0.0146445880737809,-0.00202139176135385,0.0223075623846996,0.0250901699217685,0.0388457749374425
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.0847364435330118,0.110689865997127,0.150372023876679,0.107752345105644,0.065910301629865,0.00892465903712703,0.0338511638326258,0.0460804374351298
148,"TCD","Chad",-0.0119421857680444,-0.0144974051628958,0.0741261894138487,0.0571656251905643,0.0897163811277393,0.0518746736579307,0.121064807656093,0.144351484868563
152,"CHL","Chile",0.0193993632445424,0.0041198825523201,0.0264881924389255,0.0200943704738425,0.0242285270442082,0.0322678991565493,0.0359483540512946,0.103276887160485
156,"CHN","China",0.14424678789017,0.116676131529735,0.0856583181646566,0.039113114626016,0.0384562393005501,0.0106362989149056,0.0276048694037747,0.0460840492990144
170,"COL","Colombia",0.0235836583176825,0.0235309193668642,0.0229536243470059,-0.0309381166103274,-0.0141573568244577,-0.0367611274514955,-0.0188049658641242,0.0417134584344772
174,"COM","Comoros",0.106881172376179,0.156002663303673,0.191625439632249,0.368022013308889,0.519512174363319,0.582851367951871,0.274969114382904,0.228249870779542
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.0447391507575523,0.0394537611591443,0.0329402807795887,-0.016582557691684,-0.0368277532188002,-0.0966801800540253,-0.0853407143119098,-0.0501966180431892
384,"CIV","Cote d'Ivoire",0.00333523154367765,0.0330578155507761,0.0579347701942112,0.0943670827890279,0.120525894020036,0.0983824148157093,0.113800079934094,0.144950376257586
191,"HRV","Croatia",0.0170183744088575,0.0244513264061503,0.0337905440541058,-0.0126827002513267,0.0459109492408918,0.0216626551030281,0.026495558171191,0.0557887255169767
192,"CUB","Cuba",-0.0559226857120798,-0.0077336485591184,-0.00578367946303626,-0.0807542778308896,-0.0661248361262006,-0.0684548654121453,0.0783133699454646,0.155272202634921
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0.148254109104565,0.157242825048656,0.086807454910742,0.0120013628921964,0.0367367169421782,-0.0629612120213573,-0.0182906506533702,0.151906659165354
203,"CZE","Czech Republic",0.166720225679662,0.126382169008841,0.0832180348972638,-0.045851542830585,-0.0530582044128434,-0.0540085069721991,-0.0503928207682505,0.0131409957077759
180,"COD","Dem. Rep. Congo",0.0562332155635636,0.0469968137390966,0.0697169054818267,0.0666253868814506,0.100706621166779,0.110440287478842,0.13287613551568,0.143356326509879
208,"DNK","Denmark",0.126449059854451,0.117198189734303,0.0416108200908234,-0.069045220067281,-0.0900959599921216,-0.0782873430906511,-0.0505584872797111,-0.0332587318618426
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",0.201845498845467,0.161297263759716,0.124769118087997,0.0159403849826383,-0.0404295916985317,-0.184221832351787,-0.277781950994328,0.0651949632600373
214,"DOM","Dominican Republic",0.0370358570176388,0.0107551477088146,-0.00256966864159425,-0.0256017677848227,-0.014770410535823,0.0083475317088022,0.0284399961034665,0.0605213275171859
218,"ECU","Ecuador",0.0663795190068046,0.0866834415526334,0.111290462699995,0.0462645211514261,0.0083006774366563,-0.0228793610528029,-0.0442682527221862,-0.000309332433859
818,"EGY","Egypt",-0.0297564449320458,-0.00698224967503269,0.077239525272456,0.184936000851143,0.3080739890998,0.283583023952265,0.212996572100897,0.22180010140121
222,"SLV","El Salvador",-0.0947964576120005,-0.0679629302339745,-0.0832144675670249,-0.0747168554498829,-0.0688082305939667,-0.0418995053414914,0.0226805310614937,0.047495435622579
226,"GNQ","Equatorial Guinea",0.125734650380607,0.229715323831679,0.281938650042183,0.315697677504936,0.26816893336872,0.206457852172211,0.12334992747625,0.0999672699988101
232,"ERI","Eritrea",-0.0642597838124994,0.0682208571297329,0.210978885973684,0.287601608691237,0.364746194844904,0.23585438993004,0.0459008734206094,0.120020122734154
233,"EST","Estonia",0.0413139772206785,0.0744020147803004,0.0942422851677451,0.0151841211268078,0.0260188485150197,0.0230001112986193,0.0619809429387399,0.0775511402461995
748,"SWZ","Eswatini",0.0288298841047094,-0.0209599754227292,-0.0822376812820015,-0.114804719842176,-0.100297175030168,-0.119384972242345,-0.0502886480113784,0.0088858232569331
231,"ETH","Ethiopia",0.0867581305795178,0.0510243348082262,0.0839501604391415,0.101342878645506,0.113424806854744,0.0569504013116646,0.0212630371837461,0.0485883295510015
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.0945739072070648,-0.00708765747383711,-0.0678237924061275,-0.0453147476468692,0.00937576664786643,0.0060502745009019,0.0970794317419348,0.125332145993631
246,"FIN","Finland",0.0331825668480075,0.0287674126159549,0.0200687668119786,-0.0249947942748526,-0.0297444563886679,-0.0124939492231476,0.015610462910616,0.0453029074084661
250,"FRA","France",0.122032398522558,0.0969417799421834,0.0773322814779211,-0.00746730199628087,-0.00719641477869515,-0.0521321683045988,-0.0485517559648597,-0.0514433549856181
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.00181358108218799,0.00982511733194502,0.00951625789493638,0.0733453286927734,0.0934267354956893,0.094635176414807,0.112592211694923,0.123762070189923
270,"GMB","Gambia",0.0182944507820706,-0.0310405885749755,0.0648577130389505,0.0453197779836398,0.0936683833644025,0.0631325770707094,-0.0564432296330795,-0.0536510033696193
268,"GEO","Georgia",0.0199880004816897,0.00502821030968925,-0.0223158870720533,-0.105292475178475,-0.141661005749602,-0.176745344764401,-0.129524169396552,-0.124377950331149
276,"DEU","Germany",0.214217968002746,0.156558268526579,0.0735613565878968,-0.09699845774758,-0.122831658665737,-0.179406449217262,-0.173646431962942,-0.106836417715367
288,"GHA","Ghana",-0.0320708554419253,-0.0153475940346824,0.0402677960891467,0.0917388306710822,0.11572185518419,0.133325028341945,0.156394453631457,0.197022992074278
300,"GRC","Greece",0.09000188220737,0.100220433019498,0.0983315320604274,0.0120365912467344,-0.0458071456080444,-0.129885416398665,-0.156300765231168,-0.0405455561070855
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.0532377098792778,-0.0376047350699118,-0.0865033479292785,-0.15077669355952,-0.0150458033871046,-0.129123326779712,-0.133443892238151,-0.166594022957087
320,"GTM","Guatemala",0.0265279610053242,-0.025550794353821,-0.0287439026235343,-0.0252140055060712,-0.0434479701008155,-0.0350728953192596,0.00433809310990041,0.0432343371047197
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0.0565787854211517,0.0654554266781882,0.103238406952535,0.15978512867307,0.235717045540405,0.287979420069107,0.313497460769561,0.38541439554559
624,"GNB","Guinea-Bissau",0.0900144349884349,0.0652725530170708,0.10039866248831,0.127227082008252,0.163347494682883,0.199043647648826,0.18677735591003,0.223749444122869
328,"GUY","Guyana",0.0389375051726764,0.0806197976362217,0.0999844690324752,0.098694030428421,0.0884556081670207,0.089266531463341,0.120242388319709,0.106299030255225
332,"HTI","Haiti",0.0167120450111025,0.0469299542684718,0.101541076052187,0.088213710416384,0.126263916666971,0.125843930870931,0.189461319347712,0.179041160572348
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0.0508264859759655,0.0697477883771738,0.0375004740741665,0.0307498693451342,0.0187398625225006,0.0203822590057272,0.0911100889984624,0.119071039856631
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",0.0286036635487223,0.011984021956791,0.0231823884076945,-0.0123675293176668,0.0378358020293315,0.0483120462783002,0.0576232850112184,0.0703653312855197
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",0.0289509899971985,0.0425650608865711,0.04885167701784,0.0387281369521837,0.0815898536162161,0.0902239653554422,0.122121095174083,0.154452877467381
360,"IDN","Indonesia",0.100002239865408,0.0866982707110915,0.0970146491055075,0.0239396773941494,0.0324186766151291,0.0245991042421678,0.0443027694011748,0.0211287604906312
364,"IRN","Iran",-0.0737084658575945,-0.0665331932360873,0.00946173130589401,0.0132441151387181,0.00630042185810464,-0.000487024288368221,-0.0265626596084456,-0.0874653098862426
368,"IRQ","Iraq",-0.0609944533312339,-0.0620379815902408,0.0234520392164068,0.208993754179104,0.14516336847492,0.168937622818982,0.141849232627861,0.165322624481551
372,"IRL","Ireland",-0.0302274289969126,-0.0626407068842836,-0.0568254029967302,-0.116518505850737,-0.100950417927134,-0.0947428648280237,-0.0488517543888516,0.0219751006415552
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",-0.026294716398903,0.153229169875597,0.137960157843652,0.0756903216034763,0.114283494749374,0.0721891499700777,0.0915094427890506,0.0685399841284551
380,"ITA","Italy",0.0684472587986762,0.0614583582729917,0.0995307223108595,0.0412816398512814,0.0885025585293386,0.0786799538457945,0.0831932317063206,0.110912716686586
388,"JAM","Jamaica",0.0652387132223677,0.0238387515388714,0.00917623322581296,-0.0785238492136688,-0.0463261931716875,0.0284318702314166,0.0217443873292182,-0.0104455860756387
392,"JPN","Japan",0.0643735224972863,0.0430944069276114,0.0380491915196053,-0.0305162863641999,-0.0453220481604538,-0.0518573006547327,-0.0205987932897356,0.00855458956982069
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",0.00556734516404034,0.0121325222122162,0.0361991589345021,0.133624808609771,0.21178178496249,0.0876328808265958,0.0689392095228574,-0.0348511017312934
398,"KAZ","Kazakhstan",-0.0457851825981205,-0.0244724049467852,-0.0530395221946245,-0.0792826245963093,-0.195857857024052,-0.241775865988117,-0.269653482009503,-0.269462805082326
404,"KEN","Kenya",0.0316748506631737,0.0135305819781339,0.0164994822027085,0.000647016607298934,0.00436972558363258,-0.0286808860606766,-0.0198929884268406,0.0075806340489013
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",-0.0615845704547942,-0.0266040196713287,0.0460273562692746,0.0129635323794459,-0.0995363707730056,-0.148348902360431,-0.312640688202252,-0.294406636287686
418,"LAO","Laos",0.14487350793231,0.106858339280202,0.0949545334268174,0.11622436428215,0.116112148325529,0.107006996960124,0.142867509481052,0.166045266421446
428,"LVA","Latvia",0.0541176143087394,0.0548335098082926,0.0428950042390888,-0.0047397888894064,-0.0209620867443141,-0.0208328216720077,0.00199352493171556,0.0199465210073311
422,"LBN","Lebanon",0.0625001524562854,0.087722173930914,0.0406016328387462,-0.00774112200085197,-0.0465092222071953,-0.0311766185816564,-0.0219930913568344,0.0305765723417217
426,"LSO","Lesotho",-0.0231644667879033,-0.00961984660456772,-0.00626318444558871,0.0874678504690198,0.223237022586126,0.283602004883819,0.324369306987348,0.177708558308048
430,"LBR","Liberia",0.0491705613384164,0.0671893088943769,0.180660356877816,0.274377454532561,0.238201303714486,0.211457667314312,0.232121233230572,0.259401517155631
434,"LBY","Libya",-0.15856380605944,-0.16806612229001,-0.0833465886388931,0.0981978132274577,0.19465909079119,0.0532752268393069,-0.0754923587460191,-0.0763027586089251
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",0.0877189597737458,0.0766487391666375,0.0573525252401605,0.0062235518768734,-0.0125457172516232,-0.00338192199312926,0.0275466457026117,0.0476593417511952
442,"LUX","Luxembourg",0.298463044727241,0.245739477659282,0.181746038334726,0.0972986341445206,0.0969245363062272,-0.0409244380513407,-0.0367234149874625,-0.0243557722820438
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.0350211938598153,0.0501258083112186,0.0473772881495302,0.101724015993707,0.15409424640068,0.171052161097893,0.161249862219442,0.223766701757347
454,"MWI","Malawi",0.0321562554284813,0.0112598613312271,0.000602625989261751,0.0263942869794374,0.0618893696790765,0.0970768853364361,0.0953366034357566,0.121495895396643
458,"MYS","Malaysia",0.0624027302303394,0.0737332836992015,0.0942500055528248,0.0313554728339409,0.0466221117303915,0.0373991736332611,0.0309414629897038,0.0219873457525368
462,"MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",0.108855207859551,0.122834801252324,0.119162808552609,0.028065599618615,0.0577712588610588,0.0343593274253287,0.039967284702064,0.0620230869301033
470,"MLT","Malta",0.00493648389678603,0.0497149696568697,0.111203643436151,-0.0572456592010882,0.0670072673243212,0.0779514785760216,-0.0330713589143661,0.0609369659014145
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",-0.236848336482553,-0.131858406452821,0.00938222005447487,0.372186010789427,0.816185437531434,0.820723347105731,0.242342028444868,0.0802025995598148
480,"MUS","Mauritius",-0.170709615789281,-0.0810740938928638,-0.0542517051370373,0.0494829167861437,0.218711497497823,0.300334778051732,0.404598569916854,0.533967582174909
484,"MEX","Mexico",0.0338829741406188,0.0224181994678547,0.00528990635767101,0.00307680082782569,-0.0100235417280533,-0.000479812521578915,0.0150991389765966,0.046762822215308
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",-0.0258320142133356,-0.0233617209035341,0.171815522060041,0.0877740021923934,0.164032646166699,0.147492911347222,0.205249093048998,0.295600154523054
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",0.00392417357711361,-0.099960070192779,-0.0765966206952976,-0.199221398980646,-0.281713513505569,-0.321211595801438,-0.330892943807744,-0.222010252914825
499,"MNE","Montenegro",0.0103824741302476,0.0768898953793271,0.115322734149969,0.160476244443624,0.272033709092658,0.0437927017727044,-0.0178622949011431,0.0586712866018213
504,"MAR","Morocco",-0.0489749005426534,-0.0296533540474428,0.0307726424119537,0.0636585028113479,0.126613410496675,0.154960711190302,0.222390606382514,0.261035997123438
508,"MOZ","Mozambique",0.128334510148369,0.0794772839956197,0.055126972896733,0.0240574236645463,0.0141018131591661,0.00650006541815706,0.02000443935983,0.0430954208311032
104,"MMR","Myanmar",0.156821147703768,0.111105101935413,0.109074631978976,0.105877480751871,0.130696984919531,0.121637025391724,0.133955623925372,0.138510360271941
516,"NAM","Namibia",-0.0818693135456205,-0.0418596373910644,-0.0676165151902931,-0.0107724876391636,0.0146739966562317,-0.0470126282911669,-0.139311517291915,-0.0496861203609652
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",0.114209961551138,0.0577533352732298,0.0533036609127655,-0.0403160372161141,-0.0835923661973582,-0.156838157029829,-0.172374239850012,-0.132960479970048
528,"NLD","Netherlands",0.164695681069056,0.120484058348812,0.0736736751111977,-0.0650718541153109,-0.0850156476290727,-0.0929451099535359,-0.0666395708198648,-0.0287412751992899
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",0.00135591283043346,-0.00420592407778131,0.00929223374556365,0.0148732983594795,0.0354005782497475,0.0205751176380613,0.032813031223101,0.0408748940009618
558,"NIC","Nicaragua",0.143483940910015,0.0972616796111392,0.0541569677253473,0.0255797492186489,-0.0262632736835006,-0.0334335602342152,-0.0129146649914276,0.0688169874762794
562,"NER","Niger",-0.165239124425128,-0.144583078952525,0.024766416716351,0.303135864771232,0.520591813166677,0.569295174566297,0.368910528282406,0.235205368398025
566,"NGA","Nigeria",0.0350107791367946,0.105651264460818,0.160136543419477,0.170894804783067,0.166282425559622,0.129262045325382,0.106117524307862,0.171859708184675
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",0.135417033301277,0.136755396328218,0.100713205609332,-0.00645999925243956,-0.0288248010908768,-0.131350850177456,-0.155647379601866,-0.140414585997649
578,"NOR","Norway",0.0515763224223358,0.0442483376448244,0.0384579038660173,-0.00243075844687757,0.0139995636076038,0.00503968798268439,0.0518586452952863,0.0772302693864091
512,"OMN","Oman",0.153688288465236,0.283303357807755,0.332517428968823,0.192064418232691,0.140606779093627,0.143442492362778,0.120586383081753,0.126974013082678
586,"PAK","Pakistan",0.151290786894882,0.0273797383859482,-0.092219211305286,-0.178965366014119,-0.229078386757586,-0.266587619116956,-0.291195085652785,-0.210587659886491
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",0.0665435729875723,0.0645360846975458,0.0499118026143699,-0.012251395846177,-0.0457993822296815,-0.112664544937903,-0.0932976710223792,-0.0603823124998646
598,"PNG","Papua New Guinea",0.0526859319322324,0.0349273412657101,0.0587631791764527,0.0276536521826687,0.0685716945711123,0.102856527380402,0.14196552317804,0.132830729373171
600,"PRY","Paraguay",0.0902524369985589,0.0818068909128928,0.085604997494827,0.0717821578675848,0.0563191513320047,0.0280639114316124,-0.0290197131070418,-0.0186104524089259
604,"PER","Peru",0.0797380779349111,0.071581911821315,0.0993069784347311,0.0877060583574103,0.0853153981254702,0.0948805107676676,0.0789069402834717,0.0798488682880241
608,"PHL","Philippines",0.0965413470824874,0.0506870642206787,0.0365732434770452,0.0218239971186041,0.0552385706746259,0.0513558018511719,0.0919693827449475,0.126791796400746
616,"POL","Poland",0.0995212212946204,0.056107512615166,0.0329978137212277,-0.0205071926102716,-0.026117961431006,-0.00599218842619986,0.0100525361824719,0.0534814044068417
620,"PRT","Portugal",0.0344640570950527,-0.0128699032243162,0.0130002161420886,0.0197759103661685,0.075985291913228,0.0881272523988639,0.142245707803633,0.213533718896028
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",0.0384451354427851,0.068120208362175,0.0966012325342946,0.12981092683568,0.147792857391515,0.135156333801046,0.179038388338789,0.186222182964068
642,"ROU","Romania",0.0218082165711877,0.0206033766265248,0.0532487738140091,-0.0150092932415544,-0.0128341871627385,-0.0461431231187774,-0.0517840584974725,-0.00218065301509585
643,"RUS","Russia",-0.0213347262462233,-0.0187079776055059,0.0354725513824243,0.0825042549258799,0.132625164281806,0.0658599381758109,0.0848562364461249,0.0879232048266336
646,"RWA","Rwanda",0.0475836037976092,0.0361394098170149,0.0293212197796195,0.097583416323489,0.161453633631649,0.16053663487537,0.153769253093393,0.185395356168609
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",0.160000167447738,0.194245147207664,0.148217001832295,0.0590212259536096,-0.0015143440654416,-0.119068095370349,-0.0750340359750392,-0.0376398531920796
670,"VCT","Saint Vincent and the Grenadines",0.258092850002387,0.234608699783234,0.19864533485174,0.0767932428052651,0.0503895959462497,-0.115527286085181,-0.159742024691873,-0.110254463046593
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",-0.0271987971186288,0.0965123293391517,0.263213918373139,0.470657527805892,0.699484553712721,0.861574823278748,0.811460085069104,1.41790307883126
686,"SEN","Senegal",0.00543520012928633,-0.0831585966515065,-0.0288962450144336,-0.00310104400440447,-0.0295310116241699,0.0069883732023015,-0.0088738668038153,0.0780166807460054
688,"SRB","Serbia",0.0726003084774729,0.0951705923796278,0.0948877972747313,0.0403095599595082,0.0862156991240188,0.0540791344698492,0.0634794839466923,0.0580780491604722
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",0.0378319968034788,0.113822926064582,0.139460666291916,0.274943436460695,0.284712661087383,0.314905130862189,0.398569442489076,0.438411785560046
702,"SGP","Singapore",0.048993342288389,0.030244891873642,0.105676848608685,0.023269800014293,0.110570302930421,0.182322402914797,0.271112447818014,0.342004944735541
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.184635473912262,0.147836990045147,0.0841649833712113,-0.0255508308705429,-0.0497118480969397,-0.0386342090198782,-0.0225813344715988,-0.0143723876795098
705,"SVN","Slovenia",0.140818181273915,0.0978902026689352,0.0314996208967115,-0.0712006816812689,-0.00489538967750858,-0.0158693222359149,0.0432343983104631,0.118484200246744
90,"SLB","Solomon Islands",0.131853538201749,0.0910812568150772,0.101614480441406,0.0718247529259726,0.0879132000732339,0.123859969789159,0.144874601193011,0.162904537350002
706,"SOM","Somalia",-0.0437995146834771,-0.034231576191986,0.0557750476892542,0.137890697727398,0.181299255644691,0.135871813261593,0.0405605812567036,0.0810545109670109
710,"ZAF","South Africa",-0.0261233232787879,-0.0298668603508838,-0.037420138756268,-0.00846856873481527,0.0151969750037078,0.0586533930743149,0.101251740406176,0.120281024486926
410,"KOR","South Korea",0.153081308491425,0.13044938879274,0.107109981843418,0.0226636295847575,0.0273176249727827,0.0245387148595422,0.0434040356590164,0.0315899633666159
728,"SSD","South Sudan",0.03748163513394,0.0335551064875435,0.0407350212457784,-0.03895087630516,-0.0300192173269789,-0.0850539329703812,-0.106587975030748,-0.0786250310032127
724,"ESP","Spain",0.0617279349395732,0.01746220390068,0.0350747029663228,0.0038311392205912,0.0377755100617558,0.0415323615486916,0.0962855256646031,0.126211020913095
144,"LKA","Sri Lanka",0.134675761584609,0.157540351507008,0.162357436658943,0.10304593985116,0.11242921019572,0.0447859034843376,0.0693976797601401,0.0805343549854303
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",0.0667880244996295,0.118152885321097,0.141489693594986,0.1569188391237,0.187906437322193,0.0254165424398398,-0.122526148940852,-0.183303473183569
