"code","iso","country","WTL.raw.1997","WTL.raw.1998","WTL.raw.1999","WTL.raw.2000","WTL.raw.2001","WTL.raw.2002","WTL.raw.2003","WTL.raw.2004","WTL.raw.2005","WTL.raw.2006","WTL.raw.2007","WTL.raw.2008","WTL.raw.2009","WTL.raw.2010","WTL.raw.2011","WTL.raw.2012","WTL.raw.2013","WTL.raw.2014","WTL.raw.2015","WTL.raw.2016","WTL.raw.2017","WTL.raw.2018","WTL.raw.2019","WTL.raw.2020"
68,"BOL","Bolivia",6.61227274934175e-07,6.61227274934175e-07,0,0,0,0,0.000263465517131795,0.000263465517131795,0.000599027509392118,0.00125620363037252,0.00215188012532256,0.00245719711079627,0.00271492213245775,0.00340023661433292,0.00332866909237808,0.00243708106313787,0.00229577128724035,0.00220577376482022,0.00118556954676939,0.00496934383381506,0.00554120545119213,0.00577107929070599,0.00863483291892042,0.00921179380674323
70,"BIH","Bosnia and Herzegovina",0.0043524764317422,0.00497483881322369,0.00622092964188693,0.00622092964188693,0.00207128952502451,0.00186845321014472,0.00124609082866326,0,0,0,0.000200101371740344,0.00183494484074241,0.00183494484074241,0.00203962155579264,0.00203962155579264,0.00183952018405229,0.000204676715050222,0.00143969582445669,0.00123501910940647,0.00123501910940647,0.00123501910940647,0.00123501910940647,0,0
72,"BWA","Botswana",3.81850111296717e-05,3.81850111296717e-05,3.81850111296717e-05,0,0,0,0,0,0,0,0,7.37788527424582e-06,0.000319166933724677,0.00101247814980206,0.00396407924211241,0.00481317381683678,0.00484863740909957,0.00490695300998584,0.00421364179390848,0.00143374587011155,0.000594099039929147,0.000551257562392108,0.000181152913055391,0.00018591207205482
76,"BRA","Brazil",4.23865639642331e-06,0.000424458275758367,0.000420219619361944,0.000420219619361944,0.000579842718929574,0.000579842718929574,0.000159623099567631,0.000159623099567631,0.000159623099567631,0,0,0,0,0.000183078164501907,0.000211543255887725,0.000211543255887725,0.000215990916909627,0.000464835870226023,0.000285835881858617,0.00122858623125775,0.00122858623125775,0.00122413857023585,0.000975293616919455,0.000971215440784954
92,"VGB","British Virgin Islands",0.0258157942580195,0.0258157942580195,0.0258157942580195,0,0.0149468022854216,0.0149468022854216,0.0149468022854216,0.0149468022854216,0.0149468022854216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
100,"BGR","Bulgaria",8.52322759655562e-05,8.52322759655562e-05,0.00384943927864678,0.00436335419578933,0.00427812191982377,0.00521866318592041,0.00521866318592041,0.00205299670818656,0.00188599390660756,0.00188599390660756,0.000945452640510916,0.000945452640510916,0.000346912115563546,0,8.34741037893302e-05,8.59595416595513e-05,0.00181480222605632,0.00191261688555376,0.00191261688555376,0.00182914278176443,0.0018266573438942,9.78146594974463e-05,0,0
854,"BFA","Burkina Faso",0.00015440985197932,7.74183973390386e-05,7.74183973390386e-05,7.74183973390386e-05,7.74183973390386e-05,0,0.000386261334048497,0.000386261334048497,0.000386261334048497,0.000386261334048497,0.000386261334048497,0,0,0,0,0.000154936842756378,0.000154936842756378,0.00209520930967285,0.00209520930967285,0.00309866985645527,0.00364220202485593,0.00827577783969377,0.0063355053727773,0.00648975095939178
108,"BDI","Burundi",0,0,0,0.000243996137071661,0.00105724392674334,0.00130040819753795,0.00162568000441073,0.00170695852939591,0.00154401384619972,0.000812098158202594,0.000568933887407983,0.000243662080535204,0.000162383555550018,0.000243855309316104,0.00211438960156417,0.00268358776145086,0.00300875325470494,0.00300875325470494,0.00284623004706339,0.00195098061505222,0.00203206859848858,0.00227587411003542,0.00235713541994019,0.00260091229567029
132,"CPV","Cabo Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"KHM","Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33526482082757e-05,4.33526482082757e-05,0.00274528778720654,0.00285919415730582,0.00285919415730582,0.00312593727915249,0.00320857659710009
120,"CMR","Cameroon",0.000465737778307913,0.000465737778307913,0.000465737778307913,0.000465737778307913,0.000189523707875055,0.000189523707875055,0.000722275912253545,0.00121303364724692,0.00173564679316716,0.00154612308529211,0.00154612308529211,0.00101337088091362,0.000522613145920246,0,0,0,0,0.00287937693404632,0.00287937693404632,0.00304418574878183,0.00334715005130126,0.00684324186036168,0.00569656262471198,0.00569656262471198
124,"CAN","Canada",0.00868998084846935,0.0119055803748982,0.0150851727234258,0.0207431962939756,0.0344107959368538,0.0393906518322185,0.0419918291254368,0.0456777156599997,0.0380865738859659,0.0248247281318294,0.0199197145475384,0.0158687222462582,0.0102377016235363,0.00728533563758022,0.00494820478868695,0.00306748774819127,0.00144739926310645,0.000209962709970053,0.000209962709970053,0.000149840734773136,0.000149840734773136,0,0,0
136,"CYM","Cayman Islands",0.00655789921081058,0.00655762087794782,0.00655762087794782,0.0098369322157229,0.00655812177674899,0.00983704357037195,0.00655823313139804,0.00655823313139804,0.00983704371373166,0.0131159098121101,0.0163948873009776,0.0327897740643563,0.039348062819319,0.0393477287195319,0.0360688626211534,0.039348173708049,0.0393481156473694,0.0393479488125154,0.0360676885768683,0.0360676885768683,0.0262304782074823,0.013114849559589,0.00655672763948035,0.00327920220520141
140,"CAF","Central African Republic",0,0.00166721089484909,0.00402969025848355,0.00402969025848355,0.00806322444947139,0.00806322444947139,0.00639601355462229,0.00403353419098785,0.00556075160430812,0.00486403405510331,0.00500138239668443,0.00528530722211667,0.00528530722211667,0.00459373754764391,0.00125692090586087,0.00111957256427976,0.000835647738847511,0.00208690911829363,0.00125126137944613,0.00125126137944613,0.00125126137944613,0.00125126137944613,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,5.4396824427456e-05,7.87515941708685e-05,7.87515941708685e-05,7.87515941708685e-05,0.000116661960088238,0.000259726245339518,0.000635858216465757,0.000635858216465757,0.00139484855248253,0.0014731773457412,0.00431877389606239,0.00470984003253395,0.00481233976531822
152,"CHL","Chile",0.000698283584643815,0.00119750176860079,0.00119750176860079,0.000579597375774771,0.0248671236984067,0.0404820948148337,0.0683389536748151,0.123531761736539,0.135539616131136,0.116503287062275,0.102492749607315,0.0843048887771501,0.0324945474789576,0.0213259374286626,0.0161670063787812,0.0151164169584549,0.00506959538668072,0.00169738553322478,0.000858141188923051,0.000685495793216331,0.000131651552075078,1.02569100758777e-05,0.00029295914487872,0.000333768228659641
156,"CHN","China",6.0451009282696e-05,2.95587820969479e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46321899635716e-05,0.000517077533145841,0.00056842724341635,0.000868343655015367,0.00163661817126255,0.00259078226741682,0.00248605339251876,0.00264521531737106
170,"COL","Colombia",0.00074136982909921,0.00074136982909921,0.000734977583209146,0.000120314314177324,9.30408819361199e-05,9.30408819361199e-05,9.30408819361199e-05,9.30408819361199e-05,0.0002162886371693,0.000666534992838696,0.000666534992838696,0.000666534992838696,0.000666534992838696,0.000450246355669396,0,0,0,0,9.57839568633389e-06,9.57839568633389e-06,9.57839568633389e-06,9.57839568633389e-06,9.57839568633389e-06,0
174,"COM","Comoros",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
184,"COK","Cook Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
188,"CRI","Costa Rica",0.00235751312791788,0.00235838529471073,0.00235838529471073,0.00353666436401387,0.0082527736075995,0.00766333431961417,0.00825275459915255,0.0147174341520867,0.0212103477905996,0.0159047993207444,0.0159047993207444,0.0147260919442277,0.00826141239129359,0.00528784173123314,0.00528784173123314,0.00528784173123314,0.00705460022366667,0.00764369353323133,0.00294594132698675,0.00294594132698675,0.00353584971628772,0.00176820128292912,0.00117910797336447,0.000589908389300971
384,"CIV","Cote d'Ivoire",0.129136093978345,0.143326685419926,0.185002602742374,0.142247496427253,0.0991410356731441,0.0664801457495417,0.0567453856886116,0.0159263624814199,0.00839805211810668,0.0054840817379101,0.0054840817379101,0.000856894115256098,0,0,0,0,0,0,0,0,0,0,0,0
191,"HRV","Croatia",0.00216273714562649,0.00373317548785748,0.00582735366204112,0.00473521831261435,0.00457769590229205,0.00366461651641463,0.00209417817418363,0.000115067083334798,0.000115067083334798,0.000115067083334798,0.000115067083334798,0.000421096155072496,0.000306029071737698,0.000306029071737698,0.000306029071737698,0.000306029071737698,0.000202426812388419,0.000202426812388419,0.000253554171653873,0.000253554171653873,0.000253554171653873,5.11273592654536e-05,5.11273592654536e-05,0
192,"CUB","Cuba",0.0022014830206384,0.00262764324293778,0.00542052696864982,0.00573787626384162,0.00767385594754719,0.00788918542734537,0.0101150680902537,0.00751362935015074,0.00617463156458421,0.00463988591370784,0.00638962264022288,0.00630445106866691,0.0157486753427672,0.0154576933620745,0.0145720564004458,0.0122546232648463,0.00966694234066635,0,0.000167453178498358,0.000167453178498358,0.000369465147751453,0.000369465147751453,0.000370645359604086,0.000327195716321279
531,"CUW","Curacao",0,0,0,0.00289785498432588,0.00289785498432588,0.00289785498432588,0.00289785498432588,0.00289785498432588,0,0,0.00579825204750966,0.00579825204750966,0.00579825204750966,0.00869722741720648,0.0115961726591504,0.00869686582299807,0.01159544861431,0.0144943938562539,0.0115954184865571,0.00869647324461321,0.00579752803325585,0.0434855338886559,0.0463850515884923,0.0463850515884923
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344059312641868,0.00344059312641868,0.00344059312641868,0.00344060580706682
203,"CZE","Czech Republic",0.000860644953424316,0.000860644953424316,0.000860644953424316,7.5224050002303e-06,7.5224050002303e-06,0,0,0,0,0,0,0,0.000171156973476078,0.000171156973476078,0.00273529995564599,0.00273529995564599,0.00273529995564599,0.00256414298216993,0.00256414298216993,0,0,0,0,0
180,"COD","Dem. Rep. Congo",8.97734933671033e-05,8.7028698818416e-05,8.42874641022695e-05,3.69867008717465e-05,0,3.5419965383786e-05,3.5419965383786e-05,3.5419965383786e-05,3.5419965383786e-05,3.5419965383786e-05,0,0,0,0,0,0,9.16883150080109e-05,0.000507047732949965,0.000511773267417717,0.00265324056619701,0.00287059064206247,0.00277890232705445,0.0023635429091125,0.00235881737464475
208,"DNK","Denmark",0.000787700736979896,0.00111263925893625,0.00209768345916686,0.0018531079379639,0.00190695795996687,0.00153567464973145,0.00111194902711943,0.000101818966500766,0.000101818966500766,0,0,0,0,0,0,0,5.25524027839064e-05,0.000156766020050177,0.000181665123218751,0.00250455141900405,0.00276043969769196,0.00310050518561342,0.00419595604953775,0.00419499331169174
262,"DJI","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"DMA","Dominica",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
214,"DOM","Dominican Republic",0.000817596792345519,0.00106099901324963,0.00164410150983884,0.00207136381400111,0.00323725838422572,0.00348977247645172,0.00364699990108319,0.00338554792230022,0.00262825955908293,0.00189041027186984,0.00220499331045265,0.00349584051512651,0.00413340356163735,0.00413340356163735,0.0036299200964168,0.00341199009842407,0.00164275305680004,0.000702411103191236,0.000806782904394443,0.00257822685031691,0.00261179405811779,0.0036821532620894,0.00355885523697647,0.00345448343577326
218,"ECU","Ecuador",0.000627028999305555,0.000627028999305555,0.000719458289137059,0.000332230186019162,0.00132643509375797,0.00162108386165971,0.00256027409596241,0.00244940141024685,0.00421851208913657,0.00335256075887775,0.00289186525620638,0.00283868559212539,0.00381545229380944,0.00263651485976384,0.00248977789968555,0.00300618460627153,0.00259991406820848,0.00394823389063819,0.00365307976683434,0.00361625238389867,0.00330260192941761,0.00282286189725892,0.00101444085089576,0.000756418961119961
818,"EGY","Egypt",0.00186388247667551,0.00227488807032569,0.00249120487636329,0.00115768244995342,0.00085221183267528,0.000689211197545986,0.000275158634305804,5.1217687231629e-05,1.35357073915411e-05,1.35357073915411e-05,8.84984836625414e-05,0.000196785430998446,0.000269995698275935,0.000271394687393716,0.000352135424902631,0.000497666362852047,0.000471542697865956,0.000837557412465155,0.000871256450779851,0.000895935855492815,0.000694354258434515,0.000612190976084702,0.000172965994208014,0.000352831238879778
222,"SLV","El Salvador",0.00532506771993655,0.00426182056285825,0.00851632826853132,0.00958320578411573,0.0149086269488255,0.01703869970752,0.0170310465254315,0.0127768168252793,0.0106448398758001,0.00958304913739223,0.00851775991779204,0.00745852450026798,0.00532841396539617,0.00639036180293686,0.00319152758318984,0.00212675659845394,0.00212675659845394,0.00212675659845394,0.00106480876091325,1.25543583397112e-08,0,0,0,0
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0.00540292696713103,0.00810649317555224,0.0108100593839734,0.0189078458931311,0.0216071137834116,0.0189078588690384,0.0189078846255168,0.0189079904698535,0.0135137658717198,0.0189255224275505,0.0162218503747927,0.0189256107753411,0.0189256149332125,0.0162220530221886,0.00811102857607739,0.00811102857607739,0.00541055702388884,0.0027068808132596,0.00541042891122088
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346652688115969,0.000346653062904278
233,"EST","Estonia",5.35957756951259e-05,4.25168662858692e-05,4.25168662858692e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72617256055746e-05
748,"SWZ","Eswatini",0,0,0,0,0,0,0,0,0,0,0,0.000343154740464628,0.030876517017876,0.0312212329496474,0.0332798436208174,0.0360246960725397,0.0363678508526415,0.0058344885752301,0.00548977264345869,0.00343116197228866,0.000686309520566456,0,0,0.000345005045676801
231,"ETH","Ethiopia",0.000738841621881145,0.000738841621881145,0.000942667761233223,0.00106423822129881,0.000987154634654581,0.00127598386890474,0.0016893584926312,0.00222909791690207,0.00149044476316294,0.00161441880394895,0.00129218560208406,0.000889760662713139,0.000134923725141562,0.000134923725141562,2.20905175997566e-05,2.20905175997566e-05,0.000145329917260729,0.000290972316332694,0.000290972316332694,0.000671538098191583,0.00105371640741288,0.00171837920643191,0.00317106775158334,0.00338289393814173
234,"FRO","Faeroe Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"FLK","Falkland Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
242,"FJI","Fiji",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
246,"FIN","Finland",0.00558438726861741,0.0055823144360441,0.0128386806466568,0.0116202980691156,0.01719852080305,0.0199927408950434,0.0222858734715132,0.0218752948296255,0.0193263109539212,0.0132690963206953,0.0138389140110451,0.0144197348099595,0.0100564427912365,0.00957758890081643,0.00872126924219699,0.00550038224179659,0.00309426949206951,0.00301083994760707,0.00301083994760707,0.00521139976465013,0.00512612057863086,0.00465827995297372,0.00225843141296659,0.00225843141296659
250,"FRA","France",0.000114265802179229,0.000114265802179229,0,0.000226622201976969,0.000226622201976969,0.000656451119122571,0.00102362259034131,0.00102362259034131,0.000797000388364338,0.000817832366934689,0.000388003449789086,2.08319785703503e-05,2.08319785703503e-05,2.08319785703503e-05,0,0.000256480188236132,0.000972194172740402,0.00157144693283421,0.00164811175899967,0.00222497475964079,0.00232033611321453,0.00351170778319368,0.00445071967162695,0.00437405484546149
258,"PYF","French Polynesia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,"GAB","Gabon",0.0512093504668091,0.062001780241157,0.0640304541638059,0.0621643478878248,0.0436549516528487,0.0146882137159916,0.00381454453913451,0.00348966914953006,0.00348966914953006,0.00340850459191994,0.00170379853304446,0.00178479278288871,0.000405641416984912,0.000486870845761743,0.00162362464363925,0.00162362464363925,0.00178623143092063,0.00162401252963355,0.00154278310085672,0.000406029302979209,0.000406029302979209,0.000162428265853577,0,0
270,"GMB","Gambia",0,0,0,0,0,0,0,0.00827286021635561,0.00914255849022337,0.00914255849022337,0.00914255849022337,0.00957755991780164,0.00391385562390179,0.00521866742049182,0.00521866742049182,0.00521866742049182,0.00478366599291355,0.00217451007045779,0,0,0,0,0.000870132809839769,0.000870132809839769
268,"GEO","Georgia",0,0,0,0,0,0,0,0,0,0,0.000159288209421624,0.000478840173412651,0.000478840173412651,0.000639678822441064,0.000639678822441064,0.000480390613019439,0.000160838649028412,0.000160838649028412,0,0.000318216529031207,0.000318216529031207,0.000801909715779062,0.000801909715779062,0.000958760016261362
276,"DEU","Germany",0.00011715761632595,0.000105596232821343,0.00027146897798852,0.00027146897798852,0.00027146897798852,0.000231269588714251,0.000220929345875426,0,0,0,0,0,0,0,5.34103938367757e-05,0.000415778670296012,0.000742680757880864,0.00234295923531101,0.00235390796203547,0.0066841899833759,0.00641348312766066,0.0060865810400758,0.00464256892537106,0.0046316201986466
288,"GHA","Ghana",0.0173190541598119,0.0245952299276715,0.156660671334064,0.166410951178382,0.153527276291474,0.151467448875208,0.145318661872142,0.0153150756142631,0.00423385088523862,0.00355492110766678,0.00444156364169474,0.0043059380459106,0.00250483313673793,0.00237429354798669,0.00263479377694244,0.00656595699094146,0.0165655087705301,0.0166163569093477,0.0166163569093477,0.0164081999356341,0.0113552565819987,0.00036394163340069,0.000208607508452488,0.0002348264112584
300,"GRC","Greece",0.000307270498563955,0.000307270498563955,0.00015501626025474,0.00015501626025474,7.59881501467976e-05,0,0.000376616963364354,0.000831884392432547,0.00166451146830604,0.00187057905263661,0.00187057905263661,0.00149396208927226,0.00103869466020406,0.000739848989839137,0.000991001219983081,0.00114179282240045,0.00129411360051713,0.0019703542540448,0.00151241851670402,0.00143248767632008,0.00135947945565597,0.00198544525506591,0.00138771992117353,0.00131187425300574
304,"GRL","Greenland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"GRD","Grenada",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
320,"GTM","Guatemala",0.00628457371160311,0.00662637793627888,0.0073083953042531,0.00749336790194387,0.0107251837875926,0.0103863869443573,0.0129317742973012,0.0118279029534395,0.0112334828600296,0.010471821266145,0.00970664182416917,0.00877829726812506,0.0107373399323031,0.0103951182097605,0.00784628085326233,0.00869584139407802,0.00733265553115493,0.00664013223706438,0.00561628388754483,0.00535582780251523,0.00356726149899425,0.00220548132408765,0.000595016454147379,0.000762798352686334
831,"GGY","Guernsey",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
