"code","iso","country","GDP.raw.1990","GDP.raw.1991","GDP.raw.1992","GDP.raw.1993","GDP.raw.1994","GDP.raw.1995","GDP.raw.1996","GDP.raw.1997","GDP.raw.1998","GDP.raw.1999","GDP.raw.2000","GDP.raw.2001","GDP.raw.2002","GDP.raw.2003","GDP.raw.2004","GDP.raw.2005","GDP.raw.2006","GDP.raw.2007","GDP.raw.2008","GDP.raw.2009","GDP.raw.2010","GDP.raw.2011","GDP.raw.2012","GDP.raw.2013","GDP.raw.2014","GDP.raw.2015","GDP.raw.2016","GDP.raw.2017","GDP.raw.2018","GDP.raw.2019","GDP.raw.2020"
116,"KHM","Cambodia",NA,NA,NA,17586546192.9497,11464908856.0368,12600332539.2117,13343437857.5712,13878058850.6313,14527778509.6925,16373588139.7544,18009895822.0617,19477411669.5761,20758818799.9426,22524542245.9575,24853699018.7989,28146835740.1032,31178554968.1479,34362687939.1219,36662093824.9254,36693878745.5175,38881963567.4091,41630751178.2316,44675351848.2499,47961967887.8659,51387685545.6255,55044276288.0768,58863831978.963,62890960721.9485,67588392994.1881,72356150509.8438,70083418637.8122
120,"CMR","Cameroon",37966569606.4468,36520575074.6743,35388436074.7602,32581401765.6126,33273409705.7365,34427927863.1868,35929359583.6155,37808939612.0116,39511208188.4851,41207035939.2079,42671276190.5024,44535193481.7126,46422240337.5612,48542434696.1608,51834075797.2339,52881467429.1265,54709933425.4654,57391924729.6656,59394214727.0872,60700094004.9174,62777559360.4236,65369818781.0567,68339742888.5415,72033004179.576,76271468880.2925,80581923290.7949,84327759128.3801,87320624933.3409,90868013830.2164,94248950400.218,94937287428.8807
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,1017832646689.4,1046296769028.71,1087839800573.38,1141337180995.62,1157378989954.92,1196986190747.38,1242604413593.63,1291240307990.48,1355748877266.02,1412226902975.83,1509227245114.99,1524434561362.8,1479793017124.4,1525511142773.05,1573517168753.84,1601246043121.22,1638541025091.36,1685567743622.64,1696678616208.21,1713669061092.82,1765762548007.76,1808662588640.47,1842329312225.77,1744447373885.7
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4084368236.1927,4213541496.37483,4198482248.45824,3896171271.13241,3790365470.21878,3834677200.11197,3881834283.21493,3931495793.34472,4035858449.38899,4150199252.14048,4284664748.70455,4421090332.81748,4606525933.3088,4782361653.31389,NA
140,"CAF","Central African Republic",3372788348.74427,3354152242.6464,3138678879.64974,3149202106.75233,3303511416.80188,3541365743.80946,3399707821.8743,3579890161.24144,3748150095.8242,3883082558.65022,3786415841.75199,3955469427.54081,4098520648.25994,3877303602.09053,4109743464.20343,4147068586.47959,4344928771.59951,4545122879.15504,4638485655.47693,5036804498.5544,5270049769.669,5491108085.5972,5768615578.41872,3669302318.2265,3672277040.52477,3831548140.33666,4013558816.92666,4195263790.82987,4354240945.75063,4484868174.12315,4484868174.12315
148,"TCD","Chad",5985824130.22011,6496722430.27816,7016553994.90448,5914264796.11597,6513787172.84677,6594333363.63464,6740363097.78887,7121422268.03076,7616473627.97355,7564464521.25451,7497921362.18453,8372039130.86108,9082926539.58965,10420084739.702,13924293784.1584,16337726701.6699,16443637977.8434,16981591525.0421,17499987131.5205,18238083310.3491,20709361993.75,20726523800.292,22567573043.8726,23853925014.9375,25499842273.6904,26205595207.9731,24566297101.8342,23832085166.556,24397867877.0283,25190111030.9707,24965866143.7954
152,"CHL","Chile",130750312173.046,140954579319.986,156694565230.182,167018831401.143,175420209280.198,191091015590.012,204090778002.623,219250416100.724,228732074642.188,227789478529.812,239923683776.338,247848476565.384,255549055696.952,266003689423.326,285181331040.904,301558811470.143,320608813369.011,336335716051.779,348206787911.37,342759999991.689,362791502090.253,384961396301.993,405436060916.496,421835967006.906,429288710857.56,439178522668.19,446693259327.661,451984540685.81,468770610029.003,473186454051.025,445876489959.116
156,"CHN","China",1616385775698.94,1766108132395.14,2017328706335.29,2297409163056.5,2596917953189.27,2881383160103.41,3167290039416.23,3459845648886.52,3731303470424.21,4017182938755.54,4358245522535.81,4721537253617.51,5152785033972.09,5670023166308.18,6243467841396.09,6954885516694.85,7839613419837.17,8955257903305.3,9819501089971.55,10742409055886.5,11884957832311.2,13020070209403.8,14043934216102.1,15134607226924.2,16258467389928.8,17403279549482.5,18595188781703.6,19887033884256.7,21229363693432.1,22492450166618.6,23009776520440.6
170,"COL","Colombia",274991424244.065,280495673482.263,291841525550.536,307558388072.402,325441868508.132,342372778617.163,349411465519.565,361397304932.455,363456489277.166,348176723063.739,358360409929.91,364373333183.589,373497170268.023,388131804951.369,408830959760.227,428572430142.391,457359077552.786,488176822634.842,504205845899.389,509952020992.615,532872625250.473,569896039653.114,592193995936.217,622597197313.155,650608032006.342,669839363772.069,683821473440.463,693117074956.624,710890844417.811,734216003375.843,683941926676.48
174,"COM","Comoros",1260037681.63424,1192050620.39762,1293744241.7243,1332634986.79212,1262314730.39102,1307886897.9753,1290993067.74693,1343022072.21687,1360246542.40171,1386423245.37004,1536820756.13278,1572673356.69498,1609237145.08807,1643093428.932,1674635233.08068,1722153809.46527,1767738454.02905,1781881110.28005,1853155855.61207,1912458939.12421,1985131106.15902,2066518443.36704,2132652673.14951,2228619360.89065,2275420510.95462,2300817402.70487,2377220186.60695,2467927827.4934,2552596610.30707,2603293974.20548,2731135948.30769
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",30984203095.7435,31686198239.171,34601678207.9874,37057425482.6395,38732061055.9286,40340972684.7984,40885761198.5613,43124733259.7789,46210440997.5367,48158123826.2441,50021225873.6412,51767551841.3075,53536385097.8716,55847647136.362,58318681906.6268,60637821316.2271,65080569800.779,70427024505.5277,73763980087.9483,73119684220.2243,77039150479.5413,80431306952.0523,84358439807.3735,86462985572.7768,89525599525.2697,92795146907.0457,96696554844.9626,100716906502.777,102787850284.072,105016241341.194,100248539777.261
384,"CIV","Cote d'Ivoire",53660442221.4542,53682402847.8175,53551116834.8592,53448038914.1277,53881612978.721,57721079172.816,62182530373.4696,64510366444.5017,67691165940.5633,68786089126.195,67363317619.3455,67445077768.288,66320335231.3472,65418686436.3938,66224496048.1669,67364383443.0332,68385521305.013,69592550911.0257,71362179160.0672,73682487387.9307,75169133689.1067,71871272271.8403,79566172986.8521,86639145317.1768,94258258806.6442,102593384623.837,109958776919.581,118051344947.092,126185418257.144,134048926970.757,136483847258.214
191,"HRV","Croatia",NA,NA,NA,NA,NA,69312687310.2209,73405836958.3299,77959451766.7875,79745317877.556,78989289636.3638,81249763138.8027,83652895575.9231,88402838078.8151,93385043917.141,97264797339.0492,101455444692.224,106521406864.346,111919512452.304,114038655706.596,105686992197.442,104295556383.661,104088666056.604,101599100124.666,101144858496.109,100799496831.092,103250828276.527,106862681629.678,110537921519.404,113641394927.032,116890318277.007,107109663247.414
192,"CUB","Cuba",1.56e+11,1.39e+11,1.23e+11,1.05e+11,1.05e+11,1.08e+11,1.16e+11,1.2e+11,1.2e+11,1.27e+11,1.35e+11,1.39e+11,1.41e+11,1.46e+11,1.55e+11,1.72e+11,1.93e+11,2.07e+11,2.15e+11,2.19e+11,2.24e+11,2.3e+11,2.37e+11,2.43e+11,2.46e+11,2.57e+11,2.58e+11,2.63e+11,2.69e+11,2.742e+11,2.794e+11
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3971608076.26385,3943975495.68254,3959635646.10695,3971046714.91907,3979324832.86722,4006242030.87365,4071781517.20447,4172352985.83484,4263645930.95931,4240992777.22543,4244483367.05985,4270485436.20861,4264553002.99991,4230687898.93278,4182507191.185,4194163626.69861,4152785279.13446,4080536556.8692,3992146786.37141,3856413795.63478,NA
196,"CYP","Cyprus",14663465156.8863,14771901658.0642,16160460268.6135,16273583569.3804,17233724788.571,18674889734.0658,18908060966.7071,19407402935.2143,20593359586.0466,21622607547.8162,22912463186.2133,23818092165.0513,24704829375.2076,25352907735.9147,26627232073.9024,27919452668.497,29235527831.6719,30725975053.0129,31846493595.4675,31204703197.3548,31833383013.0521,31961174290.4126,30859529476.0586,28837280360.3704,28309757363.8869,29220926441.2236,31102186774.3354,32705435190.0652,34419444574.4488,35478115084.1958,33667496747.128
203,"CZE","Czech Republic",243714053114.922,215406806391.917,214315679650.506,214448350204.84,220687316286.699,235033787200.869,245058957482.61,243788740831.438,242919471616.35,246281838916.112,256135645814.022,263929793484.532,268073109410.314,277680014493.409,291048255139.485,310262147771.21,331257378446.302,349709536921.897,359104175715.301,342379505288.056,350716111254.443,356889976073.415,354088374418.526,353925834847.049,361932001410.642,381434276021.797,391112348862.469,411327867894.58,424484831837.396,437344507522.895,412006641721.483
180,"COD","Dem. Rep. Congo",62984305228.0304,57680364448.4064,51623921241.2037,44670669199.4626,42928514528.7495,43229013628.0989,42786706187.25,40383356962.663,39727469037.1319,38031050160.6014,35402751926.2926,34659232880.2685,35680905680.015,37671123197.9603,40209544343.8915,42676460668.3229,44947266419.7587,47760730566.9975,50734263154.0536,52182758842.1619,55891897117.2762,59734281098.2755,63967589236.2596,69393292416.4297,75965037128.357,81218921766.2939,83167671599.0109,86267287184.0017,91289010440.5752,95291603468.5568,96028643076.0293
208,"DNK","Denmark",200640457977.719,203436651612.772,207417920539.174,207440088600.79,218501753974.24,225117085256.289,231645705325.201,239199417330.996,244505240117.905,251713308780.504,261144660594.85,263294280697.691,264522141915.722,265553933164.062,272639494374.131,279010101422.197,289927788951.14,292563925272.25,291065948985.469,276784659273.733,281963275745.511,285732498126.509,286379681639.879,289052580545.17,293733480145.142,300614454530.98,310372270416.481,319130157564.111,325479371132.153,332362166899.29,325508443702.179
262,"DJI","Djibouti",NA,2670189864.45332,2682823656.02411,2507917968.10485,2474909532.37369,2394505310.62763,2305859754.25212,2291914644.73545,2287836918.46488,2335019741.39628,2353942831.515,2410934505.53193,2480881493.60192,2541085026.13027,2599841330.11676,2681721745.26843,2819833317.77557,2982054637.93497,3192645527.51632,3230821087.19838,3333437073.5893,3582577333.63951,3662037170.52571,3792334623.97643,3995946539.86082,4312496695.42782,4410640372.07263,4553896380.72015,4970646106.43299,5374259096.7068,9321125527.42106
212,"DMA","Dominica",547561849.863366,554941696.827753,566203799.193288,578441807.962415,578641263.285777,596179084.932803,614685689.579015,628120430.288313,651827120.150743,654135103.178216,669443299.246233,669015894.981887,650096132.880139,691397631.624842,712490032.070351,717162985.360542,750578875.428048,798262944.520328,855107711.678439,845106451.892726,850790928.608537,848888979.632194,839899243.272102,831500749.47769,868485465.15249,845113575.297132,866718860.859858,807786936.210854,826350528.092312,854936749.9727,712083998.019222
214,"DOM","Dominican Republic",44250527080.5056,44668313515.3248,49680514930.7931,53339242932.0615,54726252212.3122,57837675376.7917,61295110461.0175,66741345949.722,71222678748.0526,75453340861.8657,78970796245.175,80913095904.5511,84550223231.9653,83412425648.447,85556236993.235,93622681739.7202,102211959303.001,109791948851.678,113315726128.944,114387868727.632,123927417834.055,127810588051.823,131283671940.134,137684020201.26,147391382052.013,157601210754.509,168096190995.086,175940743802.656,188225854771.193,197735341211.621,184447052957.51
218,"ECU","Ecuador",84852688573.0856,88494007973.6831,90365046231.1193,92148145660.2243,96072044504.2498,98236114165.1149,99937315630.4906,104262467500.072,107668231658.034,102565418785.567,103685229632.358,107848844714.928,112267171012.053,115324068368.38,124793351744.836,131396552682.369,137182634612.881,140187022069.715,149098894146.809,149943526846.065,155229484002.131,167443158551.426,176890238040.202,185640133594.918,192673794231.404,192864295837.36,190499039001.124,195010792573.628,197525050990.573,197548961601.146,182238673346.859
818,"EGY","Egypt",341672983666.773,345518187124.258,360972729108.088,371443792801.221,386201894261.097,404131157971.839,424292172591.888,447595803845.168,472551496524.812,501157112083.21,533080839338.435,551926590209.204,565118761799.138,583165573678.672,607029126570.398,634173917960.629,677575754793.361,725601154982.985,777527231173.721,813865742297.954,855757323488.8,870857777172.805,890244811240.2,909700809383.984,936226883355.969,977158901308.734,1019632514742.84,1062265603571.56,1118715683484.7,1180890364777.32,1223044247662.57
222,"SLV","El Salvador",27745233323.8546,28159846645.2574,30136117712.9748,31889809162.7636,33385372445.8297,34966156334.9161,35252067770.1495,36357198798.4307,37322182090.9059,38128534058.6053,38557883104.5479,38896158697.3884,39511053392.8708,40128307349.6611,40485764714.3026,41581903744.3798,43387762319.9499,44195025977.2837,45331212338.1924,44385548628.4787,45319902488.7589,47049018170.0524,48373138829.6066,49454609786.454,50300933834.4118,51506879925.4764,52815950470.4302,54005555164.8725,55308369671.0648,56765826331.1245,52256357821.7897
226,"GNQ","Equatorial Guinea",435949252.888106,431492810.138553,581416367.923601,645565274.431667,753173488.34192,884875390.875859,1474025401.53554,3684664978.78376,4560675003.08295,5731127340.0899,6774982262.86747,11068957581.1428,13223290424.6676,15068633703.4922,20794522665.3594,24277335008.893,26147883668.4034,30143833038.1434,35509166777.5868,35986181402.3316,32774711278.4263,34912908412.1506,37815173745.6252,36252197551.101,36402668206.724,33086370153.8247,30169337714.0742,28459489607.0026,26684599028.365,25089143689.0855,23861442452.0036
232,"ERI","Eritrea",NA,NA,2673365993.31192,3024934903.068,3658693383.22806,3752826674.06488,4098333908.56956,4448247177.06994,4521641641.21709,4494808698.14935,3942752134.22062,4313951180.27087,4430333441.38455,4278710490.29196,4321475388.18739,4435386976.44396,4405182802.71723,4500128766.62514,3667829978.1234,4097791944.97908,4500969262.54794,5666177411.72656,5781883483.73166,5171175185.19049,6831545627.13047,5445206191.13681,5777586840.86322,5151853020.62066,5859053842.51387,6118724572.85579,10652714888.4812
233,"EST","Estonia",NA,NA,NA,NA,NA,18289717905.0335,19193780513.7232,21698571247.4963,22640253904.8931,22544026926.0198,24818185586.3357,26308188864.2223,28089611960.7599,30224497282.4195,32280974190.0957,35355547376.459,38808222831.4188,41749552573.3083,39606965135.4168,33812840409.0844,34639315872.6079,37155198682.8146,38354642990.0875,38914018086.7518,40085861824.8865,40828660880.2311,42117035737.1515,44556473262.6919,46398357575.8575,48298993283.3426,46873656514.2199
748,"SWZ","Eswatini",4192567386.25426,4266372350.95083,4404014349.30987,4540808062.47994,4649818834.73539,4874202889.40435,5061472378.82651,5218520014.60557,5354412331.95216,5512414358.17645,5609442429.2638,5668608859.43382,5916899544.38255,6146487884.37195,6369231333.21099,6751307288.83522,7155856885.31715,7473246013.92425,7534650979.61017,7652571948.30155,7942891776.79156,8121386804.68904,8559235887.30956,8889816848.31475,8970998344.16537,9168658515.06318,9269579625.82315,9457434167.51664,9681727593.02947,9898977768.80112,9736928779.81714
231,"ETH","Ethiopia",36730641303.2171,34108999236.3378,31150903048.923,35245014518.8282,36369317998.9629,38597852110.458,43394088288.0723,44754018593.8074,43206362362.9037,45436737792.0504,48196209693.7879,52197124695.351,52987767961.0667,51842511686.7387,58878890054.1649,65837648261.6517,72970977757.3938,81330654830.8309,90105030164.1105,98036573378.2232,110340691113.094,122674900424.815,133283594734.983,147388024659.877,162506340914.728,179394752299.826,196317925147.112,215094143811.298,229755278555.775,248972206952.337,264051501935.811
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",6157509974.76917,5991256975.82464,6356723765.77557,6492124042.92433,6823222343.69822,6993802802.56714,7329505367.17838,7168256295.37217,7261443659.57942,7900450608.62309,7766143073.41528,7921465946.28057,8174952786.35618,8256702260.65396,8694307456.07909,8755167643.26036,8917355711.81787,8841499841.11317,8932814340.45646,8809002165.34463,9069279322.98824,9314616300.37554,9446074819.83034,9893272734.94967,10447606771.6973,10917959920.4569,11184877069.5713,11783674123.9893,12232942869.4243,12178465330.0235,9858619125.6144
246,"FIN","Finland",164249961948.473,154581670334.278,149488729772.794,148499117326,154384215194.363,160894392943.522,166794679668.802,177359113841.075,187037920817.751,195229388190.213,206500688395.91,211890395854.072,215507680547.431,219825989406.17,228601643583.116,234956427642.283,244419085501.301,257371675330.3,259389456552.985,238445191238.656,246041956444.155,252310280856.259,248784129304.398,246540851975.183,245641204296.279,246976655331.328,253920299689.414,262026475788.422,265018680600.984,268579883361.113,260869785915.545
250,"FRA","France",1964407999761.79,1984998449952.7,2016745377298.02,2004066777707.34,2051329529863.81,2094544791698.16,2124140577072.54,2173766799653.82,2251775886794.82,2328817556993.87,2420192654831.56,2468202534897.63,2496229751724.52,2516777735437.39,2587996327114.77,2631040399116.79,2695483092567.33,2760841448046.81,2767880101784.03,2688350220063.27,2740757930694.59,2800854547180.79,2809624996095.14,2825817614408.69,2852837603528.6,2884587185274.82,2916186811083.79,2983008898740.32,3038643985600.27,3094645337796.63,2851553023074.46
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",17260994662.4262,18316073562.3695,17750080211.6484,18450596891.1479,19135622320.4339,20087399043.2221,20815577105.4381,22010051395.1041,22775524355.0805,20741072673.195,20350525244.2551,20785056460.8177,20733294776.1298,21199240332.0075,21345418222.1641,21916665016.0918,21301556639.4609,22581377173.34,21834287970.0189,21862744842.0343,23412788815.2024,25073166048.5972,26389777283.4625,27877817392.1412,29080735299.5598,30208747765.1789,30840546266.5375,30986311650.7557,31247511057.8212,32480208559.0292,32050191205.4343
270,"GMB","Gambia",2164645785.69037,2231902179.27492,2307311208.03703,2376809760.64542,2380478270.48418,2401470476.234,2454868268.26543,2575156791.56203,2665287245.84253,2835865604.25871,2991838218.62775,3165364842.58532,3062490480.46268,3272883564.88624,3503621856.23188,3421226152.31383,3402218470.62299,3505756467.50142,3725073280.35841,3973376395.49199,4208136815.92033,3865996599.26781,4068635488.07832,4185517978.572,4126611731.21192,4294072680.869,4377521956.89627,4588632823.22907,4920615375.75472,5218645522.23822,5218645522.23822
268,"GEO","Georgia",53472492794.3576,42189796425.5254,23246578059.7522,16435330229.6694,14726056876.5503,15108933872.9646,16801134770.0551,18568453062.2446,19144985466.0236,19694304310.1334,20056352793.9576,21020151455.65,22170760241.6965,24622563246.7567,26049316774.3073,28547335298.9225,31236428810.0816,35165644643.5772,36016150958.6461,34701376458.6494,36870034735.7159,39598417257.174,42120443741.462,43645753624.9421,45580100614.0709,46957625778.7306,48322420424.5406,50662483514.4009,53116027002.7883,55762453626.5218,52327668866.7403
276,"DEU","Germany",2915150994424.49,3064064530978.03,3122988837727.55,3092481926945.04,3166450756937.7,3215345395334.72,3241255384570.8,3299343893679.88,3365790462050.97,3429311717966.11,3529190523385.25,3588532749669.38,3581428393772.84,3556354215986.8,3598144512296.86,3624472393448.37,3762798276996.62,3874796279393.35,3911989640347.39,3689247352728.98,3843453557160.8,3994316515792.48,4011032634316.5,4028584564290.57,4117597889907.18,4179029631006.81,4272221986254.43,4386727409191.68,4434368344223.24,4481173467804.77,4276401015885.43
288,"GHA","Ghana",34604419438.099,36432164788.9218,37845521138.2458,39681029128.7885,40990503014.1605,42676204219.0762,44640359913.0753,46513628985.5705,48699951343.4289,50842747686.1783,52723929370.861,54832886597.6804,57300366263.1429,60279985351.2141,63655664524.4839,67411351224.3077,71725618718.9177,74843401658.9944,81691422457.0438,85648952796.8228,92414973304.0198,105396618856.962,115190904686.905,123614268398.306,127144988823.924,129841428011.623,134221584082.011,145132315606.414,154130631900.955,164161106303.732,164841461285.895
300,"GRC","Greece",247848859055.772,255532174399.863,257320899466.187,253203764533.198,258267840726.412,263690741174.051,271237910367.189,283400758648.373,294438948426.316,303485868835.469,315381819284.88,328412172302.951,341295361121.034,361071828817.044,379345646723.963,381618466471.776,403189196029.387,416388589663.643,414992970119.305,397145226833.523,375385492954.624,337286438425.772,313398619057.546,304805943234.215,306933931525.883,305669665940.723,304172334252.174,308068249046.59,312870964203.308,318679961527.376,292396079249.754
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",849027655.372501,860791322.49132,853464707.85481,836746908.17528,850917686.013259,869037766.680451,907607702.536706,953128717.931638,1065154730.31057,1138632964.08696,1194288798.382,1170117586.90523,1210338314.04322,1324884410.50664,1316306442.20306,1491061764.47811,1431488952.66234,1519145476.49628,1533540027.42044,1432122710.82299,1424800800.80885,1435700196.72366,1419115795.85237,1452485151.09335,1559156772.05819,1659615483.90903,1721612314.45592,1798099078.35128,1872561109.3682,1909666921.21704,1695196846.35084
320,"GTM","Guatemala",50328329215.5498,52169464676.7579,54693600151.9209,56841490015.6271,59134328777.4931,62060619132.777,63896235646.1906,66684724822.1642,70014645114.5402,72708152045.9856,75332093812.877,77089271289.1994,80048949726.1641,82098505158.4365,84674687973.9829,87448653551.4229,92128378862.436,97967216348.5439,101193790131.394,101676381400.524,104608906608.961,108964724071.413,112206107054.982,116351919840.696,121522573075.635,126495484346.146,129882783658.342,133882980507.73,138330704321.969,143679754257.155,141496787478.451
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",9576958318.66112,9827244750.50526,10148688747.3957,10660603276.9109,11083839792.297,11594546908.1676,12111846324.2702,12739434172.3117,13203674599.1552,13706999207.5892,14050093698.9277,14564094805.8931,15316273424.8169,15507512607.8143,15870406595.0982,16346085937.3769,16540541226.0234,17668188195.8377,18398416052.289,18191867801.1447,19067508410.6627,20137597608.8689,21328794681.6609,22170361479.1893,22989898168.079,23869473663.2281,26452299047.4982,29176885980.0036,31032095919.6997,32784222537.8921,35075367590.8976
624,"GNB","Guinea-Bissau",1945323523.22207,2044535023.34963,2067024908.01744,2110432431.07925,2177966269.30536,2273796785.32975,2537557212.34344,2702498431.14576,1943096919.8076,1963024105.60544,2069557175.82522,2114857853.88112,2094022749.61917,2105927482.04036,2164080605.4475,2256402425.0323,2308510834.8939,2383836515.13534,2460204322.38494,2543087989.91513,2660349037.09413,2875432396.89844,2826185354.72066,2918203244.22682,2946351087.35449,3127082706.78979,3322925818.84943,3519615667.21345,3564798265.34134,3725214186.97916,3635809046.52082
328,"GUY","Guyana",3599899545.13971,3817976642.34556,4114170909.21596,4450508721.20833,4830244958.37151,5073276152.07829,5476881526.27299,5815389259.27871,5717742797.00485,5886996663.5077,5806709573.26375,5939074775.67425,6006342337.87656,5968368716.71032,6061675334.9959,5943414619.66252,6248288571.11237,6697620055.49944,6805134195.37434,7069000593.33791,7336182785.66802,7727876714.14525,8143811130.54582,8441328826.34511,8583683405.05986,8642687478.32531,8971756372.23586,9306806134.53307,9720119601.02766,10240421155.5444,14692906570.3734
332,"HTI","Haiti",22729787917.1459,23157231744.4858,21927598273.9409,20737741886.1926,18259451231.6916,20066718301.009,20897635621.2699,21462856881.6649,21931142149.6573,22525530494.6171,22721515956.949,22645568999.4375,22854925632.8934,23622711210.8322,23331397940.5243,24175437862.4407,24597193427.2095,25967288034.0098,26610834642.9122,28290747460.4805,27214206526.1593,28889030070.6403,29048834517.632,29944993566.7405,30963655538.0856,31464311564.4832,32006298439.2581,32738003150.2684,33284016295.9508,32724184091.3521,31620151768.2666
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",19771799006.996,19115512017.1726,20276528553.1976,21593634710.4162,21639392377.8517,22978720276.5293,23408600728.1,24484947633.3436,25364014311.5304,25177423664.9346,27013182175.2807,27748803335.1589,28790587164.8006,30099706118.4787,31975610994.0599,33910327064.1473,36137300831.6536,38373595236.3599,39997412334.6285,39024824105.0691,40480895061.5572,42033616973.3577,43769053767.6593,44990893058.8619,46366750814.2298,48147271125.4224,50021631004.0765,52444135530.2339,54460609798.3686,55905485859.0894,50893693122.0963
344,"HKG","Hong Kong",164280807059.135,173648040050.862,184474966765.903,195914423867.962,207739955963.637,212671179415.691,221727665284.247,233035023406.821,219326451810.719,224824285528.352,242053609449.12,243411240984.713,247443719594.196,255006228909.048,277191937992.248,297671368590.428,318605439843.004,339202658697.892,346420609841.253,337901641010.65,360769704227.169,378139619204.676,384569222509.75,396496816793.146,407449552060.078,417178641899.181,426229309122.212,442387687745.01,454980022964.46,447337467958.467,420132783958.269
348,"HUN","Hungary",NA,170382152284.435,165161335861.301,164209827338.984,169049344750.647,171567377806.185,171708769570.567,177105797808.183,184012921079.372,189664012885.722,198159426646.806,206232625230.712,216010698593.304,224833707388.093,235677107652.222,245678355325.212,255581682422.311,256200652955.558,258911996924.328,241566047522.49,244276849166.686,249008755049.663,245570882089.295,250140346266.859,260718658278.381,270676620702.736,276469088778.479,288403653836.432,303976612492.875,318085070117.576,302318393122.688
352,"ISL","Iceland",NA,NA,NA,NA,NA,9004634266.46362,9415887036.08111,9959327352.96082,10692611744.3739,11124050451.2721,11678589124.047,12147309012.9683,12215275524.8462,12477010813.9395,13450517044.2415,14274285751.1382,15175991395.1664,16459100235.8284,16822763466.1092,15533498911.2936,15093469850.6493,15372061971.1062,15535564849.5489,16242815274.836,16516866493.4188,17249664316.7094,18337029182.1567,19106258173.1223,20040970853.945,20528933021.7951,19193749232.1123
356,"IND","India",1583371286873.17,1600104852333.04,1687828937099.9,1768013912872.05,1885744616830.22,2028580188961.37,2181728301662.16,2270084389293.42,2410475847412.81,2623700648733.22,2724476758632.3,2855904598336.69,2964542504459.46,3197566854314.28,3450908049335.58,3724338354436.36,4024547309302.36,4332860435873.44,4466602754869.81,4817762098070.95,5227155513075.2,5501127199130.63,5801290084908.55,6171766642357.03,6629108597815.28,7159188945023.98,7750273455774.94,8276934253114.71,8817665458353.04,9174036185837.4,8443359944658.61
360,"IDN","Indonesia",822263546711.531,879098261926.202,936217728784.172,997038253342.028,1072214649455.24,1160350772973.99,1251069167151.14,1309867902385.79,1137925138526.78,1146927561091.29,1203357174106.19,1247201088984.9,1303318595058.28,1365622034733.52,1434324757866.34,1515974717436.42,1599367755718.47,1700847995305.04,1803131952430.77,1886596607760.4,2004015629604,2127659069439.35,2255957989050.89,2381327523213.48,2500552696432.02,2622487705196.92,2754479325709.95,2894125530220.37,3043876022674.53,3196622583021.45,3130467088164.9
364,"IRN","Iran",486487487544.428,546796667262.587,562448080076.186,568231989336.028,559856080076.837,572643622997.792,602404606020.258,605406541932.088,618569308064.897,624349939185.476,660617795640.259,666257479582.58,714808675240.978,777082654673.475,811149523617.299,837023604275.651,878873070782.479,950551967995.288,952936489901.362,962536233523.702,1018343490474.87,1045285986669.78,967469075268.072,965591474452.695,1010041694690.22,996702628342.058,1130223330592.33,1172665437001.49,1102000948422.41,1027238739231.39,1044309328496.23
