"code","iso","country","TBG.raw.1990","TBG.raw.1991","TBG.raw.1992","TBG.raw.1993","TBG.raw.1994","TBG.raw.1995","TBG.raw.1996","TBG.raw.1997","TBG.raw.1998","TBG.raw.1999","TBG.raw.2000","TBG.raw.2001","TBG.raw.2002","TBG.raw.2003","TBG.raw.2004","TBG.raw.2005","TBG.raw.2006","TBG.raw.2007","TBG.raw.2008","TBG.raw.2009","TBG.raw.2010","TBG.raw.2011","TBG.raw.2012","TBG.raw.2013","TBG.raw.2014","TBG.raw.2015","TBG.raw.2016","TBG.raw.2017","TBG.raw.2018","TBG.raw.2019","TBG.raw.2020","TBG.raw.2021","TBG.raw.2022"
4,"AFG","Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194439327880331,0.194439327880366,0.194439327880392,0.194439327880397,0.19443932788039,0.194439327880383,0.194439327880403,4.22967633237358,4.22981395214015,4.22981395214011,6.01593910116135,8.75969886088073,8.75969886088079
8,"ALB","Albania",0.933151578000844,0.93284597022987,0.927467697909912,0.927216612201265,0.927220709160714,0.927220709160698,1.27718600319044,2.65770528950378,2.79154518214099,2.79154518214106,4.72599965131518,4.72599965131533,4.72599965131532,4.74276177949819,4.98147111002131,5.71127920730735,7.51065025104902,9.48862423813479,10.9066841204505,13.4428047226629,13.4428047226629,13.735978672236,14.0374564267177,15.0084458995993,15.4086721042162,15.4086721042162,15.4086721042161,15.4086721042161,15.4086721042161,17,17,17,17
12,"DZA","Algeria",0.266754818990956,0.268104503927566,0.275522542517522,0.275222201982391,0.28940593907338,0.289405939073399,0.289405939073444,0.289405939073724,0.289405939073917,0.289405939073937,0.289548499621421,0.289548499621293,3.71536774339239,3.71536774338936,4.65532620674652,4.8833847699834,4.88338476998315,4.88206587034195,4.88206587034052,4.88206587033856,4.9129440446393,4.91294404463955,4.93007291622732,4.93007291623056,4.93007291623024,4.93007291623127,4.9300729162321,4.93007291623269,4.9300729162339,4.93007291623423,4.96523627402215,4.96523627402197,4.96523627402232
20,"AND","Andorra",5.33676705647596,5.33676705647596,5.33676705647596,5.33676705647596,5.37640299656292,5.37640299656292,5.37640299656292,5.37640299656292,5.37640299656292,5.37640299656292,5.37640299656292,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
24,"AGO","Angola",6.31330297225449,6.31005085234734,6.2193816300904,6.21938163009003,6.21938162985876,6.21938162986029,6.21938162985541,6.21938162985316,6.21938162985238,6.21938162985137,6.21938162985062,6.21938162985898,6.21938162986067,6.21938162986308,6.21938162985952,6.21938162986298,6.21938162986415,6.21938162986381,6.21938162986342,6.21938162985688,6.21938162985629,6.21938162985493,6.21938163986645,6.21938163986389,6.21938163986288,6.21938163986132,6.21938163986139,6.21938163986058,6.21938163986108,6.21938163986118,6.2193816398613,6.21938163986123,6.21938163986128
660,"AIA","Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"ATG","Antigua and Barbuda",9.11041722753493,9.13722076629759,9.34080905891126,9.34080905891149,9.34080905894415,9.34080905894412,9.34080905894695,9.34080905894935,9.34080905894788,9.34080905894814,9.34080905895651,9.34080905895457,9.34080905895576,9.34080905895969,9.34080905896028,9.34080905896134,14.3310401738399,14.3310401738398,14.3310401738398,14.4226042896047,14.4226042896047,14.4226042896046,14.4226042896058,14.4226042896057,14.4226042896057,14.4226042897848,14.4226042897848,14.4226042897851,14.4226042897855,14.4226042897855,14.4226042897858,14.4226042897858,14.4226042897858
32,"ARG","Argentina",3.98849940612573,4.08166699691443,4.40580195170686,4.62741211348308,4.75321983937391,5.05619105434187,5.17170309803891,5.25413514914502,5.50729798476415,5.52799237337048,5.80800367131989,6.15999246038024,7.33008449372458,7.38372657124468,8.65558654854221,9.25452702439569,9.31312272286661,9.3793468789854,9.38343061241734,9.41400344069731,9.4265871365686,9.43007562385908,9.43399799349517,9.45733023985898,9.46548469361212,9.4866946931873,9.58892937980241,9.58958789989008,9.61953614698687,9.64266079387793,9.64716783832499,9.6471678383249,9.64716783832513
51,"ARM","Armenia",-9999,-9999,8.39312814427123,8.41539095343011,16.9902662432666,16.9902662432666,16.9902662432666,16.9902662432666,16.9902662432666,16.9902662432666,16.9902662432666,16.9902662432666,16.9997205344064,16.9997205344064,16.9997205344064,16.9997205344064,16.9997205344064,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131,16.9997195519131
533,"ABW","Aruba",0.398275580403295,0.398285698168627,0.398359972286207,0.398359972286209,0.398359972286216,0.398359972286212,0.398359972286224,0.398359972286222,0.39835997228622,0.398359972286223,0.398359972286225,8.96835145188361,8.96835145188354,8.96835145188378,8.9683514518836,8.96835145188371,8.96835145188376,8.96835145188373,8.96835145188372,8.96835145188341,8.9683514518834,8.96835145188332,8.96835145188342,8.96835145188323,8.96835145188317,8.96835145188308,8.96835145188307,8.96835145188304,8.96835145188305,8.96835145188304,8.96835145188305,8.96835145188304,8.96835145188305
36,"AUS","Australia",4.36052866565137,4.57670705854162,5.16161729793468,5.64875995951874,5.90872018656044,6.07186821303976,6.11233317934571,6.21133755490028,6.31253124655103,6.37035810415927,6.57167943544666,6.89247326366404,6.93845850145043,7.76087872675576,7.86713244502315,8.27031280478531,8.46316309505579,8.65928531991167,9.14758830418343,9.33791801039269,9.96124841047964,10.245356338396,11.0855239037093,11.7115510412968,12.3927673829174,12.6532872565247,13.0481297819159,13.5399308175184,13.751065150092,13.8817404757698,13.9665535920941,15.3758976924568,15.3758976924569
40,"AUT","Austria",15.715940170589,15.735625618816,15.8113836348268,15.8217278034188,15.8241709569587,15.824806096919,15.8839621359922,16.1861185899768,16.2990624081435,16.5659037729672,16.6779638834601,16.7117882934299,16.9695223753464,16.9833505933004,16.9861402098337,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
31,"AZE","Azerbaijan",-9999,-9999,5.85721844942878,5.84607866622229,6.57525983908928,6.57525983908896,6.5752598390896,6.57525983909133,6.57525983909095,6.57525983909131,6.57525983909101,6.57525983908982,6.93673370202518,6.93673370202452,7.96631495029968,8.7611694912969,8.79975588189611,10.196389653136,10.196389653135,10.542739765305,10.5505169914115,10.5505169914117,10.550516991412,10.5505169914119,10.5505169914117,10.5505169914099,10.5505169914097,10.5505169914096,10.5505169914101,10.5677617580912,10.567761758092,10.5677617580919,10.567761758092
44,"BHS","Bahamas",0.166521789631168,0.166720195946846,0.166720195944848,0.168676511875284,0.16867651187479,0.587911842710171,0.587911842706868,0.587911842707791,6.49691056961958,6.49691056962041,6.49691056962093,6.49691056961635,6.49691056961735,7.92947179113624,7.92947179112778,7.92947179113304,7.92947179113513,7.92947179113389,7.92947179113259,7.92947179111828,7.92997149303298,7.92997149302899,7.9299714930339,16.9999975506795,16.9999975506795,16.9999975506795,16.9999975506795,16.9999975506795,16.9999975506795,16.9999975506795,16.9999975506795,16.9999975506795,16.9999975506795
48,"BHR","Bahrain",0.808132240215956,0.808132240215956,0.808132240215956,0.808132240215956,0.808132240215956,0.808132240215956,0.808132240215956,0.808132240215956,2.05118263405108,2.05118263405108,2.05118263405108,2.05118263405108,2.05118263405108,2.05118263405108,2.05118261127928,2.05118261127928,2.05118261127928,2.49373248409161,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988,2.49373251263988
50,"BGD","Bangladesh",0.353966071301583,0.35396607123111,0.353966071233164,15.0665082730581,15.0665082730916,15.0665082730838,15.0665082731085,15.0676933032928,15.0676933032888,15.0676933032965,15.0732640314094,15.0821699978973,15.0822025329793,15.0822025329539,15.0822025329741,15.0825683807454,15.0828043131938,15.0835606966171,15.0855673545032,15.0855673545363,15.0966188880482,15.1137252262143,15.114041548194,15.1140415482076,15.1145931001529,15.1145931001624,15.1145931001632,15.1145931001662,15.114593100165,15.1145931001656,15.1145931001653,15.1145931001653,15.1145931001653
52,"BRB","Barbados",0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417,0.476986724101417
112,"BLR","Belarus",-9999,-9999,13.1499784299522,13.1499784299522,13.1603829015619,13.1638028218542,13.1802133956599,13.2075027640208,13.2075027640208,13.2075027640208,13.2138212207368,13.2138212207368,13.2293891480306,13.2317017749906,13.2317017749906,13.2317017749906,13.2330767945458,13.2330767945458,13.2330767945458,13.2330767945458,13.2330767945458,13.4385733779497,13.4385733779497,13.4418119178983,13.621086412525,13.6339496799666,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613,13.6428500226613
