"code","iso","country","GDB.raw.1999","GDB.raw.2000","GDB.raw.2001","GDB.raw.2002","GDB.raw.2003","GDB.raw.2004","GDB.raw.2005","GDB.raw.2006","GDB.raw.2007","GDB.raw.2008","GDB.raw.2009","GDB.raw.2010","GDB.raw.2011","GDB.raw.2012","GDB.raw.2013","GDB.raw.2014","GDB.raw.2015","GDB.raw.2016","GDB.raw.2017","GDB.raw.2018","GDB.raw.2019","GDB.raw.2020"
44,"BHS","Bahamas",0.0218053962860165,0.0323139731753417,0.0387537089159005,0.0404831072081382,0.0373325588777542,0.0326734248353573,0.0289940509915578,0.0258225366443297,0.0244883272953933,0.0158626615649682,0.00960208371644367,0.0057732640490169,0.00317010974152798,0.0034035942083297,0.000643095019107198,-0.00143618479448637,-0.00166818864084406,0.00041034762345582,0.0051348805596565,0.0097419321213017,0.0113043378944702,0.00261012262636506
48,"BHR","Bahrain",0.0507861568754577,0.0449281119935594,0.0410759136361294,0.0378244280806621,0.0410580573024495,0.0433398800664568,0.0465250004372102,0.0502374128527128,0.0544850337047809,0.0586917781982976,0.0602925139847894,0.0611718698765702,0.0582186848481911,0.0530863400384138,0.0486460814289496,0.0448622230711397,0.0408800282456068,0.0376098770304321,0.0369666198671048,0.036685158354844,0.035009330860037,0.0287307581635996
50,"BGD","Bangladesh",0.0464402431687205,0.0473167740169014,0.0476101550019397,0.0477540883177978,0.0479546173258216,0.0479303278704666,0.0490407359693656,0.0507922832918701,0.0531140605205929,0.0555955957132366,0.0572661404698189,0.0587835309681233,0.0604549170284081,0.061300138772179,0.0613267198602596,0.0607417726311579,0.0605790230383911,0.0612302992708704,0.0629925902312025,0.0654606667695659,0.0679175758272419,0.0671416581631046
52,"BRB","Barbados",0.0144709660526385,0.023270722644817,0.0265989698942071,0.0246953379751804,0.0220501274145026,0.0188995049415228,0.0166958220029134,0.0175208749927294,0.0196728821578041,0.0219773974027238,0.0192422438208606,0.0165079444026213,0.0109442122022465,0.0046348594726231,-0.00186817346576695,-0.00792888597866015,-0.010369188064503,-0.00779770964939608,-0.00322000203545203,0.00203212113408147,0.00442760307398404,-0.00524616503495856
112,"BLR","Belarus",-0.0274570176028466,-0.00847339837482985,0.0140913954200137,0.0337608477049141,0.0510486207514784,0.0630469391757151,0.0665144154582451,0.0688659014148607,0.0742077311240159,0.0818123837821227,0.0824474453270079,0.0824658758906338,0.0795487837459674,0.071770595940317,0.0605951786294685,0.0500944907494398,0.0369329095970925,0.0239344720307024,0.0145116267814769,0.0105864921739243,0.00556511296862161,0.00294530331973841
56,"BEL","Belgium",0.0200540120928512,0.0228631429303052,0.0247977253351137,0.0260743758959252,0.0246003672144708,0.0243441573357572,0.0240254997406693,0.0230655197599023,0.0235679135465419,0.0225652957631597,0.0199095351584078,0.0191083818514806,0.0178875044705684,0.0160587148516091,0.0131431005342488,0.0114988958499671,0.0107907112968308,0.0107816533389073,0.0125553421512488,0.0143160713221229,0.0142154705266488,0.0105113535391237
84,"BLZ","Belize",0.0413919735806563,0.0407837619669527,0.0429442724185296,0.049088033659211,0.0588963017153983,0.0654039884984552,0.0667037660545993,0.0647813377161228,0.0582609782441144,0.0494070562954942,0.0397733834478664,0.0345829240481157,0.0290657513832486,0.0238628339141955,0.0215611067809838,0.021680320886124,0.021673105256969,0.0218896187423638,0.0210739496131409,0.0216520003437091,0.0208808400794431,0.0110903458799818
204,"BEN","Benin",0.0449467796622287,0.0468584577766744,0.0488955520882184,0.0496904261674702,0.0503032856355188,0.0489980706629858,0.0466805527191263,0.0439816330802822,0.0429892623409802,0.0419045756193615,0.0401180718162717,0.0382242012890852,0.0368011419660712,0.0366838381975261,0.0383252967343064,0.0414997142988205,0.0416491632392497,0.0411319549060731,0.042640999366357,0.0460532202321209,0.0495188317581521,0.0507001684949258
60,"BMU","Bermuda",0.0244203757233594,0.0338092175782301,0.0412949725436722,0.0431378406336991,0.0443404588494902,0.0426017457354246,0.0399309455915893,0.0375789860572908,0.0353320710214879,0.0299673803383069,0.0197247038964485,0.0114059898897825,0.00436191605197989,-0.00663880221604696,-0.0150548641847363,-0.0230723187782238,-0.0279908571817401,-0.0280926720678595,-0.0217907461849167,-0.0145460224045121,-0.00861499729411708,NA
64,"BTN","Bhutan",0.0495159269049281,0.0542551319505757,0.0575706363882693,0.0632320484334605,0.067014847887334,0.0692304989935333,0.0718688024000589,0.0737332016638654,0.0804445654158632,0.0837110483661272,0.0861304020905558,0.0874922834173604,0.0880231753744882,0.087919426974121,0.0840865726896267,0.0781219935574351,0.0714213285867107,0.0646888617550223,0.0630356661063234,0.0585129994358562,0.053991427407454,0.0458976019330688
68,"BOL","Bolivia",0.0414569993200455,0.0396785069139207,0.0377456471619695,0.0341226491236419,0.0305970829022391,0.0284089404286576,0.0277492293488766,0.0286391422259324,0.03129507499649,0.0366767267378396,0.0400633209376873,0.0429185787762305,0.0450640177881012,0.0465670480474767,0.0481587817380154,0.0496119780595743,0.0506074342815919,0.0510170719118364,0.0507117024845272,0.0508053683775771,0.0485521917427045,0.0387498403179198
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,0.179419773522749,0.131038788195664,0.0821862142591792,0.0639169775168551,0.0582792063795041,0.057259755265723,0.0534530796257062,0.0480133837942607,0.0408583605241066,0.0320312382806005,0.0232265144795862,0.0153435315042481,0.0116574569276189,0.0107051699938896,0.013041583334783,0.0190443263476625,0.0227786088125286,0.0221365904684647
72,"BWA","Botswana",0.0496832885123033,0.0498319487526719,0.0490982294209177,0.0485742570585954,0.0464114239926763,0.0423926760872217,0.0398993991197061,0.0404617779765979,0.0453629436175687,0.0482881482059574,0.0466317654259549,0.0467476564203813,0.0453056940099421,0.0446651976275432,0.0477071866852699,0.0485413974795612,0.0449343355644132,0.0435524299945647,0.0440446815164539,0.04660499871548,0.0408856212529469,0.0304661346875912
76,"BRA","Brazil",0.0286864768703243,0.0288649975273041,0.0276391156224753,0.0245935358213116,0.0216925749141379,0.0222786490320692,0.0243401794134575,0.0269781776929241,0.0319071277459799,0.0362395413399881,0.0365891645575407,0.0398453421782581,0.0417188845603227,0.0418812594040401,0.0397720037754454,0.0368712257585877,0.0298252862185477,0.0202082912158921,0.0128895602064794,0.00800862663329771,0.00230965832163044,-0.00248576625807129
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0.0212889958299667,0.0192059009622463,0.0180000184434514,0.0193764733608086,0.0199699430577251,0.020049079937579,0.020743330262428,0.0236819923413532,0.0234244951235101,0.0192224573417201,0.0138019817315844,0.0100264799423415,0.00844965258106933,0.0081539744299286,0.00718072351504984,0.00434698479993445,0.00113161169742493,-0.000912592502828158,-0.00164488106359961,-0.00330475227747085,-0.00397967182578229,-0.00287117815630233
100,"BGR","Bulgaria",-0.0197864683785428,-0.0142398614069704,-0.00966474482758528,-0.00564160447585904,-0.000170425166676202,0.00885941449304695,0.0220553805855468,0.0403987869368883,0.0495114283943392,0.0598341548187282,0.056651215506391,0.0509805686756046,0.0437460658339437,0.035450783730258,0.0262593784912388,0.0184593245891231,0.0141370492028692,0.0133047117849054,0.0159769885898284,0.0220183547315471,0.0257668758002505,0.0246446398218636
854,"BFA","Burkina Faso",0.0547888048773744,0.0563634154692174,0.0611193001701791,0.0621454085264355,0.0630382620478078,0.0599703232021789,0.0578346980707094,0.0584282264903571,0.0580860872314004,0.0586603743342151,0.058820514940124,0.05838903828621,0.0587854147973068,0.0584040715113714,0.0589254201144322,0.0575753886912491,0.0569183745337833,0.0570640390179964,0.056746403822834,0.0571300194655169,0.0556274368677696,0.0535210279326257
108,"BDI","Burundi",-0.0324328091775188,-0.0326397771816553,-0.0262747821720904,-0.014167798332268,-0.00451859909974006,0.00692518228472916,0.01409074254319,0.0181271429505994,0.0208487047639909,0.0266447222182058,0.0310912971555788,0.0343890693613107,0.0372018891063721,0.0411151915501771,0.0425150317630592,0.0443941943274264,0.0395407215312302,0.0335630196391858,0.0265422743814183,0.0203886065766916,0.0149207761760948,0.0103659280298407
132,"CPV","Cabo Verde",0.120080877596993,0.127100143396964,0.121799115489623,0.112641843500566,0.0983216438474463,0.0895722997952821,0.0824235501982702,0.0764685542296457,0.0757140371150007,0.0760604762286097,0.0728514115093715,0.0711910487248859,0.0660931833140721,0.0578185412632219,0.0460804309347087,0.0351704104954049,0.0243477591179557,0.0169780456110851,0.01719443754934,0.0215042447110589,0.0255282772690211,0.0182750097447051
116,"KHM","Cambodia",NA,NA,NA,0.0474423016330361,0.0778198954452105,0.0804463923269589,0.0870985759885106,0.0934175932431467,0.097176173839524,0.096106919495393,0.091540941957478,0.0866987180631928,0.0814665060111253,0.0750661603892995,0.0687293024640694,0.0636649820617865,0.0620600486791696,0.0629518732105578,0.0663893428209392,0.0708235056141873,0.0713706733352077,0.0653890996457998
120,"CMR","Cameroon",0.0118664500673111,0.0236491310099709,0.0338383091005994,0.0417919488719216,0.0431478559628029,0.0446592244572279,0.0440741308031463,0.0429653166476087,0.0428093152102869,0.0423901780858227,0.0409788533809761,0.0390169529039934,0.0374504844188217,0.0364440457989166,0.0366411889540421,0.0396504508169391,0.0423041046134729,0.0445871699444065,0.0467165683100754,0.0481910201942954,0.0478725310567389,0.0447370255643857
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,0.0364474801069536,0.0392374360894763,0.0395482603031836,0.0361354780472163,0.0339018756642349,0.0307489231235387,0.0270641881406275,0.0236202502233345,0.0209536195292941,0.0186790531396313,0.0169640632017207,0.0190326726776395,0.0211819789788552,0.0202217138883383,0.0155941102279604
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00293894702842601,0.00223097311406972,0.0106618185233083,0.0206114444292904,0.026480083752414,NA
140,"CAF","Central African Republic",0.0183619843235225,0.0223773712119784,0.0270358632244652,0.0270961953950883,0.0209736498941084,0.0187960245529533,0.019148707849663,0.0173698213174565,0.018570314234696,0.0210758094210146,0.0279655996819714,0.032457527352308,0.0381578542959637,0.045019257338601,0.0182674127492857,-0.00323102294019861,-0.0200877687660355,-0.0302825177405723,-0.0342294192851997,-0.0339621118868052,-0.0260588567235155,-0.0137366801381436
148,"TCD","Chad",0.0226677828177375,0.020637160827655,0.0275573695517228,0.0412740276719588,0.0477806249265134,0.0706736837287292,0.0944272754993727,0.10848011957542,0.116680642852102,0.11998839286959,0.114035679354308,0.103332337902987,0.0873709246644829,0.0706624480510996,0.0554215342854272,0.0539342792966007,0.0575251486658173,0.0518103139975101,0.0415596893302683,0.0305600171151221,0.0201551893793637,0.0139733261783686
152,"CHL","Chile",0.0673304794323957,0.0606334408311155,0.053372003040564,0.0481345002218279,0.0434574013129778,0.0402854085617161,0.0400934608821739,0.0421908721757582,0.0462932991310585,0.0499160361530511,0.0470089909633038,0.0457873095917829,0.0449740814787833,0.043669865150213,0.0415768699042871,0.03949544994854,0.0374258351474575,0.0358287865586755,0.0340427284794811,0.0330024154345456,0.0276960611362533,0.0189826539397853
156,"CHN","China",0.109827953770494,0.104042530495592,0.0963670927159535,0.0906131129455583,0.0876244750666118,0.0873309370965474,0.0894127932969673,0.0938563248031865,0.100694641973439,0.105952467495205,0.109117946246913,0.111206381266886,0.111244564353866,0.108686084636742,0.104258337944158,0.0981222373667252,0.091260993020281,0.0849617379046559,0.0809279939160885,0.0769459679417062,0.0727590909650042,0.0675431510195779
170,"COL","Colombia",0.03351764407194,0.028333536105895,0.022172353452556,0.0168829458244319,0.014257657312263,0.0154719725624648,0.0199343934274179,0.0266527913378567,0.0360458372015966,0.0439536685116357,0.0454067799604632,0.0465421841239579,0.047641327387103,0.0469819722617664,0.046015659608456,0.0451926509153795,0.0434320554107677,0.0417241355909639,0.0402356090197873,0.0380079546757297,0.0340798988163122,0.0246639959571113
174,"COM","Comoros",0.0116512463709422,0.0186329066860118,0.0207035392435768,0.02621302294713,0.0322322081974094,0.0329890482312631,0.0342267700440235,0.0325944458900527,0.0302011639458937,0.027362966803657,0.023755006592201,0.0252745680093622,0.0274397767446484,0.0295481040940295,0.0320481940105137,0.0332172064230281,0.0331003192896144,0.032996010860638,0.0318419293268153,0.0312114646334019,0.0298512003020046,0.0298957506273627
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.0499784772781444,0.0488057090060887,0.0450807959999797,0.043193723027191,0.0429629896163226,0.0430832745353722,0.0430781225393788,0.0428758744602431,0.0449975205760991,0.0483673180424522,0.0481834405002948,0.0483315978042549,0.0478543844501003,0.0468528165942748,0.0444413969179003,0.0415010213988287,0.0379056028569638,0.0361890635502307,0.0372576416556067,0.0381821949064129,0.0355425427250686,0.0293611249063659
384,"CIV","Cote d'Ivoire",0.0327171071042105,0.0344685060927703,0.0334668569297385,0.0285019748498716,0.020018055939292,0.0103471954579177,0.00379452618785692,0.00119278028013281,0.000849055823290534,0.00417314743504704,0.00970186469326495,0.0141070038037618,0.0147745939483583,0.0191622357841383,0.0251314758700012,0.0332085296849678,0.0428926048759763,0.0523368101120107,0.0611054784563518,0.0687740644326236,0.0749078029213153,0.0757491602651525
191,"HRV","Croatia",NA,NA,NA,NA,NA,0.034112458091462,0.0346327249809004,0.037085351468654,0.0418286352122748,0.044659371475019,0.037988784618328,0.0289181473830848,0.0187119744002526,0.00831671582257143,-0.000250087733223325,-0.00719692071384315,-0.0104506720026202,-0.00883784884954864,-0.00214507345176695,0.00752190902499827,0.0137378681998386,0.013007693255713
192,"CUB","Cuba",-0.0160891539005543,0.00669465410813341,0.0255383775412235,0.0370599029956269,0.0379614737080427,0.038102739030841,0.0411903554948359,0.0499484539317392,0.0586838102617508,0.0626558931446248,0.0642102175208334,0.0643813428299445,0.0616296250678279,0.055167893964182,0.0460142151385972,0.0353670309526386,0.0286529889799747,0.0250775207747458,0.0237613444542111,0.0233225541585309,0.0224311408904683,0.0213413267737972
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00900833100299603,0.0100820064583704,0.0102090378354629,0.00955263089218783,0.00774489852338167,0.00468013164513104,0.00162229728394947,-0.00144085221536583,-0.00406592850352472,-0.00616926057625933,-0.00969960895222621,NA
196,"CYP","Cyprus",0.0450266799448049,0.046723451758836,0.0454869509780196,0.0465441187156201,0.0441852745032718,0.0430020607009272,0.0446008053776097,0.0445975020620371,0.0437250118758992,0.0432067262989169,0.0394162299132554,0.0361619702587761,0.0316966306142583,0.0241314844267311,0.011888374122043,0.000493166899920405,-0.00666534700289567,-0.00791514432602225,-0.0038917019814273,0.00457585040510167,0.0124605542487413,0.0172658624345163
203,"CZE","Czech Republic",0.0124604586839303,0.0214110588495595,0.0230496260898587,0.0226931878210728,0.021569326137084,0.0218195542286377,0.0265064248744575,0.0343029970110473,0.0410723938816409,0.0445742558504028,0.0413776491717426,0.0381226587010597,0.0339891684390699,0.0267368988323797,0.0184646235467891,0.0116884582322834,0.00947224813117686,0.0105182185566137,0.0159745101786823,0.0230115902045362,0.0264172329702204,0.0250885436344912
180,"COD","Dem. Rep. Congo",-0.0502141475272676,-0.0433489264354677,-0.0364719991447553,-0.0291931451772161,-0.0240153912677075,-0.0158909458250318,-0.00321751176275331,0.0119419784953059,0.0261621054751198,0.0407579234566562,0.0509920463374665,0.0561778123365133,0.0578676115140269,0.0585788203763917,0.0603327260557729,0.0640860170873148,0.0677523627643457,0.0681678686451048,0.0670720120733805,0.0659197897005774,0.0616822445360066,0.0550309265747231
208,"DNK","Denmark",0.0270372068775562,0.0290467969377495,0.0291805180020861,0.0276887853401728,0.0234032732996874,0.0210800640238602,0.0193380977687423,0.0190227209967251,0.0186184769804709,0.0169338511252846,0.0122916614897484,0.010003559910813,0.00806444061864586,0.00556804466804039,0.00288116799979887,0.00180704091337236,0.00263684306106682,0.0068822232557233,0.0124561524776565,0.0177339906161833,0.0193965447198075,0.0189007223328235
262,"DJI","Djibouti",NA,-0.017028318932008,-0.011083095457444,-0.00200031100430909,0.00491432110538614,0.0120836545628773,0.018176022596474,0.023129032961213,0.0283194951364403,0.0339629321624857,0.0375289585309524,0.0393468527125542,0.0425320120881527,0.0439531913186391,0.0441074104562222,0.0437640591109676,0.0444809902392795,0.0439627452508673,0.0434970454083459,0.047414954169698,0.0510162197512107,0.0823582503884692
212,"DMA","Dominica",0.0211788981482108,0.0218888129047368,0.020986485751092,0.0175467074247877,0.0172779148462607,0.0165007873536396,0.0155464298235199,0.0169114681899283,0.020704740990638,0.0279155475393387,0.031357967756396,0.0335739888229749,0.0326193998675361,0.0261307153346475,0.0201449941059699,0.0163674597180521,0.00911443721390603,0.00434387236728884,-0.00188099811062836,-0.00241557111206725,-0.00146780886731235,-0.0101334800277368
214,"DOM","Dominican Republic",0.0625903465393121,0.0634648691219513,0.0589586836617075,0.0568858340353962,0.0522391114820906,0.0451808846015356,0.0414816483640883,0.0407266984606827,0.043492208403118,0.0462881793255554,0.0477620793241151,0.0517206762577707,0.0534171403851007,0.0539060317404498,0.0505637863684889,0.0465341298982169,0.0457221421467338,0.0481084232902698,0.0517898479197993,0.0555599214343929,0.0563446215011987,0.0517639899970999
218,"ECU","Ecuador",0.0249117680522275,0.0205304543524671,0.018730933061863,0.0181427757265333,0.0176948003368516,0.0216970354098514,0.0268716451564779,0.0320412452193015,0.0374096932151762,0.0448059608586271,0.0450456055690489,0.0432078496873292,0.0433167963180783,0.0437786929151018,0.0431069279561571,0.0440201155333735,0.0430826201266081,0.0395938501024051,0.034813372646628,0.0308860991847284,0.0238708446602431,0.0113939068666316
818,"EGY","Egypt",0.0443441260258042,0.0490084630630703,0.0507992729269413,0.0510452234149754,0.0493878687265363,0.0470183307639493,0.0445810601539622,0.0436039708889975,0.0443243311840082,0.0466466714120226,0.0493661777036511,0.0531214915900755,0.0542862100717543,0.0525512387098359,0.0484745300468203,0.0432151312332925,0.0379806796726472,0.0343163058596634,0.0325691288464174,0.0337276517416023,0.0365295105042207,0.0401160337706625
222,"SLV","El Salvador",0.0377762928957293,0.0340550012815468,0.0277500150884484,0.0229782097367384,0.0195870105482734,0.0169733138385821,0.0166044289680405,0.0170096757841782,0.0179711475055702,0.0197129323898317,0.019333871972038,0.0189967193179861,0.0193384315750973,0.0199382253805482,0.0203205808372784,0.019666333274831,0.0194630723088933,0.0209007338194396,0.0224022266895543,0.0244819955858362,0.0241072685439201,0.0174986435178013
226,"GNQ","Equatorial Guinea",0.366829397216264,0.402818748188505,0.429480532443322,0.442518767150377,0.421486693564275,0.386353214197172,0.323950562299819,0.261736402795438,0.244004549702813,0.223677394039675,0.192994111163391,0.14437500656879,0.116632410442979,0.0920576532136801,0.0612850543728432,0.0428463294657726,0.0230140518574542,-0.000285759816521125,-0.0185855934699313,-0.0287097670426976,-0.0377774773195614,-0.0511319060132832
232,"ERI","Eritrea",NA,NA,0.0486092191529044,0.0315651848338574,0.0150158154839115,0.00778165226186833,0.00169494690104344,-0.000890933938991978,0.00227636068719894,-0.00475420314360098,-0.00361219106588051,-0.00495617597248132,0.0106893556477428,0.0261419725913039,0.0297765519426778,0.0475273377822636,0.0484731175508735,0.0497241176373082,0.0424790756098101,0.0267710493300974,0.015432044576376,0.0364999053260293
233,"EST","Estonia",NA,NA,NA,NA,NA,0.0633115411766032,0.0653247749478201,0.0676722876280373,0.0739144574913846,0.0716138171977692,0.0526712295465142,0.0369740381379697,0.0252667111229361,0.0156361177091868,0.00800719577413544,0.003384815010125,0.00322993955776707,0.00927493164906967,0.0224375194152666,0.0336077060505646,0.0342208616177599,0.030346696741725
748,"SWZ","Eswatini",0.0324835679962259,0.0322830433137209,0.0302334252654259,0.0292274220752302,0.028774023233741,0.028169926635317,0.0301441001684808,0.0339182993244793,0.037921169945045,0.0396573180692343,0.0399865783593776,0.0395027793786631,0.0366276586937395,0.0351713315255531,0.0338512160437192,0.030877934778528,0.0288601978864977,0.027634327561602,0.027283267047892,0.0258749661901216,0.023656090570398,0.0198724333703473
231,"ETH","Ethiopia",0.0374385406927269,0.0465771908882755,0.0517080089004143,0.0459452266456348,0.0408395880247221,0.0402826969776846,0.0441214436067483,0.0552798310576186,0.0683437444020185,0.0772534775934925,0.0852042418318069,0.0943711426182008,0.104782030422272,0.109916554144927,0.107129674807878,0.105616247275905,0.104695090842906,0.103360671859743,0.10226692808575,0.0996758738649723,0.0956216077466963,0.0913559150996863
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.0281374456686758,0.02834531555529,0.0249001856508484,0.0237986233133578,0.0215724858289839,0.0226374326928978,0.022771573649512,0.0243430137658958,0.0214884563315283,0.0175001649366371,0.0159125335516022,0.013441007265109,0.0118816030203353,0.0112349034543613,0.0120394313533969,0.0171326272313639,0.0229062073570994,0.0285739115423576,0.0337859178092119,0.0382391630022216,0.0375267509302513,0.0229001448203345
246,"FIN","Finland",0.0253699868368131,0.0375407353611168,0.0441876026604993,0.0454972361543959,0.0428441581296475,0.0401682253659887,0.0369713700992493,0.0337481494945115,0.032886206767728,0.0314627009923636,0.02418813440347,0.0200497049788546,0.0169101690430926,0.0120022381668365,0.00620003256600166,0.00145209396233437,-0.00202448323084081,-0.00196231278084769,0.00279625951624807,0.00850765299563161,0.00904674789340953,0.00863712383893356
250,"FRA","France",0.0182526519621644,0.0218216242369802,0.0246214501259681,0.0264357084133584,0.0256255642773189,0.0251387415375144,0.0241119974795949,0.0225658058650831,0.0209801109182106,0.0189805663269131,0.0151064538863657,0.0131486431327283,0.0121910283565689,0.0106184127334719,0.00846963155423608,0.00730759009817517,0.00667264746590623,0.00713760241657879,0.00949787020308013,0.0121060810290912,0.0126138568658267,0.00818866017153264
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
