code,iso,country,SPI.raw.1980,SPI.raw.1981,SPI.raw.1982,SPI.raw.1983,SPI.raw.1984,SPI.raw.1985,SPI.raw.1986,SPI.raw.1987,SPI.raw.1988,SPI.raw.1989,SPI.raw.1990,SPI.raw.1991,SPI.raw.1992,SPI.raw.1993,SPI.raw.1994,SPI.raw.1995,SPI.raw.1996,SPI.raw.1997,SPI.raw.1998,SPI.raw.1999,SPI.raw.2000,SPI.raw.2001,SPI.raw.2002,SPI.raw.2003,SPI.raw.2004,SPI.raw.2005,SPI.raw.2006,SPI.raw.2007,SPI.raw.2008,SPI.raw.2009,SPI.raw.2010,SPI.raw.2011,SPI.raw.2012,SPI.raw.2013,SPI.raw.2014,SPI.raw.2015,SPI.raw.2016,SPI.raw.2017,SPI.raw.2018,SPI.raw.2019,SPI.raw.2020,SPI.raw.2021
92,VGB,British Virgin Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
96,BRN,Brunei Darussalam,44.465,44.465,48.845,48.845,58.27,58.385,58.385,58.915,58.915,58.915,58.915,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.695,73.865,73.865,73.865,73.865,73.865,73.865,73.865,73.865,73.865,73.865,73.9
100,BGR,Bulgaria,1.19,1.215,1.215,1.22,1.24,1.245,1.285,1.305,1.305,1.305,1.32,1.325,1.33,1.33,1.36,1.38,1.38,1.725,1.725,1.725,1.73,1.745,1.76,1.77,1.775,1.785,1.79,24.075,86.76,86.77,86.77,86.84,86.86,86.93,86.93,86.93,86.93,86.93,86.93,86.93,86.93,86.93
854,BFA,Burkina Faso,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.67,63.7,63.7,63.7,63.7,63.7,69.05,69.18,79.205,79.205,79.205,79.205,79.205,79.205,82.945,83.29,85.725,89.175,89.245,89.245,89.25
108,BDI,Burundi,31.385,31.385,31.385,31.385,31.385,31.385,31.385,31.385,31.385,31.385,31.385,31.385,31.385,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.445,31.465,31.465,31.465,31.465,31.465,31.465,31.465,31.465,31.465,31.465,33.01
132,CPV,Cabo Verde,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,8.41
116,KHM,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,57.36,57.36,57.36,57.68,57.68,57.68,57.68,57.68,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.81,57.81,57.81,57.81,57.81,57.81,57.81,83.58,89.3,89.49,89.66,89.66,89.66
120,CMR,Cameroon,2.48,2.48,2.48,2.48,2.48,2.48,4,4,4,4,4.07,4.08,4.08,4.08,4.08,4.08,5.22,5.22,5.22,5.22,10.33,11.91,11.91,11.915,12.76,17.49,17.5,24.5,25.81,27.47,28.37,28.37,29.56,29.56,31,31.64,31.64,31.64,33.03,33.03,33.03,33.03
124,CAN,Canada,27.995,28.59,32.435,34.32,36.84,37.165,37.935,40.88,41.275,42.31,42.595,42.685,43.095,43.815,44.185,46.58,48.19,49.73,50.955,52.285,53.205,55.355,55.925,59.57,60.365,62.075,63.25,64.505,67.275,68.235,68.465,69.895,71.095,72.26,72.71,73.955,74.19,74.475,75.74,76.31,76.715,78.06
136,CYM,Cayman Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
140,CAF,Central African Republic,58.755,58.755,58.755,58.755,58.755,58.755,58.755,58.755,58.755,58.755,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.605,69.605,69.615,69.615,69.615,69.615,69.615,69.615,69.615,69.615,69.615,69.615,69.615,69.615,78.34
148,TCD,Chad,62.1,62.1,62.1,62.1,62.1,62.1,62.1,62.1,62.1,62.1,62.88,62.88,62.88,62.88,62.88,62.88,62.88,62.88,62.88,62.88,62.88,62.88,62.88,62.88,64.6,65.19,65.19,65.19,65.24,65.24,65.62,65.62,65.7,65.7,65.7,65.7,65.7,65.7,65.7,65.7,65.7,65.7
152,CHL,Chile,25.87,25.9,26.04,27.75,28.4,28.41,28.63,28.63,29.89,29.89,30.03,30.03,30.05,30.06,30.25,30.64,31.47,31.47,31.5,31.53,31.6,31.6,31.6,31.61,31.66,32.42,32.45,32.46,32.68,32.81,33.2,33.25,33.25,33.5,33.59,34.08,34.09,34.12,36.39,38.96,39.01,39.01
156,CHN,China,0.14,0.53,0.9,0.9,0.9,0.9,0.9,0.9,0.93,0.93,0.95,0.95,1.13,1.14,1.14,1.14,1.14,1.14,1.16,1.16,1.16,1.16,1.58,1.58,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.91,1.91,1.96,1.96,1.99,1.99,1.99,2.57,2.58,2.59,2.59
170,COL,Colombia,16.85,16.95,17.01,17.04,18.12,18.34,18.38,19.66,19.67,26,26.06,26.07,26.1,26.26,26.28,26.29,26.29,26.31,26.32,26.45,26.49,26.49,27.22,27.24,27.25,29,29.9,31.91,33.33,34.29,34.34,35.14,35.32,35.61,35.85,37.1,37.5,38.34,39.96,41.14,41.15,41.15
174,COM,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.55,38.55,38.55,38.55,38.55,38.55,38.55,38.55,38.55,38.55,38.55,38.55
184,COK,Cook Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
188,CRI,Costa Rica,26.94,29.25,38.17,38.23,39.18,40.76,41.12,41.36,41.53,41.53,41.89,43.94,44.73,44.74,46.35,46.69,47.96,48.03,48.17,48.26,53.51,53.62,53.67,53.67,53.71,53.71,54.17,54.18,54.18,54.19,54.19,54.19,54.2,54.24,54.25,54.25,54.25,54.25,54.26,54.41,54.41,54.41
384,CIV,Cote d'Ivoire,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
191,HRV,Croatia,1.505,1.505,1.51,1.85,1.85,1.85,1.87,1.875,1.875,1.875,1.875,1.95,1.965,2.03,2.03,2.04,2.04,2.04,2.245,2.26,2.285,2.31,2.31,2.32,2.32,2.32,2.32,2.795,3.29,3.29,3.3,4.74,4.74,36.16,89.95,89.965,89.97,89.97,89.97,90.12,90.12,90.13
192,CUB,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42,11.21,11.21,11.21,11.21,11.21,11.21,19.49,19.49,34.08,34.08,38.29,38.29,38.29,38.29,38.29,38.29,38.29,38.29,38.29,38.29
531,CUW,Curacao,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
196,CYP,Cyprus,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,4.035,6.94,6.945,6.945,7.04,7.04,7.175,46.68,73.92,82.335,82.335,82.375,83.475,83.475,87.54
203,CZE,Czech Republic,31.26,34.29,34.66,34.7,34.82,34.99,35,35.07,35.42,35.5,36.02,40.05,40.16,40.45,40.53,40.57,40.71,40.82,41.08,41.15,41.17,41.25,41.34,41.35,58.67,62.48,62.68,62.7,87.72,88.29,88.34,88.84,88.92,89.04,89.16,89.25,89.27,89.28,89.38,89.39,89.39,89.39
180,COD,Dem. Rep. Congo,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.075,35.335,35.335,35.335,35.335,40.685,40.685,40.685,40.685,40.685,40.685,40.685,40.685,40.685,40.685,41.965,45.865,53.37,53.37,53.37,53.87,54.005,54.005,54.005,54.005,54.7,64.655,64.655,64.655,64.655,65.89
208,DNK,Denmark,1.55,1.8,1.82,3.05,3.08,3.08,3.1,4.38,4.38,4.38,4.42,4.42,18.59,18.59,18.9,18.9,19.13,19.13,19.2,19.2,19.2,19.25,19.25,19.33,51.66,68.14,69.17,69.35,69.4,75.25,75.3,75.355,75.36,75.71,75.77,75.77,75.99,76.02,76.02,76.02,76.02,76.02
262,DJI,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
212,DMA,Dominica,14.86,14.86,14.86,14.86,14.86,14.86,14.86,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.3,15.3,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59,19.59
214,DOM,Dominican Republic,0.03,0.03,0.03,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,41.42,41.42,41.42,41.42,41.42,47.74,47.74,49.35,49.35,49.35,51.24,51.24,51.25,51.25,51.25,51.25,51.25,51.25
218,ECU,Ecuador,0,0,0,2.08,2.08,2.13,2.13,2.53,2.53,2.53,2.58,2.58,6.73,7.83,10.94,10.94,23.54,23.54,23.56,24.01,24.01,24.16,24.17,24.63,28.42,28.42,28.59,28.6,28.6,28.6,33.66,33.7,34.09,34.09,35.09,35.09,35.11,39.48,39.89,40.19,40.19,40.19
818,EGY,Egypt,0,0,0,0.26,0.26,0.26,0.26,0.26,0.26,0.3,0.3,0.3,0.31,0.31,0.31,7.63,25.58,25.58,30.94,31.01,31.01,31.01,34.1,35.86,35.86,35.86,35.86,39.45,39.45,39.45,39.59,39.59,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4
222,SLV,El Salvador,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.38,0.38,0.38,0.38,0.38,0.38,9.35,9.35,10.29,12.51,12.59,14.62,18.19,18.19,18.21,19.15,19.68,19.86,20.29,20.39,20.42,20.42,20.42
226,GNQ,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,57.97,57.97,58.07,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04
232,ERI,Eritrea,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16,18.16
233,EST,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0.36,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1.56,2.12,4.52,51.59,51.59,62.98,66.39,66.59,66.59,66.74,71.92,77.36,79.81,82.16,86.49,86.6,86.6,86.6
748,SWZ,Eswatini,15.02,15.02,15.02,15.02,15.02,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,17.71,18.03,18.03,18.59,18.59,18.59,18.59,18.59,18.59,18.59
231,ETH,Ethiopia,37.29,37.29,37.29,37.57,37.57,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.89,40.805,41.01,41.01,41.01,41.01,47.34,47.34,47.34,47.34,47.34,47.34,52.555,52.555,52.555,52.555,52.56
234,FRO,Faeroe Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
238,FLK,Falkland Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
242,FJI,Fiji,1.48,1.48,1.48,1.48,1.48,1.48,1.5,1.5,1.51,1.61,2.58,2.59,2.59,2.59,2.59,2.59,2.59,2.74,2.74,2.77,3.26,3.35,3.38,3.99,5.14,5.44,6.89,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08
246,FIN,Finland,0.23,0.3,0.31,0.32,0.33,0.36,0.37,0.39,0.46,0.47,0.495,1.155,1.19,1.24,1.26,1.28,1.7,1.73,2.23,2.27,2.33,2.51,2.58,2.69,3.33,3.62,4.06,4.33,4.625,4.82,5.05,5.32,5.59,5.885,6.275,68.525,68.62,69.685,69.835,70.295,70.3,70.3
250,FRA,France,11.105,11.105,11.11,11.12,11.14,11.205,11.905,11.925,11.96,12.25,12.26,12.845,12.85,13.095,13.135,16.765,18.405,18.745,20.925,21.265,21.505,29.425,29.545,31.28,33.34,33.425,35.695,50.17,57.62,58.66,68.48,68.59,69.54,69.575,70.48,70.735,71.25,71.51,72.28,72.49,72.49,72.5
258,PYF,French Polynesia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,GAB,Gabon,10.5,10.5,10.5,10.5,10.5,10.5,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.69,21.69,21.69,21.69,79.62,79.64,79.64,79.64,79.64,80.93,80.96,87.28,87.28,87.28,87.36,87.36,87.36,87.38,87.38,87.38,87.41,87.41,87.41,87.41
270,GMB,Gambia,1.1,1.1,1.1,1.1,1.15,1.15,1.23,12.04,12.04,12.04,12.04,12.04,12.04,13.04,13.04,13.04,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.22,23.22,23.22,23.22,27.22,29.61,29.61,29.61,29.61,29.61,29.61,34.86,34.86,34.86,34.86,34.86,34.86,34.86,34.86
268,GEO,Georgia,4.27,4.27,4.27,4.27,4.27,4.27,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,9.04,9.63,9.63,10.45,10.45,10.45,10.45,10.45,15.23,15.24,15.24,16.05,22.03,22.04,22.07,22.07,22.6,23,23.07,25.33,25.33,25.36,25.36,25.36,25.38,25.38,25.38
276,DEU,Germany,23.75,24.1,26.85,28.725,30.67,31.47,32.16,34.2,38.53,40.62,43.75,45.57,47.46,48.52,50.835,55.49,56.93,60.26,63.82,65.42,67.14,70.59,71.405,72.92,83.97,84.34,85.945,87.475,88.69,88.81,88.885,89.065,89.12,89.14,89.17,89.21,89.255,89.29,89.39,89.39,89.39,89.39
288,GHA,Ghana,75.535,75.535,75.535,75.535,75.535,75.535,75.535,75.535,75.54,75.54,75.54,75.885,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39,77.165,77.165,77.165,77.165,77.165,77.165,77.185,77.185,77.185,77.185,77.185,77.185,77.185,77.185,77.185,77.185,77.185,77.185,77.21
300,GRC,Greece,3.665,4.685,5.07,5.315,5.54,6.08,6.34,7.045,9.54,9.845,9.985,10.17,10.38,11.06,11.24,11.58,11.84,14.05,14.33,14.445,14.59,17.725,22.21,22.575,22.875,24.36,55.58,56.91,58.7,59.815,68.715,68.715,68.725,68.745,68.745,68.745,68.745,68.745,68.745,68.745,68.745,68.77
304,GRL,Greenland,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
308,GRD,Grenada,7.025,7.025,7.025,7.025,7.025,7.025,7.025,7.025,7.025,7.025,9.385,9.385,9.385,9.385,9.385,9.385,9.885,9.885,9.885,10.585,10.585,10.585,10.585,10.585,10.585,10.585,10.585,10.585,10.585,10.85,10.85,10.85,10.99,10.99,10.99,10.99,10.99,10.99,11.66,11.66,11.66,12.48
320,GTM,Guatemala,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.3,14.67,14.72,14.73,14.73,14.74,18.03,20.06,20.94,21.12,21.55,21.65,21.91,22.02,22.06,22.37,23.18,26.61,26.98,27.15,27.24,27.57,27.7,27.73,28.04,28.83,28.84,28.89,29.2,29.21,29.85,29.85,29.85
831,GGY,Guernsey,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
324,GIN,Guinea,29.405,29.405,29.405,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,30.81,30.81,30.81,30.81,30.81,30.81,30.81,30.81,30.81,30.81,56.305,56.305,56.305,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,59.78
624,GNB,Guinea-Bissau,17.715,17.715,17.715,17.715,17.715,17.715,17.715,17.715,17.715,17.715,17.715,43.885,44.21,44.21,44.21,44.21,44.21,44.21,44.21,44.21,56.615,56.615,56.615,56.615,56.615,57.92,57.92,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,72.96,72.96,72.96,72.96,72.96,72.96,81.57
328,GUY,Guyana,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.03,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.1,13.1,15.76,24.66,24.66,24.66,24.66,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13
332,HTI,Haiti,0.67,0.67,0.67,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.89,2.89,2.89,2.89,2.89,3.01,3.01,3.01,3.01,4.68,6.6,7.35,7.35,12.44,12.44,12.44,12.44,14.01
336,VAT,Holy See,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
340,HND,Honduras,1.96,1.96,1.96,1.96,1.96,1.98,1.98,37.24,37.24,37.24,42.71,42.71,42.89,42.89,44.44,44.44,44.44,44.44,44.44,45.17,45.41,45.44,45.44,45.44,45.44,46.4,47.19,47.19,47.19,47.19,48.03,48.03,49.33,49.49,49.51,49.52,50.26,50.26,50.42,50.98,50.98,50.98
344,HKG,Hong Kong,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
348,HUN,Hungary,0.57,0.57,0.59,0.59,0.59,0.6,0.61,0.61,0.82,1.7,2.03,2.07,2.08,2.65,2.65,2.65,2.65,4.44,4.59,4.61,4.62,4.62,4.62,4.62,35.15,35.17,35.17,35.27,35.64,35.65,84.41,84.41,84.41,84.42,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43
352,ISL,Iceland,9.16,9.16,9.16,9.16,9.16,14.78,14.91,14.94,15.77,15.77,15.92,15.92,15.92,15.92,16.21,16.26,16.28,16.28,16.28,16.41,16.44,17.46,17.49,17.63,21.83,22.79,22.83,22.91,22.91,41.52,41.52,42.16,42.24,42.51,42.51,42.51,42.59,42.59,42.59,42.59,44.75,44.75
356,IND,India,0.02,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
360,IDN,Indonesia,19.44,19.44,19.55,19.55,19.55,19.56,19.56,19.56,19.56,19.56,19.565,19.595,19.665,19.665,19.675,19.675,19.675,21.465,21.475,21.635,21.64,21.64,21.64,21.645,21.72,21.72,22.24,22.245,22.325,22.445,22.445,22.445,22.45,22.765,22.77,22.79,22.97,22.975,22.975,22.975,22.975,42.56
364,IRN,Iran,13.93,13.93,18.39,18.39,18.39,18.39,18.9,19.07,19.07,19.07,19.96,19.96,19.96,19.995,19.995,20.975,21.495,21.495,21.495,21.72,22.58,24.81,25.82,26.41,26.415,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,27.29
368,IRQ,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,3.15,3.15,3.15,3.15,9.08,9.08,9.08,9.08,9.15,9.15,9.16,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79
372,IRL,Ireland,21.94,21.94,21.94,21.94,21.94,22.45,23.41,23.43,23.445,23.445,23.535,23.57,23.57,23.57,24.155,28.77,31.855,32.82,32.885,32.885,32.885,32.89,32.925,33.93,34.525,37.11,40.03,44.945,44.96,46.16,47.27,47.865,47.88,47.88,47.93,47.93,48.485,50.355,53.8,55.595,55.595,72.65
833,IMN,Isle of Man,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
376,ISR,Israel,14.29,14.75,14.82,14.82,14.85,14.86,16.635,16.635,16.65,27.28,27.28,27.33,29.15,29.33,30.49,30.49,30.49,30.49,30.49,30.5,30.57,30.76,30.91,33.075,33.37,33.87,33.87,34.46,36.3,36.69,37.45,37.62,37.62,37.95,38.165,38.17,38.34,38.78,39.615,39.875,39.875,39.88
380,ITA,Italy,0.605,0.605,0.625,0.635,0.725,0.785,0.785,1.275,2.39,3.405,3.545,6.16,6.17,6.42,6.42,6.58,8.44,9.555,10.535,11.585,11.655,11.69,11.76,12.32,12.955,16.865,19.58,21.08,21.125,22.375,22.395,22.395,22.405,23.98,26.39,31.01,39.325,52.72,57.385,64.94,64.94,65.9
388,JAM,Jamaica,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.26,21.32,21.32,21.32,21.32,22.02,22.1,22.14,22.14,22.14,22.14,22.14,22.14,22.18,26.47,26.47,26.47,26.56,27.3,27.3,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31
