"code","iso","country","GRL.raw.1997","GRL.raw.1998","GRL.raw.1999","GRL.raw.2000","GRL.raw.2001","GRL.raw.2002","GRL.raw.2003","GRL.raw.2004","GRL.raw.2005","GRL.raw.2006","GRL.raw.2007","GRL.raw.2008","GRL.raw.2009","GRL.raw.2010","GRL.raw.2011","GRL.raw.2012","GRL.raw.2013","GRL.raw.2014","GRL.raw.2015","GRL.raw.2016","GRL.raw.2017","GRL.raw.2018","GRL.raw.2019","GRL.raw.2020"
36,"AUS","Australia",0.0011309928481968,0.00164612972029202,0.00164583628697814,0.00107077596114303,0.000515402001096775,0.000515402001096775,0,0,0.000461960772303623,0.00092950663033789,0.00124614840547886,0.00173682479834511,0.00173682479834511,0.0016542064812136,0.00118666062317933,0.000870018848038361,0.000379342455172111,0.000379342455172111,3.65448083226524e-07,3.65448083226524e-07,3.65448083226524e-07,3.65448083226524e-07,3.65448083226524e-07,0
40,"AUT","Austria",7.66114596340867e-05,4.23002088257561e-05,0,0,0,0,0,0,0,1.46107824393476e-05,1.46107824393476e-05,1.46107824393476e-05,1.46107824393476e-05,1.46107824393476e-05,0,0,0,0,0,0,0,0,0,0
31,"AZE","Azerbaijan",1.26407596014077e-05,4.1921990388708e-06,0,0,0,0,0,0,0,7.43444710264246e-05,7.43444710264246e-05,7.43444710264246e-05,7.43444710264246e-05,7.43444710264246e-05,0,0.00024469638740108,0.00024469638740108,0.000391644748954189,0.000408545966784646,0.00292265045730399,0.00301325890651891,0.00367158411812031,0.00385204595335254,0.00420976490388283
44,"BHS","Bahamas",0.000213302383557637,0.000326451302281438,0.00148257509074608,0.00138509620318679,0.0017949266199689,0.00174343762443893,0.00176516925053688,0.000592983003529718,0.000592983003529718,0.000312161532929351,0.000312161532929351,0.000161219443887927,0.000225022357036683,0.000225022357036683,6.38029131487564e-05,6.38029131487564e-05,6.38029131487564e-05,0,0,0,8.17841696771881e-05,8.17841696771881e-05,8.17841696771881e-05,8.17841696771881e-05
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",0.0464170471511324,0.051535477867522,0.0562260793910225,0.0224441609927903,0.0324882336722719,0.0341166973400754,0.0357677233230734,0.0323685607348756,0.0277663789125192,0.0156091635204829,0.00971864085276238,0.00292523251667128,0.00159789736658102,0.00143411507376379,0,0,0,0.0002899127892473,0.0002899127892473,0.000646002047007022,0.000646002047007022,0.000646002047007022,0.000449503056457916,0.000568940470573602
52,"BRB","Barbados",0.0222245517859329,0.0222245517859329,0.00555604410794935,0.00555604410794935,0.00555610671600703,0.00555610671600703,0.00555610671600703,0.011110582621563,0.0222227335043615,0.0222211026939104,0.0333333160082402,0.0388884202303755,0.0388891112138547,0.0555548609009794,0.0555555519433008,0.049999445344978,0.0499995707964621,0.044444403907427,0.0166665033375038,0.0111113363896264,0.00555522967361939,0,0,1.7652648010432e-10
112,"BLR","Belarus",2.15905924990828e-05,1.80714473118655e-05,0,0,6.88521828960437e-05,0.000252692974398999,0.000346915078169174,0.000346915078169174,0.000367031094289219,0.000303341189356946,0.000140866842936527,0.000864789328024807,0.000864789328024807,0.000844673311904758,0.000839511033940992,0.000818144588858453,0,0,1.07960341834352e-05,1.07960341834352e-05,1.07960341834352e-05,1.07960341834352e-05,0.000247576202357956,0.000236780168174522
56,"BEL","Belgium",0.000131405641274659,0.000108084218218736,0,0,0,0,0.00026449330938072,0.000378011025476265,0.000378011025476265,0.000378011025476265,0.000378011025476265,0.000113517716095544,0,0,0,0,0,8.8311711502548e-05,9.11918976905466e-05,0.00120870252162271,0.00154488026949475,0.00212175450175739,0.00297627877766206,0.00303242186274634
84,"BLZ","Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"BEN","Benin",0.0540189728781813,0.0520895400166073,0.0491951068363656,0.0492164775634132,0.0530738993049808,0.0058194586353881,0.00679569756837869,0.00968990946833517,0.0135272449903686,0.0164218758102675,0.0193046465478084,0.0202579054881189,0.0231518955067573,0.0202578568044527,0.0173644284510743,0.0192799060295454,0.0202440588918016,0.0163839134694033,0.0163831904869087,0.0125227904870017,0.00771391330455999,0.00482026256900269,0.00289220607280612,0.00389633587815743
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.0016548128621892,0.00170345688734297,0.001699701762484,0.000412069048881049,0.000142131966566908,0.000142131966566908,0.000138140197892118,0.000138140197892118,7.44962113805597e-05,4.46522564789806e-05,8.19781506822948e-05,4.10808887995869e-05,4.10808887995869e-05,0.000100353955480402,0.000141167328215912,0.000103841434012598,0.000100086439416325,0.000118787119265864,5.95140525850491e-05,7.07958836767754e-05,0.000163701160252354,0.000598459878721187,0.000865179039348796,0.000909749621145645
68,"BOL","Bolivia",8.11483192530817e-06,0.000218722341577547,0.000210607509652239,0.000210607509652239,0.000210607509652239,0.000210607509652239,0,0,0,0,0,0,0,0,0,0.000394490887396303,0.000394490887396303,0.000394490887396303,0.000408047679876068,0.00319469174001362,0.00316140103484409,0.00316140103484409,0.00433010255679406,0.00471883894634361
70,"BIH","Bosnia and Herzegovina",4.08571504813134e-05,2.17608445231837e-05,0,0,0,0,0,0,8.27046830781943e-05,0.000407989709952089,0.000438152993670742,0.000438152993670742,0.000892523952210568,0.000950398877997649,0.000719846323968336,0.000689683040249683,0.000861075254642834,0.00163352546500678,0.0015695524029921,0.00147481993014752,0.00147481993014752,0.00130342771575437,0.000239061343246393,0.000194093081284522
72,"BWA","Botswana",0.000784739037766776,0.000771147441708085,0.00233173630811614,0.00691196134341642,0.00718459931839298,0.00877171821851305,0.0103205306644758,0.0128472161628734,0.00839760384914166,0.00773495672369133,0.00678019562717529,0.00615899674901115,0.00238613152788635,0.00246050703031744,0.00242512899851989,0.001847927050996,0.00110979276140816,0.000785126580046357,0.000591107686317619,0.000607738474646799,0.000512430080515954,0.000322950802305247,0.000456547849375031,0.000625567675140818
76,"BRA","Brazil",6.45191296735933e-06,6.45191296735933e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56421119214328e-05,5.42015914642711e-05,0.000250509528330183,0.000479680463453631,0.00103411253151361,0.00208885219953229,0.00261745249254639
92,"VGB","British Virgin Islands",0,0,0,0,0,0,0,0,0.00247329735202868,0.00247329735202868,0.00494659470405738,0.00494659470405738,0.00494659470405738,0.00247329735202871,0.00247329735202871,0,0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",3.86145452473728e-05,1.53763810475065e-05,0,0,0,0,0.000555954244284776,0.000619196791366225,0.000695280587222217,0.00154399282315568,0.00305189691219144,0.00373978001897099,0.00456407534960235,0.00451063612546443,0.00377117045708331,0.00233278116881095,0.00108894381774662,0.000528526718625166,0.000598722840299216,0.000942230631438548,0.00118101929991802,0.00118101929991802,0.000853898521326662,0.000761057827934534
854,"BFA","Burkina Faso",0.00100702213292108,0.00253180098530214,0.00313728534688548,0.00335341069564384,0.00299810937133208,0.00293493777668109,0.00162400850001267,0.00136803146685024,0.000915935164453804,0.00109023930577274,0.00088246035195425,0.000895546858583935,0.000538353655894954,0.000605330109332871,0.000447827424343168,0.000447827424343168,0.000208936815128588,0.00028018805338525,0.000214134588421077,0.000427530154805818,0.000793478175961526,0.00177595918613829,0.00264800446761846,0.00269975070944347
108,"BDI","Burundi",0,0,0,7.09457386971779e-05,0.000816025236701381,0.00125357729054711,0.00151368144063758,0.00266652673538281,0.00315142338389483,0.00259548292794358,0.00245352087771613,0.00253043066237887,0.00186244694358619,0.00130660455637699,0.00111746551432404,0.000833711888504898,0.000538081313145339,0.000112342112821097,0.00014190327008423,0.00121198813955022,0.00133023692354009,0.00152534881024949,0.00201013180900435,0.00235294298120861
132,"CPV","Cabo Verde",0,0,0,0,0,0,0,0,8.81361197919352e-05,8.81361197919352e-05,8.81361197919352e-05,8.81361197919352e-05,8.81361197919352e-05,0,0,0,8.86216629630279e-05,8.86216629630279e-05,0.000176853750053621,0.000176853750053621,0.000176853750053621,8.8232087090593e-05,0.000265909310753467,0.000177677604108066
116,"KHM","Cambodia",0.000185417467240027,0.000185417467240027,0.000185417467240027,0.000185417467240027,0.000733567730758757,0.00357669512807883,0.0124550430454644,0.0158145105294808,0.0166853669777183,0.01600207008366,0.0131589426863399,0.00463548374428044,0.00127601626026403,0.000405159812026538,0.000354888975326103,0.000354888975326103,0,0,0,0.00155944442265555,0.00266759781896096,0.00266759781896096,0.00266759781896096,0.00266759781896096
120,"CMR","Cameroon",0.00136982573768176,0.00126644399012045,0.00123538265413379,5.15914805028224e-05,1.01775076902326e-05,0,0,0,0.000144907691691758,0.000423582571232801,0.000496106479437694,0.00201692757312712,0.0027650164043638,0.00356957753086151,0.00516315568144633,0.00543966831562492,0.00598701141426656,0.0117480805521031,0.0107986117339137,0.010052652498659,0.0101160688354279,0.00813097729850458,0.00162181932943134,0.00181789159759578
124,"CAN","Canada",0.000917900505605165,0.000915719370023694,0.000913849645710408,0,6.34102712122977e-05,9.79914159695792e-05,0.000191677950262007,0.000191677950262007,0.000578992217261347,0.000703980987835507,0.000918686532109953,0.000987926821057062,0.00112454563376378,0.000737231366764445,0.000548832324977987,0.000299545635946263,0.000136618812706722,0,0,0.000110978949837038,0.000392707789520983,0.000392707789520983,0.000392707789520983,0.000455679889914679
136,"CYM","Cayman Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"CAF","Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037840159498321,0.0037840159498321,0.0037840159498321,0.00492000648432541,0.00492000648432541,0.00113599053449331,0.00113599053449331,0.00113599053449331,0,0.0011373199648669
148,"TCD","Chad",0.00115708166791965,0.00221698834837478,0.00411355488855111,0.010223871324292,0.0098054167673544,0.00961969273581089,0.00875367452288099,0.00709498765720534,0.000593641648776452,0.00121484868445893,0.00113935651376753,0.00169503638200398,0.00172514780400609,0.00164325189540508,0.00103030839502565,0.00103030839502565,0.000458165418986778,0.000255106033515966,0.000256056727294576,0.000401504127146991,0.000613279807048772,0.00218969731313542,0.00598641632609339,0.00623067162928953
152,"CHL","Chile",0.000205291742561124,0.000204723942085529,0.000200496330666531,3.06369033576587e-05,3.06369033576587e-05,0.000168648972306785,0.000239147439998449,0.000239147439998449,0.000239147439998449,0.000396137561894586,0.000227488589587802,0.000274718839808331,0.000491035374937335,0.000584972176589203,0.000427982054693065,0.000427982054693065,0.000359209353784212,0.000166324582792124,7.23877811402554e-05,7.23877811402554e-05,7.23877811402554e-05,2.34317641369154e-05,0,0
156,"CHN","China",0.000984279836105801,0.000981651877536243,0.00095842940467975,0.000489704299457757,0.000261826821112675,8.74650941345786e-05,6.47852538399333e-05,6.47852538399333e-05,0,0,0,2.70318283287882e-05,0.000137590175257588,0.000148153743410525,0.000148153743410525,0.000148153743410525,0.00019209528921836,8.15369422895606e-05,8.54065138523517e-05,0.000310802676619892,0.000562536883597211,0.00118546760215919,0.00172717927048307,0.00205034840640249
170,"COL","Colombia",1.66690314332704e-05,1.66690314332704e-05,0,0.000274778620601059,0.000274778620601059,0.000274778620601059,0.000274778620601059,0.000274778620601059,0,0,0,4.52607512992952e-05,4.52607512992952e-05,4.52607512992952e-05,7.59544332266458e-05,7.59544332266458e-05,4.81885044925586e-05,0.000353779305558897,0.000369828389058808,0.000535602437985488,0.000622998168225272,0.000727997261707883,0.000572767306578257,0.000619876094500314
174,"COM","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.00341343442417118,0.00301181350337181,0.00160647213583341,0.00160647213583341,0.0018068079448808,0.00321199814501319,0.00301114930908375,0.00281029879047827,0.00441650966982765,0.00461744831858912,0.00321287351514055,0.00321287351514055,0.00321287351514055,0.00160666263579118,0.000402389377899751,0,0,0,0,0.000400495673284503,0.00100292656019748,0.00100292656019748,0.0036093498643734,0.0036093498643734
384,"CIV","Cote d'Ivoire",0.0245253072837012,0.0225341638294521,0.0211995340595033,0.0178799139595793,0.0523509687623303,0.0563248531369813,0.0596299999916082,0.0629412845739514,0.0801750728516631,0.0423951005498324,0.0437181329314951,0.0404166083232503,0.0357841687769881,0.0178888210056268,0.0139152543224457,0.00795479810266733,0.00397737430686607,0.00265219444908977,0.00199060746158726,0.000663554447614411,0.00663624034556046,0.0099536147819487,0.0099536147819487,0.0238835576952942
191,"HRV","Croatia",2.46934916542002e-05,9.98009618330568e-06,0,0,0,0,0,0,9.0020004427088e-05,0.000134730554891053,0.000217803717796642,0.000480325917615991,0.000991397318624662,0.000986260430470875,0.000991903734484,0.000963334330873925,0.00143096656778728,0.0013865232825244,0.00133099536071213,0.00128064150623503,0.00122613774693952,0.000596885979706471,0.000557945850647234,0.000528590656186206
192,"CUB","Cuba",0.000328810169305206,0.000288129402226624,0.00045971945941102,0.00049714194484549,0.000596917434138904,0.000550158927001726,0.000550158927001726,0.000306683115975995,0.000269260630541524,0.000236243729632037,0.000570891495300498,0.000570891495300498,0.000570891495300498,0.000570891495300498,0.00033464776566846,0,0,0,3.76249629466015e-05,3.76249629466015e-05,3.76249629466015e-05,3.76249629466015e-05,0.000352385611074079,0.000380472005118181
531,"CUW","Curacao",0.0137542947742651,0.0142546247816283,0.0102534842693258,0.00925324145503224,0.00850293162450842,0.0155052147190715,0.0170058576810668,0.0187564962992561,0.0220075824998072,0.0285102890546832,0.026259675141858,0.0275099811930103,0.0312609902016913,0.0297605140670924,0.0247584764403866,0.0197564882391337,0.0175055328341641,0.0140044304472521,0.0122538256589777,0.00875264252359483,0.0135039561745652,0.0147546891370777,0.020256477598781,0.0190060672607147
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"CZE","Czech Republic",8.64568884676704e-05,4.55838234010125e-05,0,0,0,8.94573339201799e-05,0.000351884766594663,0.000454393687530483,0.000454393687530483,0.000541102628351552,0.000451645294431371,0.00018921786175689,8.67089408210696e-05,8.67089408210696e-05,0,0,0,0,0,0.000741210282399796,0.000741210282399796,0.000741210282399796,0.00103377955435857,0.0011436350528815
180,"COD","Dem. Rep. Congo",0.000612047323807252,0.000604059500085725,0.000597270278131457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268582535728168,0.000322421766298876,0.00198175380736882,0.00209872095286786,0.00209872095286786,0.00183013841713969,0.00177629918656898
208,"DNK","Denmark",1.37802832055642e-05,0,0,0,0.000101343879923324,0.000423256873662668,0.000423256873662668,0.000423256873662668,0.000423256873662668,0.000321912993739344,0,0,0,0,0,0,1.40245764519921e-05,8.32436412311212e-05,8.32436412311212e-05,8.32436412311212e-05,8.32436412311212e-05,0.00023762473297664,0.00103277232207545,0.00121945769249033
262,"DJI","Djibouti",8.34790049341614e-05,2.78262373086065e-05,0,0,0.00097796132235515,0.0126488763176698,0.0126488763176698,0.0126488763176698,0.0129000696162193,0.0124794272097578,0.0015041874271053,0.00231164261407282,0.00275836029878843,0.00295271807237123,0.00242317991889654,0.00172750470623442,0.00234102841740829,0.00189431073269269,0.00167137430576393,0.00164359354334492,0.00164359354334492,0.00022261464520353,0.00022261464520353,0
212,"DMA","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",0.000178292435024351,7.50855018521891e-05,0.000454078718171441,0.000565969512017932,0.000978837251828107,0.00101733104864196,0.00172657832030308,0.0039124962782324,0.00430111548037685,0.00433319264562903,0.0047485861116298,0.00456214448131761,0.00211519854390593,0.00165233817744062,0.00120739327237827,0.000753506009563659,0.000230700368214717,3.764962952564e-05,6.8638771315722e-05,0.00014982193731312,0.000243808676042358,0.000612636065760554,0.000662836491107281,0.000594197719791559
218,"ECU","Ecuador",0.000895393829639127,0.000788217131991937,0.000546036645659205,0.000391013558697945,6.15724576163417e-05,0,0,0,0,0.000162735651250508,0.000162735651250508,0.000865360673741327,0.00112533747763673,0.00159558036835793,0.00176023777115736,0.00209163267380099,0.00223829799796761,0.00373268345034613,0.00345492316937246,0.0034806756518028,0.00346879679061015,0.0028913934218011,0.00184931911335656,0.00195024716433911
818,"EGY","Egypt",0,0.0117705918778802,0.0117705918778802,0.0117705918778802,0.0117705918778802,0.0117705918778802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23935151482486e-10
222,"SLV","El Salvador",0.00613617825791834,0.00408843336860438,0.00766828405869961,0.00664446983444012,0.00664827856826716,0.0061373265750764,0.0061373265750764,0.0025595320271979,0.00307244965190347,0.00358511580363168,0.00460868045754121,0.00563257404854237,0.00614094754676256,0.00511630176562147,0.00409252320203492,0.00204563395142898,0.00153360229874779,0.000511861938319945,0.000511861938319945,0.000511861938319945,0.000511861938319945,0,0,1.08721572909896e-10
226,"GNQ","Equatorial Guinea",0,0,0.109016877705839,0.109016877705839,0.109016877705839,0.109016877705839,0.109016877705839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"ERI","Eritrea",0.00047402416096162,0.000870625782553602,0.000867398867186354,0.000474677415404814,0.000474677415404814,0.000396601621591983,0,0,0,0,0.000158965890866672,0.000400376993693201,0.000400376993693201,0.000400376993693201,0.000400376993693201,0.000273474585223548,3.20634823970196e-05,0.000730425375772844,0.000762802097137857,0.000762802097137857,0.000730738614740838,0.000730738614740838,3.23767213650124e-05,8.03440640554175e-05
233,"EST","Estonia",5.46685790967859e-06,5.46685790967859e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45610379859026e-06,0.00207679191268036,0.00207679191268036,0.00207679191268036,0.00207679191268036,0.00207133580888177
748,"SWZ","Eswatini",0,0,0,0,0,0,0,0,0.000220835158240812,0.000291645043828215,0.000291645043828215,0.000291645043828215,0.000291645043828215,0.000433841236470325,0.000363031350882921,0.000363031350882921,0.000410416454993806,0.000410416454993806,7.89657349314808e-05,0.000433259170060516,0.000456907199908169,0.000409522095797283,0.000409522095797283,0.000377941464976688
231,"ETH","Ethiopia",1.19873702262954e-05,6.75330656881385e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82851866575479e-05,5.82851866575479e-05,6.61988395834791e-05,8.91043901849539e-05,0.000294006930614885,0.000451589877733247,0.00132708699242779,0.00138764555539297
234,"FRO","Faeroe Islands",1.40450443157058e-05,2.80862266374486e-05,4.21882353643645e-05,4.21882353643645e-05,2.81431910486586e-05,2.81431910486586e-05,1.41020087269158e-05,0,0,0,0,0,0.000253823543313662,0.000253823543313662,0.000253823543313662,0.000253823543313662,0.000253823543313662,0,0,0.000171488323273969,0.000171488323273969,0.000171488323273969,0.000171488323273969,0.000385263674209892
238,"FLK","Falkland Islands",0.000125035700942332,0.000185280220575692,0.0003571851515909,0.000545249540205475,0.000492383376212248,0.000529751943189736,0.00050405801790698,0.00076912732957857,0.000581062940963995,0.000511557272054194,0.000508839139338478,0.000474288544987878,3.73143023010785e-05,5.19791316027387e-05,5.19791316027387e-05,1.46648293016602e-05,1.46648293016602e-05,1.46648293016602e-05,0,2.24509236911057e-05,5.44070547009168e-05,0.000263502286138144,0.000430744555865144,0.000557363043037398
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",4.5746587832034e-05,4.5746587832034e-05,4.5746587832034e-05,0.155362126740474,0.155362126740474,0.163849068636477,0.163849068636477,0.163849068636477,0.00848694189600299,0.00848694189600299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"FRA","France",3.59631558350878e-05,1.88536729257411e-05,0,0,0,0,0,0,6.57747285532958e-05,6.57747285532958e-05,0.000247068946902728,0.000472500926773759,0.000610489581678209,0.000544714853124913,0.000544714853124913,0.000363420634775482,0.00013798865490445,0,2.65359190672999e-05,0.000241435406324681,0.000460218835281667,0.000534063287132241,0.000534063287132241,0.000507527368064943
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",4.62552765594637e-05,3.59751183539698e-05,3.07480468930368e-05,0.000400619668441432,0.000400619668441432,0.000374924973432719,0.000374924973432719,0.000400661348413114,4.10667564209408e-05,4.10667564209408e-05,5.13435208374007e-05,0.000133531281275975,0.000118159856199191,0.000169544579756673,0.000508620005029992,0.00055999327454946,0.00050350010306368,0.00112519012917635,0.00106352837606265,0.00178291153630196,0.00219918468550638,0.00275412285824905,0.00291861175289141,0.00339654495831502
270,"GMB","Gambia",0.00570872113708133,0.0114174422741627,0.0114174422741627,0.0114174422741627,0.0171298851602517,0.0171361084921455,0.0114273873550641,0.120032538013657,0.120032538013657,0.114320095127568,0.108605150658593,0.108605150658593,0,0,0,0,0,0,0,0,0,0,0,1.21168429698891e-10
268,"GEO","Georgia",1.39312289526363e-05,5.59298182722753e-06,0,0,0,0,0,0,0,4.27290063305617e-05,0.000195141950541884,0.000195141950541884,0.000195141950541884,0.000195141950541884,0.000152412944211322,0.000247748655245109,0.000247748655245109,0.000666296381997565,0.000669129518180673,0.00154183698066787,0.00129408832542277,0.00134515756180578,0.0011143552732948,0.00125584543881636
276,"DEU","Germany",0.00046169675453817,0.000379172996892396,0.00027434814166818,0.00027434814166818,0,0.000407313456043955,0.00104684540876929,0.00180941924051679,0.00180941924051679,0.00180941924051679,0.00140210578447284,0.000762573831747503,0,0,0,0,0,0,0,0,7.7013036022574e-06,7.7013036022574e-06,0.00059351174484379,0.000685076934265412
288,"GHA","Ghana",0.0253961713677875,0.0243792073863118,0.0836105315490855,0.0833686719799843,0.0869545462225864,0.0830924571469683,0.0820380534711652,0.0248481327178499,0.0212305163826966,0.0114901310464889,0.00971325689637051,0.0071775618516326,0.0033484964269308,0.00130216449981414,0.00104325499132044,0.000527279715456254,0.000520255586019282,0,0,0,0.00308230362314801,0.00359187712439269,0.00512800757761334,0.0141109392295644
300,"GRC","Greece",2.60537466959381e-05,2.85228608585098e-05,1.18157138431979e-05,4.28118325097016e-05,4.28118325097016e-05,4.28118325097016e-05,3.09961186665037e-05,3.09961186665037e-05,0,2.06277521146667e-05,2.06277521146667e-05,2.06277521146667e-05,2.06277521146667e-05,2.06277521146667e-05,0,4.71440916421497e-05,4.71440916421497e-05,0.000187827612964094,0.000311336066895104,0.000591148245554289,0.000746213020314013,0.00106153642680775,0.000920852905485807,0.000886089558909465
304,"GRL","Greenland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24616912369443e-06,1.24616912369443e-06
308,"GRD","Grenada",0.00265651643057557,0.00265651643057557,0.00664065766498474,0.00796879216819245,0.00531227573761688,0.00531227573761688,0.00531227573761688,0.00132813450320772,0,0,0.0026567359739838,0.0026567359739838,0.0026567359739838,0.0026567359739838,0.0026567359739838,0.00132835432682454,0.00132835432682454,0.00132835432682454,0.00132835432682454,0.00132835432682454,0,0,0,0
