"code","iso","country","GPC.raw.1990","GPC.raw.1991","GPC.raw.1992","GPC.raw.1993","GPC.raw.1994","GPC.raw.1995","GPC.raw.1996","GPC.raw.1997","GPC.raw.1998","GPC.raw.1999","GPC.raw.2000","GPC.raw.2001","GPC.raw.2002","GPC.raw.2003","GPC.raw.2004","GPC.raw.2005","GPC.raw.2006","GPC.raw.2007","GPC.raw.2008","GPC.raw.2009","GPC.raw.2010","GPC.raw.2011","GPC.raw.2012","GPC.raw.2013","GPC.raw.2014","GPC.raw.2015","GPC.raw.2016","GPC.raw.2017","GPC.raw.2018","GPC.raw.2019","GPC.raw.2020"
204,"BEN","Benin",2175.20857627579,2191.8406066437,2179.50722950521,2227.35320010502,2195.82205208295,2253.11952564858,2277.76181597777,2336.5458721514,2358.28012691892,2411.99156352499,2478.21823775079,2532.63405180985,2570.78730365107,2579.69780730152,2614.21245549017,2581.64225152969,2606.8174487853,2685.13026141895,2738.19438467667,2724.08476657468,2704.70548403779,2707.86970043195,2759.84825577487,2876.90390883027,2975.85478222107,2945.97022066349,2961.4404159762,3044.5171562032,3160.78067023211,3287.30953781985,3323.14445067302
60,"BMU","Bermuda",65961.4062778197,63958.8962542417,64385.4074102652,65967.8500138776,65904.7204209604,68313.3818545185,69643.4075205287,72403.8804374561,74677.0924239115,76772.3238467834,83181.5263421175,88231.7838608411,86364.153739107,88727.3112693061,90195.8115646944,91114.0769901835,95615.3606970562,98257.9926982026,95855.8006926179,89961.9827443671,88399.9159492493,85829.3782604391,80982.3677553161,80503.6502910788,77361.1048812589,77842.753903221,78149.352535184,81834.9558735542,81422.1346003442,81804.2656772398,NA
64,"BTN","Bhutan",2880.57165808107,2848.23881503317,2979.90744528359,3050.14095270966,3205.2913357816,3414.55075456272,3559.02916248669,3680.66534075739,3810.85978074076,4018.92748886381,4061.4990262661,4308.52560449865,4686.01084721765,4957.52912891143,5165.17346931654,5456.70774972037,5761.7501411583,6743.04653246607,6995.77930475691,7393.91785456585,8190.57622279013,8744.95764294872,9084.00445533748,9163.56355111921,9574.0290039124,10086.0727954667,10775.1903107625,11142.4746724654,11348.4419521,11832.1582535521,10909.1001689407
68,"BOL","Bolivia",4587.42938073981,4728.04750749123,4705.58714505518,4804.53997720178,4925.10776358284,5050.31379384891,5164.25007321452,5312.0810147559,5469.46974118481,5386.17921843369,5415.52605950998,5402.7594835544,5434.08384675066,5479.26691066366,5605.20188152969,5749.5316491022,5920.70977613223,6085.3864523204,6351.22621099244,6455.96837017485,6612.80335711565,6844.98378288122,7081.38612822582,7444.49080937508,7730.63840212872,7984.41198272424,8202.54423164277,8423.69755965624,8655.53149780443,8724.47418740562,7931.75430931062
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,1653.42293141064,2053.39827367107,3946.66874310652,5344.15696743321,6180.71058507575,6757.74502972715,7114.55276481909,7419.01341385629,7804.16871769607,8110.31643838943,8600.43670289935,9350.94404211336,9856.9688824779,10441.7963196058,11035.0385848851,10755.9711188788,10938.2850480476,11176.8768152369,11257.8350659388,11725.2508627353,12066.5870581183,12630.6623426277,13194.3254000959,13753.8320539223,14386.7318547663,14896.7900391155,14339.8311811662
72,"BWA","Botswana",9074.20570003536,9460.14504314024,9470.34182281318,9406.42986939447,9510.11616815875,9935.45358450537,10266.2483255724,10863.2708060998,10666.3268912725,11447.3335791467,11439.908400073,11253.9430497053,11727.1836973897,12059.2087897589,12167.0150797253,12484.2304348309,13256.974309378,14051.5412554853,14616.0023516889,13235.9563332678,14126.382270078,14770.4390405053,15245.9809916856,16786.096464761,17264.3958032611,16714.3978216526,17117.2727882531,17253.6874951645,17634.6561910867,17776.8083134036,16040.0084730125
76,"BRA","Brazil",10521.1210145068,10493.9283113252,10268.114098051,10569.6951031084,10953.1202584746,11254.2631818166,11321.3898730692,11524.1110690961,11387.6235574879,11272.7068003778,11600.9484568395,11602.4996033575,11800.8409655572,11786.3337522352,12316.3742641535,12565.9413936417,12922.1554849938,13564.9941989629,14114.9747702044,13962.2588783344,14873.2083173363,15323.3317296101,15478.789287159,15805.2229104458,15749.5121636511,15064.1760689478,14451.1528421912,14524.6135408175,14668.2561636292,14763.8716968734,14063.9825053838
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",71232.7894299056,71405.3781168293,72705.7280387677,70908.808193536,71176.3419341276,72446.9016285936,72695.1521137332,69939.9771764035,67986.1383522653,68540.8209299077,69022.8801555069,69483.9048609963,70771.5988195668,71483.1808953436,70616.6200359785,69787.8222042954,71843.5233564562,71051.7107888334,68856.1616923591,66851.1170370042,67753.4217667142,69388.8131973128,69090.341492818,66715.6926477592,64190.8241471541,63147.4834900842,60867.2918657418,60994.5315563274,60389.184647259,62098.0113423415,62243.5831517924
100,"BGR","Bulgaria",12070.773969858,11161.3535507334,10461.3956150612,10389.0850403384,10613.9421095097,10965.7080674866,11588.8397959077,10004.7810373587,10503.3700379475,9687.74634236135,10201.2781187994,10803.6192901151,11697.9536355983,12398.4353645886,13297.1135244978,14356.0196774531,15449.4350933122,16583.9587844953,17717.1218284588,17229.8494817825,17440.671883099,17966.1580585619,18134.9608435703,18296.146891746,18747.370050962,19620.1539761978,20513.1009514199,21387.2766420382,22208.4522754771,23191.5745846966,22383.8055436428
854,"BFA","Burkina Faso",1017.54005082607,1080.51521119654,1054.253612387,1061.58686401123,1046.60968094107,1076.46866323078,1162.45142237183,1201.95097754407,1254.13713889504,1309.40259006183,1296.74796014307,1343.54354257612,1362.28017545832,1426.61671204759,1447.50365577282,1527.02215854176,1574.73012209824,1590.83027032364,1632.94858853561,1631.19382841923,1716.35832279765,1775.77917858266,1834.54330775192,1883.79653969539,1907.94921260654,1925.33207544524,1981.429813531,2044.38698676758,2120.33026783506,2178.3228791324,2160.51152951619
108,"BDI","Burundi",1184.84200478917,1215.88718672266,1202.10629369545,1105.22868560534,1044.7160681427,947.822209399117,861.48287905972,839.196845267928,870.043800489074,850.046931139874,828.000459963365,826.028941189356,839.777900352485,804.884213731123,817.461158471718,798.704826964119,815.053628697424,815.908194131274,827.792314504817,831.564824331731,846.169136789899,852.502621649321,862.715712963336,877.272964851954,886.235416674511,825.20566069269,794.60427137057,773.572858670972,761.524125241416,751.664152760383,731.063229715588
132,"CPV","Cabo Verde",1748.61850613851,1730.78710346578,1868.63837906658,1974.24058950196,2288.24120399458,2546.6011861184,2769.27507908582,3010.8354574436,3319.83507561619,3622.65375386599,4065.47941350903,4084.44402035091,4228.51308318084,4336.86517148727,4709.03724003681,4964.79745990215,5291.04755645551,6018.10724081734,6341.20448227116,6185.76091748475,6200.34353659519,6366.1285114968,6353.707704348,6323.37646188107,6281.79397089329,6266.88177858088,6482.72154971013,6643.17989182914,6864.18529808159,7171.8264247567,6045.06088485291
116,"KHM","Cambodia",NA,NA,NA,1763.81784326757,1111.16678247221,1182.44754920393,1214.92636498286,1228.29963185077,1252.33963935142,1377.49865222781,1481.65682787052,1570.07387095648,1642.60803709456,1752.04127620561,1902.09670311227,2120.55171733923,2313.34303341317,2511.90102327997,2640.63162843158,2603.58359309187,2716.69973756029,2862.9080457977,3022.59672458301,3191.86174454214,3364.27806867374,3546.33938731031,3733.52462620965,3928.37393363195,4159.33819437034,4388.80090863468,4191.85000307807
120,"CMR","Cameroon",3222.94502828305,3008.80209665998,2831.18836001029,2532.74030521182,2514.81105219406,2531.46826225581,2571.74454739034,2635.78982998655,2683.49769260792,2726.66790575703,2750.51116534277,2795.87200139323,2837.96071231462,2889.28118516731,3003.25098501748,2982.02508108574,3002.13471877631,3064.12480418292,3084.98521956416,3067.22249864943,3086.2214744681,3126.78623748453,3180.77233522588,3262.76329893492,3362.66480874788,3458.69271277942,3524.44304142566,3554.52153858313,3603.54827506808,3642.27627296724,3576.34949945049
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,34034.4551755858,34697.0905797393,35782.6902642664,37194.395603286,37309.6497953193,38169.106358035,39268.2124283808,40426.2313340312,42046.8695832653,43358.1823908414,45888.476326525,45851.6302484564,44003.6170419635,44861.5239641879,45822.5964338568,46126.5138859001,46704.7622355677,47564.6091096221,47522.1406673151,47457.5853457242,48317.0965785817,48796.8137814007,49006.7431073981,45900.1828612598
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80513.4782115299,80595.6674899547,77987.9678361334,70428.4317191014,66882.5075913816,66255.6317727589,65835.0878214292,65598.1811914091,66326.8874800978,67241.2833904259,68484.5078432413,69753.08972291,71784.0480787384,73633.7016276697,NA
140,"CAF","Central African Republic",1201.67466482263,1165.24025915046,1060.63824569914,1033.83095855892,1053.74593400989,1098.89456102112,1027.6500375198,1055.25775055814,1078.45382610605,1091.36082709233,1040.10383462572,1062.72230628262,1077.95412734811,998.999945143179,1037.84466970449,1026.91390767575,1055.08733366913,1082.68664802488,1085.44025590048,1161.19001087794,1201.35219681679,1242.71480100483,1300.28880967492,824.943275653476,822.611194894812,852.749236638592,884.4951965412,912.803045335036,933.109950604191,945.142042928865,928.589507504538
148,"TCD","Chad",1003.78554147824,1055.16204994379,1103.79736958049,901.025650981078,960.585816170955,940.682424412148,929.580370552821,949.080823950917,980.23444987744,939.272920409891,897.34703736949,964.737480839424,1007.06275012841,1111.60459241536,1430.36832482671,1618.13661604614,1572.4821779686,1569.74883183845,1564.79168999509,1577.66948800016,1732.69158409285,1676.76945838237,1765.19498420091,1804.32252218498,1866.26607861774,1857.10786365964,1687.05356916322,1587.03232784726,1576.32111465904,1579.62610063652,1519.91236158763
152,"CHL","Chile",9849.64855656822,10444.7510862141,11421.0381821524,11977.025592315,12382.8832982195,13287.8675154714,13990.9263956013,14828.01637637,15271.4719128571,15022.9155239729,15638.0009435542,15973.6199742167,16293.18583341,16782.9388160789,17807.1701306068,18634.626435638,19603.6978289233,20346.7408564348,20840.4042140469,20298.2509246428,21262.4669863019,22337.8605577338,23300.4423021672,24006.8123342896,24173.0649373598,24440.4152640857,24531.3577390249,24470.7036236997,25028.9099914541,24967.5802124165,23324.5247506509
156,"CHN","China",1423.89634790712,1534.70527155072,1731.65721549507,1949.534268233,2178.9240567606,2391.47711558935,2601.36342607386,2812.71113459465,3004.42734154703,3206.73002570818,3451.67923092857,3712.33813234069,4024.3556966355,4400.82518341212,4817.21184452759,5334.64663938181,5979.78171182527,6795.17401237991,7412.87436349204,8069.35463837755,8884.58803122602,9686.61528974415,10397.5614154951,11149.8675587707,11917.3384959933,12691.8215526921,13487.8224816787,14344.4212394424,15242.9858575834,16092.3007670509,16410.7977967813
