"code","iso","country","NXA.raw.1990","NXA.raw.1991","NXA.raw.1992","NXA.raw.1993","NXA.raw.1994","NXA.raw.1995","NXA.raw.1996","NXA.raw.1997","NXA.raw.1998","NXA.raw.1999","NXA.raw.2000","NXA.raw.2001","NXA.raw.2002","NXA.raw.2003","NXA.raw.2004","NXA.raw.2005","NXA.raw.2006","NXA.raw.2007","NXA.raw.2008","NXA.raw.2009","NXA.raw.2010","NXA.raw.2011","NXA.raw.2012","NXA.raw.2013","NXA.raw.2014","NXA.raw.2015","NXA.raw.2016","NXA.raw.2017","NXA.raw.2018","NXA.raw.2019"
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064784147450986,0.0565354819949806,0.0484202156365139,0.0441143218679856,0.0409756656256997,0.0352769512401307,0.0273883949358162,0.0438381705353956,0.069609641841863,0.0899588581496034,0.103961010639137,0.104626236181738,0.0990529842120307,0.0909384362541517,0.0858973463099928,0.0783269067415235,0.0877366057837907,0.0907542373211461,0.0958662026827408,0.0938664520327341,0.0888402034155069
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00162076781560905,0.0100116438751701,0.010956408608928,0.00751377914132489,0.005858571551002,0.0110092671715016,0.0101861060285779,0.0141967139534511,0.0299205033812422,0.0260533798465588,0.0336005831580253,0.0390715326007118,0.0297023847174203,0.04793746309283,0.0359158138743945,0.0323935310158134,0.0223389870595472,0.00777333444212291,-0.0117524499398513,-0.0397473102903497,-0.0543508488798926
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00389511735103221,0.0119704723772003,0.0199899729554758,0.0261890548422816,0.0355477276821834,0.0402169459962649,0.0410586825419699,0.0422634482612354,0.0405764003714062,0.0376521306515174,0.0338214146102613,0.0315091480543916,0.0325753565858728,0.0302070271317074,0.0321905778874134,0.0317363628038418,0.0321237214169514,0.0284289502303343,0.0238977016425046,0.0198803901660247,0.0156045689776874
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0274038112044321,0.0251151497136266,0.0213525553066838,0.0176474457747955,0.0177362899407945,0.0212263171178215,0.0301198048287501,0.0386835017276264,0.046189434882751,0.0553947924668654,0.0536240387840674,0.0635011856613317,0.0682148493901158,0.070748078948911,0.0706161376431476,0.0686791229598234,0.0610054363278649,0.05435985683571,0.0486737887719735,0.0429330927804275,0.0348732164761123
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161752506510151,0.139035429601328,0.10495544069116,0.0709107605220824,0.0542423503248244,0.0459692390932076,0.0251687217343277,0.021808108734676,0.0232047289663679,0.0204879744105082,0.0113814856553383,0.00785112404246502,0.00333427188688851,0.00915636843190382,0.0110987181405069,0.0117935622447796,0.0102401725180565
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038390417122081,0.0471803189794504,0.0468569402753556,0.050764250521588,0.0495426857400949,0.0429017670259129,0.0399576281217593,0.028709522631239,0.0175035799673671,0.0185849821170245,0.0168079218908388,0.00965288394946917,0.00932299827214722,0.0160553265203329,0.0238388863202856,0.0353847167288703,0.0461611798081778,0.0526713302782451,0.05956837250786,0.0647820385415483,0.0574656520733765
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0335299850056494,0.028079501945264,0.0238918565944437,0.0194389448315813,0.0146089227782664,0.0135127569305344,0.012164984884047,0.0143310275879838,0.0196738861808261,0.0270608542092747,0.0311910166065033,0.0346420577011042,0.0363642456960329,0.0384572901422553,0.0392174279149253,0.0407708692857787,0.0337866547557697,0.0219639374934,0.0123445310354364,0.00277795988298624,-0.00449188646903721
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0146107002831741,-0.0127836936090957,-0.0525248733271609,-0.0844272077230826,-0.0879254708829774,-0.0801363783255987,-0.0634007600525256,-0.0186317203487874,0.00834944371709323,0.0275647402219235,0.0320797536878621,0.023452812818249,0.0121313829789815,0.000642212127503372,-0.00880099469162536,-0.0238718125520919,-0.049801641901006,-0.0419528273200479,-0.0396269166022455,-0.0247297483703974,-0.0146201058343193
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00710934358823545,-0.00373292283853289,-0.00396745909325945,-0.00260154447358059,-0.000807615873642965,-1.52000505899311e-05,0.0112838715413603,0.0204697889365708,0.0208693763052319,0.017259870999915,-0.0022222359472392,-0.0246586599062798,-0.0402751599389983,-0.0477797226084828,-0.0613227803803644,-0.0630485516301005,-0.0512905649760189,-0.0389922466910122,-0.0694407249784099,-0.0998904710315351,-0.136061035553519
