"code","iso","country","MPA.raw.1990","MPA.raw.1991","MPA.raw.1992","MPA.raw.1993","MPA.raw.1994","MPA.raw.1995","MPA.raw.1996","MPA.raw.1997","MPA.raw.1998","MPA.raw.1999","MPA.raw.2000","MPA.raw.2001","MPA.raw.2002","MPA.raw.2003","MPA.raw.2004","MPA.raw.2005","MPA.raw.2006","MPA.raw.2007","MPA.raw.2008","MPA.raw.2009","MPA.raw.2010","MPA.raw.2011","MPA.raw.2012","MPA.raw.2013","MPA.raw.2014","MPA.raw.2015","MPA.raw.2016","MPA.raw.2017","MPA.raw.2018","MPA.raw.2019","MPA.raw.2020","MPA.raw.2021","MPA.raw.2022"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449218749327206,0.449218749327206,0.449218749327206,0.468191791133886,0.468191791133886,0.468191791133886,0.468191791133886,1.4683471897854,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976,1.46834718978976
12,"DZA","Algeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198219504854248,0.0198219504854248,0.0198219504854248,0.0198219504854248,0.0198219504854248,0.0198219504854248,0.0198219504854248,0.0198219504854248,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033,0.0202083186055033
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517,0.000280801898474517
660,"AIA","Anguilla",0,0,0,0,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0585134750215439,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095,0.0780137037634095
28,"ATG","Antigua and Barbuda",0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0165146228663767,0.0309941219223554,0.0309941219223554,0.0309941219223554,0.0309941219223554,0.0309941219223554,0.0309941219223554,0.139311534699472,0.139311534699472,0.139311534699472,0.139311534703589,0.139311534703589,0.139311534703589,0.139311534703589,0.139311534703589,0.139311534703589,0.259558961055897,0.259558961055897,0.259558961055897,0.259558961055897,0.259558961055897,0.259558961055897,0.259558961055897,0.259558961055897
32,"ARG","Argentina",0.0301878653495126,0.0304716785114003,0.0304716785115779,0.0304716785114945,0.0304716785114945,0.0304716785114945,0.0304716785114945,0.0304716784502848,0.0304821370435209,0.120574991568025,0.120895933945022,0.120895933938143,0.242539910551814,0.245623985482776,0.24562398548287,0.24562398548287,0.261398542637574,0.261398542637313,0.261398542637313,0.261433988287627,0.26143398828771,0.261433988287627,0.261678108308589,0.340248601877283,0.340248601734572,0.340248601734394,0.341992016973541,0.341992016973541,0.341992016973541,3.23644020862705,4.29505407875021,4.29505407875021,4.29505407875021
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"AUS","Australia",0.0164793483674691,0.0194119707668537,0.0195525572874302,0.0197700284337822,0.0198051097198912,0.0198051097198884,0.0201349674830464,0.034005580670196,0.0415173937929315,0.0671248944814237,0.0733467095823276,0.0823371868864903,0.0857614240085937,0.337495601998616,0.33759306074193,4.1758674442867,4.22219042262468,4.2962352084285,4.34780920999483,4.35238137285212,4.70175620876242,4.70570867190403,4.73480228229161,8.98850385035963,8.98853803936678,8.99032263212261,8.99034654004668,9.17601513000924,9.26686462088036,33.413745906146,33.4795974186422,33.4795974186432,33.4795974186432
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.00105097328553889,0.587867224966544,0.587867224966544,0.587867224966544,0.587867224966544,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865,0.594417878193865
44,"BHS","Bahamas",0.111323243583905,0.111323243583905,0.111323243583905,0.111323243583905,0.111323243583905,0.11132324358421,0.11132324358421,0.11132324358421,0.111323243583905,0.111323243583905,0.111323243583905,0.111323243583905,0.111323243583905,0.132611316838446,0.132611316838446,0.132611316838446,0.132611316838446,0.132611316838446,0.132611316838446,0.165480685863104,0.185853393652198,0.186976132198983,0.186976132198983,0.186976132198983,0.186976132198983,0.186976132198983,7.12821751120124,7.12821751120124,7.12821751120124,7.12821751120124,7.12821751120124,7.12821751120124,7.12821751120124
48,"BHR","Bahrain",0,0,0,0,0,0,0,0,0.446799213840944,0.446799213840944,0.446799213840944,0.446799213840944,0.446799213840944,0.479690660127539,0.86062171909528,0.86062171909528,0.86062171909528,0.931503178399818,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697,1.03486621989697
50,"BGD","Bangladesh",0,0,0,0,0,0,0,0,0,0,0,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45036864440755,1.45578923421638,1.45578923421638,2.98799187184791,2.98799187184791,2.98799187184791,2.98799187184791,2.98799187184791,2.98799187184791,2.98799187184791,2.98799187184791
