"code","iso","country","GHN.raw.1999","GHN.raw.2000","GHN.raw.2001","GHN.raw.2002","GHN.raw.2003","GHN.raw.2004","GHN.raw.2005","GHN.raw.2006","GHN.raw.2007","GHN.raw.2008","GHN.raw.2009","GHN.raw.2010","GHN.raw.2011","GHN.raw.2012","GHN.raw.2013","GHN.raw.2014","GHN.raw.2015","GHN.raw.2016","GHN.raw.2017","GHN.raw.2018","GHN.raw.2019"
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",3874.14388484848,3801.39253939394,3507.37995151515,3299.6497030303,2649.43688484849,1828.75634545455,1995.59798787879,1979.22716363636,2158.25555757576,2210.70831515151,2954.82447878788,3610.52866666667,4410.6195030303,5033.3874,5475.52311515151,5582.63058181818,5885.36756969696,6297.16467878789,6592.49832121211,6260.22347878789,6143.67090303032
68,"BOL","Bolivia",200153.631515151,194975.684848485,153037.027878788,115117.236363636,89757.404848485,92739.3515151514,88966.9981818182,99016.44,124772.478787879,160697.8,191990.241212121,227833.301818182,228511.099393939,222620.123030303,210872.755151515,211533.481212121,216463.10969697,226450.782424242,225108.523636364,219871.676363636,218010.313333333
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,71762.3715757575,71317.8633333332,65805.0664242425,59446.3346666668,55713.1875757575,60426.506848485,61260.1586060607,66209.4735151514,73516.2298787879,69487.9143030304,63468.1644848486,53017.6124242424,41569.9272727273,41813.0277575758,37088.2450909091,35389.7971515151,39293.9173333333
72,"BWA","Botswana",19537.6381818182,20249.7103030303,24963.8357575758,26753.0054545455,7979.87122203856,0,0,1542.29927272728,0,22524.1562424243,8349.78630303031,37841.9267272727,66624.6323030303,58990.2912121211,46505.8360606061,29355.8945454546,10613.0374464646,0,0,0,0
76,"BRA","Brazil",1530744.64242424,1582508.44242424,1633705.23636364,1665946.55151515,1702759.57575757,1805876.58181818,1850731.53939394,1800243.22424242,1797219.1030303,1788211.72727273,1618388.65454545,1743193.18787879,1764927.37575758,1829355.86060606,1926625.1030303,2111162.09090909,2119794.35757576,2038058.04848485,1983777.37575758,1821304.68484849,1571194.45454545
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",8111.32792569331,13566.1748545455,15830.5317939394,14479.312739394,15908.2192121212,15968.6555515151,15424.0997939394,17459.0514909091,27438.9346181818,39495.2108848485,37330.6134242424,37668.1756363636,42506.4384424242,41080.7540181818,32553.855569697,27810.076939394,14856.586769697,8984.61439603306,10837.972759596,14919.7443661708,25328.5486424242
100,"BGR","Bulgaria",25648.9258071624,23281.7202424243,31781.8788760329,7804.84880073479,26373.2956767677,26748.9386997246,34962.4201873279,48648.028969697,73542.2151515152,84287.7363636363,62643.4593939393,53569.5054655647,64342.2424022038,48703.1645179064,31147.8624242424,28830.6418181819,35870.5157575757,32793.9696969697,53374.62543618,59094.0556730946,49083.2672727273
854,"BFA","Burkina Faso",27975.2212121212,29885.6636363636,28853.0836363636,29158.7557575757,37707.7709090909,43533.3775757576,49454.9181818182,52005.9090909091,55197.0387878788,57692.7563636364,57778.3642424243,59548.2303030304,56922.0975757576,53129.4393939394,54780.8284848485,55482.2606060606,57013.3066666667,58958.4454545455,60671.2133333333,60144.8696969697,60220.7806060606
108,"BDI","Burundi",3567.74357575757,3340.11284848485,3825.39042424243,3983.68927272727,4051.73351515151,4483.52927272727,4994.83278787879,5889.03509090909,6897.08951515152,7885.41836363636,8182.08224242425,9054.05981818182,10268.8933939394,9850.90945454546,11251.3961818182,11376.5733333333,11129.2894545455,11742.0203636364,13269.3492121212,14004.244969697,12864.15
132,"CPV","Cabo Verde",894.183224242425,1003.59203030303,1109.45572121212,1302.90269090909,1411.29043636364,1499.93192727273,1829.76597575758,1994.26813939394,2111.82351515151,2007.9881030303,2048.90862424243,2089.61733939394,2076.29543636364,1681.00488484848,1327.6300969697,959.590484848485,792.816684848484,807.036963636364,878.98286060606,1283.01397575758,1592.98993939394
116,"KHM","Cambodia",NA,NA,NA,39775.5236363636,42482.0315151515,36751.1787878788,40293.1636363636,45259.596969697,49124.2284848485,52511.5424242425,62268.0496969697,66428.5745454546,70013.0393939393,68446.6733333332,67296.5896969696,62894.7187878788,63866.7096969697,68454.8793939394,77389.2642424243,82604.8393939393,98375.3484848486
120,"CMR","Cameroon",44078.569090909,50900.2333333334,49488.9,47664.8921212121,50567.6521212121,42818.5884848485,40966.9424242424,35979.4339393939,35351.6206060606,34410.7181818181,36307.6139393939,39824.2175757576,39149.6775757576,37206.2084848485,39591.5242424243,45507.5303030303,59368.3709090909,66007.290909091,64813.4763636363,66798.4678787879,65926.106060606
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,1057414.16969697,1054260.3030303,981574.909090909,837972.521212121,750998.16969697,664453.166611571,571361.381818182,566789.587878789,628152.854545455,712362.636363637,792391.224242424,949801.484848486,1086118.41212121,1133630.83636364
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",33907.733939394,40306.0630303031,32043.1393939394,21255.2236363636,26901.8921212121,19307.0218181818,16818.3921212121,16917.0927272727,18800.443030303,27125.9672727273,17101.1545454545,24358.2175757576,26174.7781818182,13553.6266666666,17059.7969256198,13546.0224132231,13710.8450909091,18644.7666666667,18932.4407933885,25239.8848484849,16558.2489807162
148,"TCD","Chad",83409.22,82100.4672727272,75822.8084848486,77246.2987878789,78806.6096969697,83216.26,87738.1490909093,92774.1054545454,98765.404848485,101886.878181818,104952.665454545,114841.746060606,117302.53030303,120386.401212121,124221.864848485,132162.715151515,145564.235151515,160779.23030303,172114.595151515,184764.125454545,191096.952121212
152,"CHL","Chile",231752.384242424,235168.118181818,209658.504242424,188743.918787879,162069.158181818,145960.76060606,129395.208484849,126132.603636364,149181.809090909,164203.479393939,165570.406666667,175273.384848485,186799.973333333,192788.450909091,190170.237575758,173176.188484848,167685.139393939,165003.201212121,168924.343030303,174501.875757576,163108.843636364
156,"CHN","China",9396305.93939393,8926332.36363636,8449193.57575757,8782440.54545454,10658862.9090909,13683604.1212121,17723902.8484849,22194713.8787879,25910060.2424242,28621495.030303,30205793.9393939,31777174.3636364,33300540.7272727,32842720.4242424,31945315.2727273,30573232.1818182,28236141.7575758,25482616,23078740.9090909,20824200.969697,19122395.8787879
170,"COL","Colombia",182783.981212121,169260.409090909,153596.451515152,147213.728011019,151333.035757576,153843.872121212,167316.292727273,179377.708484849,202814.641818182,245963.501212121,268461.64060606,298202.867272727,303636.189090909,305543.066060606,326874.682424242,325848.018181818,302836.524848485,322503.784242424,294651.510909091,291972.495757576,316295.015757576
174,"COM","Comoros",865.916623648486,870.005081630303,904.900885933332,917.786974363636,971.937214181818,1010.13374939394,1031.69391212121,1136.86228484849,948.631176969696,949.92646848485,994.741033333332,1092.98517757576,1115.60717030303,1167.96944848485,1307.59941212121,1343.91198181818,1418.1678,1629.72613939394,1718.92860606061,1789.0877939394,1730.24460606061
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",17658.9873824242,15230.2326030303,13635.4071212121,13983.5272242424,14918.680969697,17296.2583636364,16778.0012121212,16885.6016969697,20145.7704848485,22893.3627878788,23291.7237575757,22393.1991515151,21283.5248484849,19827.2423030303,20061.4703030303,19832.5185454546,17600.1065454545,17749.9864242424,19907.7727878788,23768.9103030303,28187.7532727273
384,"CIV","Cote d'Ivoire",39363.064,40240.1303636364,42345.2359393939,41723.4957575758,34271.6593939394,30750.6878787879,34232.586060606,34879.4581818182,35715.8078787879,33752.4848484849,26312.5818181818,23943.6357575758,27278.4418181818,36646.5096969697,42696.0993939394,45642.6963636364,50746.7,63999.2606060607,67109.4206060607,68066.2981818182,63748.4066666668
191,"HRV","Croatia",NA,NA,NA,NA,NA,52028.4664242424,52919.8192727273,53530.8035151515,59629.3318181818,58294.7808484849,47919.3027878788,37041.4163636364,28197.7322266299,19360.5727981635,17946.3788374655,21733.8568282828,25542.4984091827,17696.6400036731,18944.067737741,14817.6829961433,16262.6757575758
192,"CUB","Cuba",38130.8000121656,46125.614481332,59399.5544363636,59841.2682424242,50384.1221212121,39698.3446060606,37151.0042424242,43077.8284848485,43895.353939394,49414.2612121212,53686.8109090909,71994.7903030303,69881.7448484848,72403.8515151515,67805.9472727273,61170.1751515151,56106.8975757575,48215.303030303,30912.6909090909,24845.4,21384.4454545454
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",14127.0298181818,14334.7465454545,13357.2142424242,13087.7651515151,14455.3921818182,14990.3444242424,14065.8416363636,14652.4106060606,14992.415030303,15944.4313333333,14774.9027878788,14125.8327878788,12510.7876363636,9732.38575757575,7551.99398530762,7290.60147768595,7077.35126170799,7283.61136675849,7939.87286501377,8204.00951588613,8572.67731092745
203,"CZE","Czech Republic",0,47849.5615151514,88255.4169696971,98490.4963636364,121200.035151515,116250.986060606,122455.672727273,137594.666060606,156142.303030303,146180.596969697,115606.831515152,114311.201818182,105269.10969697,84664.3981818182,71771.135151515,48268.1939393939,48180.8896969697,62308.2606060607,79716.8690909089,87601.1642424243,89065.9127272728
180,"COD","Dem. Rep. Congo",32962.6104573003,32585.4387107438,34803.3687676768,39172.0170945822,53291.1115151516,74109.9206060607,92767.9951515153,103097.600606061,100874.563030303,103160.201818182,94468.1078787879,86094.9757575757,72400.8351515151,80513.6109090909,95560.5345454546,111968.635151515,121447.075151515,127541.995757576,134721.813333333,131683.316363636,128960.295151515
208,"DNK","Denmark",96458.713939394,62270.1618181819,54478.4490909091,33023.4187878789,30388.0375757575,17444.1981818182,0,36021.389090909,40269.0587878787,41885.436969697,32601.9945454545,28735.855151515,15760.6406060607,93.0690909089462,7129.15829201098,0,0,0,0,0,0
262,"DJI","Djibouti",NA,2469.24783030303,2475.78158787879,2514.2623939394,2562.19751515151,2472.04837575758,2443.61598181818,2381.67463636364,2475.0725030303,2576.69066666667,2448.03634545455,2513.72427272727,2369.00355757576,2345.71414545455,2550.58132121212,2137.46193939394,2115.41486060606,1949.20001818182,1937.52245454545,2027.18661212121,1972.68102424242
212,"DMA","Dominica",334.497749030303,385.025969757575,399.614012727273,338.333290363636,361.971942787879,434.978690121212,477.691029393939,494.728613333333,613.42884551515,539.781574181818,486.030274,478.364424242424,407.240053575757,325.784875393939,266.540811636364,262.79098630303,251.945101733701,234.775542170799,240.575636484848,249.166359393939,251.722145454545
214,"DOM","Dominican Republic",69798.5252727272,68301.2438787879,65516.2060606061,66225.4921212121,61897.5155151515,47143.4272121212,39517.0447272727,38684.3578787879,42081.2297575758,44460.1722424242,43680.3240606061,46046.4883030303,49180.2966060607,54952.7613939394,58251.0476969697,56963.8011515151,57987.9281818182,60516.2509090909,62264.4503030303,65549.6012121212,67568.8812121212
218,"ECU","Ecuador",82157.0228303029,62875.8362424243,56880.5519333333,59486.4456181818,73103.0196969697,71844.7242424243,84096.1455151516,96614.5090909089,109321.16,106953.862424242,114613.921818182,116156.131515151,122873.666060606,117858.776363636,120718.92,130740.914545455,123685.425454545,111746.444848485,103849.072727273,92119.2442424242,82384.0921212121
818,"EGY","Egypt",429467.701818182,470687.56969697,447930.569090909,430888.287878788,480105.737575757,478913.141212121,531612.592727273,565868.455151515,603182.222424243,651424.003030304,678761.213939393,689850.970303032,687012.406666668,626538.304848485,561579.746666667,522784.783030303,472695.508484849,471741.46969697,515664.08969697,533394.603636364,552725.634545455
222,"SLV","El Salvador",23966.8447530909,20648.1997512727,19942.3960554545,19034.3183478788,18506.8413969697,18243.6995406061,18206.6047272727,18642.4187272727,20179.3067272727,19259.5983030303,17949.6896363636,15262.0464848485,13236.4108484848,12362.1147662075,9655.37860606059,8382.927030303,8969.14987878786,9721.52109090908,9614.28757575757,12763.6716363636,16132.2607272727
226,"GNQ","Equatorial Guinea",51493.7813472728,52826.8713430304,61138.8856521211,55790.9773230304,55482.4784145454,62948.8550151514,66027.4774066668,62054.4255212121,57756.9811393939,57782.7727212121,48446.9909272727,40617.0062727273,39713.3088181818,30694.1988666666,22513.6034545454,16573.7567757576,11960.8791377411,9240.35990056935,7064.35574317725,12361.6495299541,13009.9455099357
232,"ERI","Eritrea",NA,NA,10049.5806060606,10361.7603636364,9662.38327272728,8865.2986060606,8069.28478787879,6747.93866666666,7557.77333333333,7153.80145454545,7414.83854545455,7560.66527272727,8018.44963636363,8165.47127272727,8636.77709090909,9227.58048484848,9953.99490909093,9804.38721212122,10185.6695757576,10326.2515757576,10288.6981818182
233,"EST","Estonia",NA,NA,NA,NA,NA,17506.4022424243,20840.5149090909,24735.4649090909,35705.4509090909,37338.1591515151,29091.1981818182,33792.8864848485,36105.3543030303,33805.7229090909,41025.1654545455,43285.6735757575,39568.9486666666,36359.4086666667,37624.2986060606,39634.9686060606,19305.5350846648
748,"SWZ","Eswatini",4088.41763636364,4121.48781818181,3694.82127272727,3619.17509090909,2727.236,2723.97612121212,2791.10042424243,2080.82842424243,2370.60812121212,2302.62115151515,2437.49218181818,2088.9063030303,1567.11284848484,1839.63406060606,2842.22751515151,1814.6736969697,1653.08381818182,1871.94654545454,1809.19848484849,2003.04115151515,1715.68163636364
231,"ETH","Ethiopia",129695.265052121,131773.291645576,144980.246718909,180414.357572727,181910.917513333,185878.752866667,189209.564175758,201367.171315151,229055.010969697,257516.394060606,279623.539515151,290610.549939394,286080.028545454,300889.35630303,305658.597575758,311565.040606061,307849.639393939,309116.036969697,319318.115151515,321015.826666667,318083.273939394
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",3200.41315151515,3195.57054545454,3496.96836363636,3024.06557575758,3113.57927272727,4062.57557575757,3833.3663030303,4204.8316969697,4128.50472727273,3204.4703030303,2130.29076951332,2437.5462369146,2388.23404591368,1959.07345454546,2549.47927272728,2754.31353939394,4236.29376363636,4883.33698181818,5285.15860606061,5245.66857575757,6884.66818787879
246,"FIN","Finland",104939.093939394,93139.3812121211,102055.893333333,102034.754545455,121152.413333333,145726.524848485,114934.076969697,148615.94060606,146409.622424242,123144.512727273,93205.1769696969,90577.3358126722,65104.5896969697,39045.2212121211,36579.1193939393,49175.194288338,17856.2321212121,29879.6701450874,20373.6575757575,19114.6442424243,624.908484848565
250,"FRA","France",480320.472727272,484188.096969697,578378.660606061,600900.684848485,630540.896969697,605849.006060606,588097.76969697,584589.575757575,543300.974876033,529189.551515152,455299.139393939,414838.581818182,347501.545454546,312387.927272728,301522.351515151,235357.878787879,247108.763636364,254536.412121212,291225.012121212,298118.581818181,279375.63030303
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",50899.3475636363,52505.4374981818,51838.3158612121,47675.2252909091,50280.2887515151,40781.9210787879,31099.5740606061,18585.4022424242,0,0,0,0,0,0,563.583212121215,10610.5789090909,21079.0521818182,25407.4285454546,18753.9602424243,15573.7626666667,9534.42709090908
270,"GMB","Gambia",2044.77612121212,2240.33618181818,2176.33260606061,2042.22703030303,2150.60581818182,2465.2323030303,2761.08781818182,3179.1336969697,3271.50321212121,3740.77139393939,4772.77872727273,5732.95157575757,5158.8043030303,4882.04690909091,4621.80787878788,4647.31775757576,4818.33527272727,4346.7323030303,3853.35927272727,3249.67854545454,3719.53175757576
268,"GEO","Georgia",0,0,0,0,10800.2054727273,16218.208569697,15380.6124363636,19458.3455151515,23172.9024242424,22584.2414545454,24458.5811515151,26407.0490909091,29848.7584848485,31426.0812121212,31474.6617575757,33298.1765454545,35190.6855757576,37668.8815757576,39367.5209575757,32246.5022060606,28701.0770909091
276,"DEU","Germany",350320.006060604,545398.696969697,690769.672727272,675786.09090909,658225.35151515,645060.169696971,610151.927272725,731592.187878788,713681.933333335,709632.521212121,484166.321212121,522710.703030304,500238.763636364,521075.636363636,609453.44848485,592363.987878787,628202.187878789,720276.212121213,760703.836363636,742308.515151514,512354.818181817
288,"GHA","Ghana",37614.0309090909,39158.6284848485,37974.9672727273,35860.5054545454,34995.5818181818,31016.9873939394,31102.4730909091,36316.7696969697,39140.7317575757,39964.9683636364,34567.9983030303,39407.2494545454,51525.4642424242,63406.3244848484,74061.7289696971,78835.3733333332,86602.7539393939,92573.0406060607,93119.8939393939,98715.1430303029,90675.164848485
300,"GRC","Greece",167897.987878788,180535.496969697,180291.098181818,184906.476969697,184006.084242424,181883.06969697,178580.103636364,161297.88969697,149400.764242424,141111.274545455,117194.363030303,88829.3355188246,67551.4115151514,59574.4200955004,60574.9240440772,72186.9105601469,80491.8926538108,78438.4030853993,76946.5453002755,64043.5613553719,63066.6085950413
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",585.357098787879,582.803134545454,567.213256363636,560.283172727273,549.699647878788,506.84906969697,497.275345454546,498.844970909091,508.71259939394,541.032626666667,566.144147878788,579.955601212121,548.777215757576,572.571063636364,669.059820606061,485.10622,451.668615757576,427.943610909091,432.49551030303,463.901493939394,505.211073939394
320,"GTM","Guatemala",45054.6060848485,47470.8339515151,48811.4022424242,52016.1523030303,51020.6587878788,52876.7722424243,56293.9234545455,55294.0466060606,54934.8176969697,50719.9448484848,50863.0648484848,51285.2296969697,51738.0466666666,53182.8987878788,55222.9987878788,58850.3290909091,68068.8690909091,76342.7484848486,84171.5066666668,80443.1006060607,83336.3406060607
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",22126.1863636364,24071.6628484848,27093.7113333333,30686.3759393939,32327.8087878788,33183.2670909091,38083.8569090909,39662.5321212121,39040.2466666667,39002.3618181818,38534.8290909091,43129.2387878788,47370.2854545455,52866.2884848485,54395.4509090909,54119.7527272727,54418.5042424242,59760.34,59852.1236363636,58204.4890909091,57578.2739393939
624,"GNB","Guinea-Bissau",2593.21915151515,2606.79478787879,3366.68484848485,3862.59224242424,4301.60363636364,4412.15424242424,4422.00975757576,4684.45054545455,4631.86509090909,4046.57284848485,4003.10878787879,3856.92636363636,3996.69042424242,4612.91957575757,4868.70521212121,4807.22896969697,4848.21175757576,4907.25715151515,5000.59751515151,5148.32915151515,5195.06103030303
328,"GUY","Guyana",10466.0064848485,8874.98775757575,7874.58709090907,6090.61696969697,5401.84672727272,4786.52690909091,3417.19573443526,2326.86187878788,2885.56375757576,3247.41684848485,4477.12436363636,4952.60466666667,5632.85036363636,6024.97006060606,7236.40648484848,8764.08381818182,9243.25412121211,8695.51957575757,8587.56242424243,9003.87557575757,9765.03430303032
332,"HTI","Haiti",15000.0331515151,15352.8087272727,16369.3393333333,17575.6264242424,17036.5491515151,16114.6942424242,21778.2982424242,24636.186969697,27971.6158181818,29510.5298181818,29757.2426666666,28818.3066060606,27732.8483636364,26309.8555151515,23757.5964848485,21343.2318181818,22604.3726666667,23584.518969697,24585.2628484849,25127.5923030303,26826.0696363636
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",20546.5046666667,21975.9615151515,23841.1691515151,25399.472,30000.9480606061,33466.1792121212,38072.7012121212,37344.2304242424,41401.0368484849,42177.4693333333,39441.3123030303,36094.6638181818,35317.1856363636,33085.6805454546,33717.2307878788,33787.1896363636,36603.016969697,34481.3463030303,36193.0688484849,37939.4234545455,40702.9997575757
