"code","iso","country","GRA.raw.1992","GRA.raw.1993","GRA.raw.1994","GRA.raw.1995","GRA.raw.1996","GRA.raw.1997","GRA.raw.1998","GRA.raw.1999","GRA.raw.2000","GRA.raw.2001","GRA.raw.2002","GRA.raw.2003","GRA.raw.2004","GRA.raw.2005","GRA.raw.2006","GRA.raw.2007","GRA.raw.2008","GRA.raw.2009","GRA.raw.2010","GRA.raw.2011","GRA.raw.2012","GRA.raw.2013","GRA.raw.2014","GRA.raw.2015","GRA.raw.2016","GRA.raw.2017","GRA.raw.2018","GRA.raw.2019","GRA.raw.2020"
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",559.5144209,558.6245682,557.2783356,554.5755352,556.1426596,562.5628853,567.5461087,581.1075999,598.9356264,602.4020532,602.5002358,593.2125352,591.4320022,585.2728524,579.0055529,574.8819361,563.8849863,559.1079476,554.7770272,554.459236,550.9419025,545.2501886,540.7551825,539.3038647,535.9528584,534.3009329,533.257889,529.9401449,530.85749
807,"MKD","North Macedonia",2962.853094,2962.563414,2962.128751,3009.839928,3010.202331,3020.909968,3034.595888,3075.971818,3091.341851,3095.237667,3096.967628,3091.540074,3088.138855,3086.184704,3082.438174,3081.63827,3073.545767,3068.989955,3070.372633,3070.805587,3070.370995,3069.720311,3067.624988,3066.902054,3027.843766,3018.208659,3005.946823,3013.39524,2999.30955
578,"NOR","Norway",316.6595614,316.6595614,316.6595614,317.7542614,317.8885273,317.9891075,318.0259797,319.6368117,321.7284246,324.8014989,325.5612071,325.7155825,345.9996944,347.1683681,349.3768054,354.9750323,363.0715447,381.0624119,392.0743424,407.8822037,412.9439856,414.8796722,422.6072277,422.6072277,439.2286639,441.1775571,442.757476,447.6412054,451.954081
512,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"PAK","Pakistan",173375.1124,173373.6488,173371.8322,173356.7296,173473.0621,173660.0242,173979.0049,176632.9217,179370.1346,179816.5916,181532.3224,182869.9419,189082.1047,191525.4219,192629.5485,200069.0246,201091.1494,201970.567,202289.5768,202717.3134,202642.8062,202617.5229,202301.7739,202294.3312,202866.9638,202904.4949,203043.3886,203729.9019,204585.906
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",387.0211495,386.1588561,385.4885377,381.8492085,392.3039995,396.8136081,397.101633,398.9234331,401.5096318,401.3189442,401.8955282,402.7588227,401.609202,401.0354701,397.3944289,395.573657,394.6151713,392.5069566,391.3572322,389.9191347,389.3446847,387.8108154,387.1392311,387.0435092,387.4275146,386.3744341,386.3749541,386.0872175,386.374591
598,"PNG","Papua New Guinea",9.627955033,9.627955033,9.627955033,9.723472601,9.723472601,9.723472601,9.723472601,9.914505332,9.914505332,9.721765839,9.721765839,9.242921637,9.242921637,9.529462315,9.529462315,9.529462315,9.433731447,9.433731447,9.433731447,9.433731447,9.433731447,9.433731447,9.627215987,9.627215987,10.1086906,10.30165107,10.30165107,10.30165107,10.3016511
600,"PRY","Paraguay",12404.31756,12403.70436,12403.09104,12693.94422,12711.8206,12769.43571,12876.49382,12985.57972,13094.36504,13225.14057,13321.16171,13453.0518,13551.33821,13637.51979,13718.16587,13841.47141,13929.26124,14021.67523,14108.81631,14167.59993,14180.12863,14189.17142,14166.96271,14166.43538,14149.85977,14139.77283,14126.19144,14111.7654,14109.6575
604,"PER","Peru",149069.8306,149076.7985,149074.4499,149259.4462,149326.8864,149611.0442,149755.5359,150383.3284,150994.2078,151187.6509,151431.975,151506.2212,151642.8362,151701.6369,151812.219,151997.1671,151912.2413,151836.6544,151889.3941,151735.7345,151648.6911,151585.4958,151550.215,151544.262,151306.9394,151419.2433,151404.7589,150360.3884,149692.227
608,"PHL","Philippines",0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578,0.47140578
616,"POL","Poland",16143.40152,16142.19474,16140.57615,16258.67819,16265.57719,16284.39523,16301.66102,16382.88183,16396.94932,16417.4004,16424.52294,16422.54005,16424.92607,16429.66298,16433.11968,16439.65498,16448.35347,16444.80349,16452.18486,16456.98872,16456.55571,16449.61915,16443.26307,16443.20145,16462.13324,16559.01512,16635.0992,16619.55869,16620.3382
620,"PRT","Portugal",683.2849989,683.2849989,683.2849989,686.6026066,686.891433,686.891433,689.8585547,702.2662573,704.0577881,705.9538048,717.1793726,723.2904221,758.095757,758.6766352,751.1456171,750.560094,747.1562561,741.7809773,747.4040368,751.4567467,754.7069894,758.8862301,773.6465643,773.2682448,770.8091517,769.7184811,768.0329032,763.368163,763.151173
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",7901.108237,7899.369346,7898.306295,8096.937545,8095.191425,8086.758289,8084.432248,7983.919327,7822.061197,7790.874306,7756.11991,7749.734172,7713.808956,7698.82025,7664.452903,7641.225001,7552.55648,7537.082946,7531.85792,7499.348955,7489.862968,7471.183312,7400.131254,7399.937652,7365.680929,7347.499904,7315.786356,7276.796042,7266.63452
642,"ROU","Romania",16513.11374,16511.63334,16510.14882,16630.61024,16682.22249,16776.3555,16889.19328,17001.48058,17069.62664,17076.31559,17075.96746,17056.53135,17043.05387,17040.0487,17026.68776,17010.13484,16992.78292,16985.71498,16986.65925,16996.35589,17009.25768,17016.96341,17023.97622,17018.41415,17070.22402,17079.88482,17093.96691,17111.92263,17140.2995
643,"RUS","Russia",1035845.061,1035821.368,1035794.874,1036498.971,1037386.77,1038609.085,1040840.837,1046345.092,1047438.731,1050274.19,1051336.381,1051670.672,1058152.429,1057902.121,1058791.678,1059174.617,1058215.32,1057890.368,1059355.875,1061186.634,1061852.476,1061930.711,1061342.487,1061905.512,1056635.252,1056141.382,1054942.275,1050588.379,1049432.88
646,"RWA","Rwanda",66.65550213,66.65550213,66.65550213,66.65550213,66.46179228,66.46179228,62.39184764,62.39184764,62.39184764,57.06451257,43.11754752,43.11754752,43.21440238,43.31127807,42.14934633,42.14934633,42.05245245,42.05245245,41.95553838,41.76177355,41.56800622,41.56800622,41.18049524,41.18049524,40.40525266,40.40525266,40.59902043,40.59902043,40.2113632
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092244932,0.092244932,0.09224493
659,"KNA","Saint Kitts and Nevis",13.24160817,13.24160817,13.24160817,13.24160817,13.24160817,13.24160817,13.14906052,13.14906052,13.14906052,13.14906052,13.14906052,13.14906052,13.14906052,13.05650727,13.05650727,13.05650727,12.96395403,12.87140637,12.87140637,12.77885453,12.68630128,13.61238549,14.35321133,14.26066507,14.26066507,14.26066507,14.26066507,14.26066507,14.538485
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.188647085,0.18864708
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.418880767,0.41888077
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",13311.71468,13308.15145,13306.55766,13298.35585,13286.34472,13268.8947,13256.9321,13223.3701,13166.29513,13072.19137,12976.8595,12950.50498,12734.69886,12665.95888,12640.75063,12613.02043,12601.83103,12575.13062,12536.5173,12519.79062,12518.58123,12518.49096,12408.47052,12407.53656,12406.99536,12393.77528,12166.23938,11624.21766,11614.4087
688,"SRB","Serbia",2815.88347,2815.88347,2815.88347,2833.587234,2835.349084,2838.885615,2851.23933,2859.49453,2865.749075,2863.285041,2862.585315,2862.02731,2859.91108,2859.416277,2858.365449,2849.215158,2842.852033,2839.951113,2839.380385,2838.028691,2838.523686,2838.185454,2833.518321,2832.608571,2831.737767,2834.206325,2832.184957,2832.483063,2835.87384
690,"SYC","Seychelles",1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.256013857,1.25601386
694,"SLE","Sierra Leone",65.72251989,65.72251989,65.72251989,65.72251989,65.6266052,65.6266052,65.6266052,65.53061509,65.3388062,65.81870256,65.14722807,64.37996996,63.22890566,61.59845122,59.87198314,57.85772896,56.70646365,56.03540903,55.84358441,55.74767177,55.74767177,55.84372503,55.84372503,55.84372503,55.84372503,55.84372503,55.65176551,55.46020836,54.0204214
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,"SXM","Sint Maarten",10.04592562,10.04592562,10.04592562,10.04592562,10.04592562,10.04592562,10.04592562,9.953753181,9.769419939,9.585091065,9.492934642,9.308610138,9.216444973,9.216444973,9.216444973,9.216444973,9.216444973,9.216444973,9.12428855,9.032132127,8.939958228,8.294806459,8.110479044,8.110479044,8.38698764,8.38698764,8.38698764,8.38698764,8.38698764
703,"SVK","Slovakia",1865.491087,1865.363509,1865.235832,1878.878295,1889.358078,1897.982942,1911.588065,1931.554921,1937.617965,1941.8381,1943.627771,1939.674747,1946.796528,1977.872824,1980.901096,1978.597833,1981.248221,1981.368867,1985.753329,1988.537846,1990.892949,1994.895791,2004.740766,2004.740766,2003.894379,2006.692245,2012.665433,2008.289198,2015.27868
705,"SVN","Slovenia",610.2104062,610.1426925,610.1426925,610.278573,610.4783688,611.551357,614.4934292,629.6431958,640.6567531,645.9739987,651.073828,652.9565724,660.7608506,660.8272698,660.6261222,660.5572105,662.6447049,668.5509501,687.6079115,688.4169285,697.6165573,702.5115349,714.7955576,714.7277734,717.5428027,721.2980079,723.2409712,726.2598412,726.126327
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",42058.94403,42057.8926,42056.36511,42061.52773,42152.38861,42194.92697,42152.96123,42169.5711,42329.48208,42721.23005,42835.26121,42820.79918,43122.9563,43148.81744,43198.0543,43264.82801,43251.38972,43205.71875,43225.19328,43277.44658,43326.6975,43361.80945,43302.42629,43301.55792,43152.09807,43047.64041,43162.36239,43033.92481,43033.142
710,"ZAF","South Africa",213161.6857,213150.1056,213138.046,213440.7273,213639.2279,214021.3794,214487.0306,215894.6042,215932.787,216213.1414,216288.747,216529.7372,216601.326,216617.4228,216512.78,216470.61,216320.9725,216145.4169,216069.3507,216014.7735,216025.9431,215973.8114,215947.1104,215931.9577,215771.7319,215727.4218,215624.9037,214833.0628,214577.661
410,"KOR","South Korea",417.8618548,412.9798141,407.9437027,405.7570786,402.5746166,398.7943152,395.6984336,397.267012,395.180361,398.3153226,399.2622446,399.5779231,402.2209364,404.4138403,393.4845757,381.3600027,366.611962,354.7693285,336.0188384,327.3922196,314.1628352,280.8638349,258.202613,251.3433733,251.1040167,243.3257082,231.8937041,210.8511828,210.769254
728,"SSD","South Sudan",18668.79205,18668.79205,18668.79205,18672.18124,18731.34044,18958.08581,19208.13379,20212.80837,20898.29017,21381.36829,21573.36465,21608.98362,21643.88749,21642.04429,21630.91512,21663.65973,21598.62917,21630.64862,21590.62979,21414.56221,21358.32337,21319.13139,21306.42377,21306.42377,21209.18274,21144.17988,21123.7081,21167.36556,21200.9028
724,"ESP","Spain",30753.64588,30748.52727,30742.66116,30929.34734,30955.85223,31000.63605,31170.70823,32066.84276,32163.71816,32225.68063,32308.48725,32522.00716,32753.4307,32733.04411,32734.86494,32687.13673,32663.71482,32643.66452,32652.92637,32655.95021,32682.59027,32679.95208,32684.2834,32667.57603,32563.26032,32414.66935,32254.93543,32251.64912,32256.3341
144,"LKA","Sri Lanka",93.71795986,93.71795986,93.71795986,93.81803704,90.18707368,90.76434938,90.76434938,87.80222837,83.02175873,82.06794196,82.06794196,82.45104287,82.45104287,82.45104287,82.83250776,83.31060737,83.31057863,83.69280886,83.69280886,83.78874723,83.78874723,83.78874723,82.63837046,82.63837046,82.5427607,82.44715171,82.92799838,82.25820165,82.353908
275,"PSE","State of Palestine",1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.319270471,1.236851452,1.236851452,1.236851452,1.236851452,1.236851452,1.236851452,1.23685145
729,"SDN","Sudan",202361.9639,202352.6828,202343.9699,202026.8337,201841.47,200690.689,199426.1648,198749.6288,195335.1637,194168.0154,194086.0977,193835.431,193768.7151,193954.8811,193731.3997,194001.2891,194173.9617,194402.4307,194562.9474,194488.3887,194928.7103,195057.7387,195001.3005,194978.8993,195336.7122,195580.2912,196089.7965,195253.7051,195349.408
740,"SUR","Suriname",60.77579193,62.22349657,62.22349657,66.08179548,70.23034586,70.42353071,71.2918811,72.83544361,73.51078734,72.16072592,72.16073187,72.35373102,86.74111119,86.54818056,86.54818056,86.64465095,86.64465095,87.03067427,87.03067427,87.41638116,87.89892334,88.76762021,88.76762021,88.76762021,89.25009166,89.25009166,88.96045261,89.05661124,89.0566112
752,"SWE","Sweden",1272.321556,1272.04937,1271.94191,1290.253269,1295.921366,1305.047023,1319.406287,1365.969775,1398.130278,1397.70895,1398.660033,1399.703082,1420.738358,1435.279426,1438.582146,1443.188686,1455.801902,1464.16977,1473.231645,1485.670741,1490.364838,1493.702796,1498.090552,1498.090552,1503.52121,1504.755719,1526.747909,1538.13611,1538.95418
756,"CHE","Switzerland",10799.55723,10798.96003,10797.70651,10862.50232,10875.64782,10902.53764,11041.84404,11229.87605,11299.05557,11311.26993,11333.68078,11346.92939,11437.72118,11440.95649,11437.45913,11432.67383,11436.73761,11438.92341,11478.80601,11507.41089,11513.93537,11528.38349,11626.55622,11627.08729,11625.24904,11620.97497,11625.29859,11635.15515,11634.6672
760,"SYR","Syria",106.1836584,106.1836584,106.1836584,106.1836584,106.3408604,106.2592353,106.4954046,108.7575496,110.4709808,112.2679626,113.282298,113.2802971,116.0045524,116.0829411,117.0217153,116.1628506,116.3118375,121.3676536,125.4117777,126.1893688,121.9883101,125.6401586,125.7202578,125.7202578,125.8782932,127.5273652,128.1651831,134.2681715,134.887496
158,"TWN","Taiwan",8.88894402,8.88894402,8.88894402,8.88894402,8.88894402,8.88894402,8.88894402,9.244946511,9.244946511,9.244946511,9.244946511,9.244946511,9.156487428,9.068026424,9.068026424,9.068026424,9.24689974,9.247526223,9.42487041,9.424962436,9.424962436,9.335568431,9.693075333,9.693075333,9.693075333,9.693075333,9.515805279,9.783010466,9.60410409
762,"TJK","Tajikistan",64849.06112,64848.83869,64848.32025,64667.08276,64602.61936,64716.7804,64752.66087,64614.81816,64608.37994,64623.11617,64647.41901,64636.96549,64715.95898,64699.00134,64683.29861,64599.77609,64433.27625,64399.03942,64323.20443,64202.86491,64277.89561,64264.74446,64116.75192,64116.23489,63683.57881,63526.40621,63297.12205,63114.92457,63074.9203
834,"TZA","Tanzania",26455.25313,26454.96394,26454.67492,26609.04799,26687.09302,26868.29178,27154.18681,27761.51109,27937.70215,28013.83371,27973.59844,27945.24443,27854.18637,27825.62629,27839.89843,27839.01048,27781.9046,27772.98471,27839.11354,27865.81734,27840.53688,27799.87212,27714.96633,27713.71421,27572.058,27541.76744,27541.98262,27547.72804,27550.8796
764,"THA","Thailand",2013.062442,2012.876447,2012.687728,1945.037873,1937.253995,1940.602819,1939.495439,1968.523567,1970.107195,1940.852741,1934.572056,1927.616256,1936.155667,1921.209965,1921.390197,1925.756429,1923.224098,1918.207143,1910.462654,1913.287793,1912.924455,1907.119096,1887.395403,1886.740926,1882.556137,1873.903404,1876.689153,1891.07602,1891.45652
626,"TLS","Timor-Leste",1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.053664726,1.05366473
768,"TGO","Togo",7.567518825,7.471150094,7.374780855,7.374780855,7.469995474,7.469995474,7.469995474,5.060916214,5.060916214,4.868171658,5.725082937,5.725082937,5.725082937,5.62995943,6.107022018,6.107022018,6.107022018,6.297810088,6.297810088,7.250131608,7.439508305,7.534827135,8.392063135,8.392063135,9.344817086,10.20324198,11.06096855,11.15619638,10.9622696
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",75.22856991,75.22856991,75.13330017,76.94418446,76.94418446,76.94410371,76.46780546,76.94431347,76.7537879,76.08686407,75.5149652,74.46648258,74.27591196,72.17855364,70.55812178,69.22408775,68.27093462,69.32147094,70.56239119,70.18128346,69.79997357,68.94199007,70.08633428,69.99100095,70.37247415,70.27716217,70.27720013,70.37259667,70.4679453
788,"TUN","Tunisia",8.70902234,8.70902234,8.631505137,8.631505137,8.631505137,8.631505137,8.631505137,9.729816136,9.729816136,9.729816136,9.729816136,9.729816136,9.729816136,9.729816136,9.729816136,9.729816136,9.651646405,9.651646405,9.651646405,9.651646405,9.57412638,9.57412638,9.57412638,9.57412638,9.651618179,9.651618179,9.808734964,9.808734964,9.80873496
792,"TUR","Turkey",76015.63832,76013.08664,76009.28495,76234.82358,76297.27584,76384.369,76470.30664,76620.28122,77093.77885,77265.76038,77284.29719,77347.32332,77240.61649,77185.38695,77106.05726,77055.40484,76741.47389,76575.59069,76549.20196,76443.50894,76311.77392,76287.08461,76244.88883,76233.17719,75729.11902,75647.83996,75352.379,75046.57,74862.4599
795,"TKM","Turkmenistan",11435.04862,11434.36221,11433.68681,11348.31218,11335.90274,11327.4737,11114.00051,11028.34782,10992.21007,10907.30084,10923.50956,11086.70627,11327.78523,11315.45519,11280.6143,11291.27281,11271.04846,11271.43027,11284.63738,11302.45935,11332.91762,11331.78899,11327.22224,11326.17832,11343.1656,11327.94009,11381.52016,11642.93003,11751.9622
796,"TCA","Turks and Caicos Islands",23.84871897,23.84871897,23.84871897,23.84871897,23.84871897,23.03900407,22.40925906,22.40925906,22.40925906,22.04928962,22.04928962,22.04928962,22.04928962,22.04928962,22.04928962,22.04928962,23.03934482,23.03934482,23.03934482,23.03934482,23.03934482,23.03934482,25.46930399,25.46930399,25.46930399,25.46930399,26.00934108,26.00934108,26.0093411
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",7997.58817,7997.58817,7997.58817,8001.462805,8005.044228,7955.575667,7956.445926,7962.057463,7924.282839,7916.046504,7912.073913,7907.906787,7897.254271,7893.864144,7893.089212,7891.249078,7884.662528,7883.887039,7872.266306,7870.425998,7869.361609,7863.551589,7847.859912,7847.569103,7762.252068,7706.545448,7599.780876,7521.699273,7520.43982
