"code","iso","country","WTA.raw.1992","WTA.raw.1993","WTA.raw.1994","WTA.raw.1995","WTA.raw.1996","WTA.raw.1997","WTA.raw.1998","WTA.raw.1999","WTA.raw.2000","WTA.raw.2001","WTA.raw.2002","WTA.raw.2003","WTA.raw.2004","WTA.raw.2005","WTA.raw.2006","WTA.raw.2007","WTA.raw.2008","WTA.raw.2009","WTA.raw.2010","WTA.raw.2011","WTA.raw.2012","WTA.raw.2013","WTA.raw.2014","WTA.raw.2015","WTA.raw.2016","WTA.raw.2017","WTA.raw.2018","WTA.raw.2019","WTA.raw.2020"
4,"AFG","Afghanistan",58.6222107,58.6222107,58.6222107,58.87458026,59.54764669,60.47315738,61.23043879,61.31459543,61.3987474,65.35464266,70.57329809,70.74167426,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.49930071,71.499301
8,"ALB","Albania",56.74209949,56.74209949,56.74209949,56.74209949,56.74209949,57.62219469,58.06033015,57.91937567,57.55582515,57.55582515,57.55582515,57.04779011,56.75541139,56.75541139,56.39242287,56.39242287,56.24643549,56.17348821,56.17417995,56.17417995,56.17417995,56.03031515,56.10187517,56.10187517,56.74879338,56.3064123,56.08675284,56.0106905,56.01069
12,"DZA","Algeria",20.56385595,20.56385595,20.56385595,20.40874257,20.33099459,20.25322416,20.25322416,20.17545654,20.17545654,20.17545654,20.17545654,20.17545654,20.17545654,20.17545654,20.88247518,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.74802585,21.748026
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",6911.856346,6911.856346,6911.856346,6900.97583,6887.228787,6879.241584,6859.68646,6827.397337,6825.928262,6830.023343,6832.032658,6831.540527,6847.825654,6854.817327,6860.680223,6874.753218,6881.399898,6894.391674,6931.607746,6924.980284,6926.331184,6931.81022,6940.456308,6940.456308,6947.404357,6949.907088,7027.337815,7138.277918,7178.013668
660,"AIA","Anguilla",4.419667577,4.419667577,4.419667577,4.419667577,4.419667577,4.419667577,4.419667577,4.419667577,4.419667577,4.419667577,4.419667577,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609296,4.327609
28,"ATG","Antigua and Barbuda",26.9143371,26.8217018,26.8217018,26.8217018,26.8217018,26.8217018,26.72906096,26.72906096,25.06581745,25.06581745,24.8804447,24.8804447,23.76857914,23.76857914,23.76857914,23.76857914,23.39914856,21.45866912,21.45866912,21.45866912,21.45866912,21.45866912,21.8294063,21.8294063,21.8294063,21.8294063,22.47611573,22.47611573,22.476116
32,"ARG","Argentina",86120.81411,86119.85838,86119.29053,86022.61061,85963.72424,86062.23563,86542.24902,87372.16746,89341.87198,90914.86063,91510.06464,92278.99651,92503.59959,92697.41814,93102.82942,93457.02079,94160.26336,94402.12439,93773.18844,93875.08022,93904.49669,93765.16894,93407.91318,93407.03285,93437.36798,93318.35526,93387.22394,93215.31402,93218.022053
51,"ARM","Armenia",13.63644639,13.63644639,13.63644639,14.59907558,14.59907558,14.59907558,14.59907558,14.08158354,14.08158354,14.22976602,12.81511826,12.37236383,12.37236383,12.1502675,12.1502675,12.07644818,12.07644818,11.92844161,12.07747821,12.07747821,12.30103912,12.30103912,12.37557245,12.37557245,12.37557245,12.37557245,12.37557245,12.37557245,12.375572
533,"ABW","Aruba",1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,1.041169022,0.946503449,0.946503449,0.946503449,0.946503449,0.851838887,0.851838887,0.851838887,0.851838887,0.851838887,0.851839
36,"AUS","Australia",101936.301,101935.5671,101934.9027,101704.6085,101605.2468,101464.3328,101386.1599,101186.0335,101076.0934,101264.4684,101289.5636,101363.0438,101397.3196,101419.1709,101440.2202,101452.2776,101502.7298,101557.7227,101587.3424,101651.4868,101650.0003,101648.7205,101718.0775,101717.8976,101734.6652,101746.3014,101773,101723.233,101704.247872
40,"AUT","Austria",136.9868902,136.9868902,136.9225544,135.4875017,134.6441381,134.3848606,136.9189233,137.7065356,137.9043251,137.9042398,138.169984,138.1036895,138.3658878,138.3658878,138.2357604,136.5455567,133.8800495,133.4233458,133.5541923,133.5541923,133.4890207,133.4892352,133.8101062,133.8754863,133.9424128,133.5533558,133.9439932,134.4088869,135.602407
31,"AZE","Azerbaijan",31.44232376,31.44232376,31.44232376,31.44232376,31.44232376,31.44232376,31.51727903,31.59214183,31.51788267,30.99808971,30.99808971,30.99808971,30.99808971,30.99808971,31.74295408,31.89147542,32.70453078,34.32572939,35.22344707,35.90173448,36.34487459,37.9627667,40.17363961,40.17363961,40.10021466,40.10021466,40.83204989,41.05340094,41.648922
44,"BHS","Bahamas",2535.820504,2535.820504,2535.470394,2520.175088,2513.709889,2501.432076,2495.440157,2463.963271,2393.223257,2349.412768,2353.513247,2345.542112,2339.213758,2339.302717,2330.212227,2332.997793,2319.043047,2290.277775,2289.936381,2291.257938,2290.99558,2290.908858,2292.343751,2292.168152,2295.28658,2295.893898,2295.535794,2295.535794,2295.535794
48,"BHR","Bahrain",0.174250952,0.174250952,0.174250952,0.174250952,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.43597896,0.435979
50,"BGD","Bangladesh",360.9325207,360.9325207,360.9325207,361.6466252,360.6644084,360.4853616,359.6815081,357.5425574,354.4173081,354.7745632,354.9522532,354.9544903,356.1113917,357.3618421,359.5931237,365.1058077,367.0701609,367.4264183,368.6726058,367.5109849,367.4215527,367.064339,365.0998296,365.0998296,364.4759119,365.9936964,365.9047286,362.7761137,363.046088
52,"BRB","Barbados",0.566281621,0.566281621,0.566281621,0.566281621,0.566281621,0.566281621,0.566281621,0.566281621,0.566281621,0.566281621,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377462547,0.377463
112,"BLR","Belarus",403.8609438,403.6835991,403.5648963,413.7441756,413.6365445,414.8635365,414.9823411,424.9214489,427.6214281,427.2001943,426.3291953,427.124116,427.0151227,425.6339116,423.3010024,422.1932671,418.2725867,416.9196511,416.7864412,418.7931901,419.9190274,419.5780641,418.8652626,418.8059889,416.9813948,414.8720143,417.6523659,425.0730103,424.181087
56,"BEL","Belgium",96.01423653,95.58932417,95.22484307,94.73727646,94.67660347,94.12987194,94.32020547,94.14025851,94.08583452,94.55266232,92.7910592,92.00206639,93.92288163,93.92498767,93.68605088,98.30354925,99.90759024,100.9566936,108.4597392,108.3979224,111.1115922,111.3588622,110.3737226,110.3737226,109.0852113,107.1442092,106.5397856,105.7494005,105.688782
84,"BLZ","Belize",136.4084568,136.4084568,136.3155382,109.0653001,108.9723255,108.9723255,108.603856,108.4187377,107.8660357,105.2818893,105.2818893,103.8085451,104.3605642,104.7312273,104.7312273,105.1932498,104.5490895,104.8255598,104.5482161,103.4406169,103.4406169,103.5326869,103.5326869,103.5326869,103.6242736,103.9929827,104.1771012,105.467678,106.204399
204,"BEN","Benin",26.87504999,26.87504999,26.87504999,26.48975211,26.48975211,26.48975211,26.48975211,26.00813368,25.91181105,25.81548789,27.26072332,29.66937898,31.49980283,31.88514295,32.17416588,32.55952978,34.38990193,34.58260563,34.77529795,34.77529795,34.77529795,34.77529795,34.87163319,34.87163319,34.87163319,35.25692108,35.25692108,35.25692108,35.16061
60,"BMU","Bermuda",7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413151,7.292413
64,"BTN","Bhutan",0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.602429845,0.861167408,0.861167408,0.861167408,0.861167408,0.861167408,0.861167408,0.861167408,0.861167408,0.861167408,0.774481264,0.774481264,0.774481
68,"BOL","Bolivia",26891.15205,27714.43309,27714.34076,28508.88534,28805.47715,29001.23486,29212.89631,29401.07221,29582.03365,29625.76741,29630.1767,29593.38788,30201.90294,30155.04698,30063.28266,29938.21551,29858.79397,29822.80672,29680.25736,29598.48632,29597.91543,29538.22558,29514.80507,29514.7112,28904.59553,28824.17315,28732.38503,28309.08632,28228.428927
70,"BIH","Bosnia and Herzegovina",68.43317628,68.43317628,68.43317628,68.77150526,67.35471129,67.28545775,67.07296721,66.64751972,67.27651486,67.41549748,67.41549748,67.48509867,68.81007401,69.22787734,69.22787734,69.15955758,68.60137993,68.60137993,68.53149803,68.80780697,68.87645269,68.94486574,68.52319842,68.52319842,68.7357435,69.29149211,69.9222215,71.36432475,72.188212
72,"BWA","Botswana",7671.822692,7671.822692,7671.822692,7670.358022,7671.37105,7672.838759,7687.038127,7721.003059,7733.74907,7743.005267,7752.433595,7774.472375,7822.816755,7825.642932,7825.644229,7843.817843,7843.534848,7831.575494,7804.982019,7691.766874,7659.197986,7657.554707,7643.35853,7643.35853,7636.772401,7636.410012,7636.783005,7640.541267,7640.358719
76,"BRA","Brazil",128654.1507,131388.1071,131385.3206,132722.2447,133251.8956,133804.1172,133527.8641,134330.1493,134603.5722,134498.6357,134503.2374,134819.3923,140437.6751,140605.7682,140780.3839,141039.0928,141287.0359,141413.571,141293.2151,141274.5021,141292.0515,141289.1276,141125.5365,141122.8555,140484.3768,140590.7906,140906,140981.43,141105.636694
92,"VGB","British Virgin Islands",14.23670734,14.23670734,14.23670734,12.48927073,12.48927073,12.48927073,12.48927073,12.48927073,12.48927073,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.47754166,11.477542
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",162.864008,162.864008,162.864008,163.2926661,163.2231926,163.2231926,163.2231926,160.1549578,159.7360617,159.9546957,159.1880531,159.1880531,158.700178,158.4174072,158.5619003,159.8245246,159.8245246,160.2527998,160.4683858,160.4003454,160.3983195,158.9891262,158.9093967,158.9093967,159.8192278,160.2999824,161.4103504,162.2687656,162.771469
854,"BFA","Burkina Faso",244.5197346,244.4256193,244.4256193,244.4256193,244.6156926,244.5210554,244.9011151,245.662224,247.9450625,248.2279638,248.6082364,248.1360658,248.1360658,248.9918601,249.562455,249.562455,249.562455,249.7526156,250.3237297,250.8943155,250.7049188,250.9908142,248.6190013,248.6190013,247.3923588,246.5385417,240.8744017,240.8744017,240.68585
108,"BDI","Burundi",237.3314755,237.3314755,237.3314755,239.362624,239.4593431,241.2013301,241.7809864,247.4946078,247.2040532,246.2356244,245.9460604,245.5587214,245.4619336,245.3654162,245.2685646,246.623669,246.9143262,247.0112588,246.8177235,244.493409,243.8155985,243.4283861,243.621997,243.621997,242.3637602,241.5893888,240.9118488,240.8150815,240.524788
132,"CPV","Cabo Verde",0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370578565,0.370579
