"code","iso","country","TCL.raw.2006","TCL.raw.2007","TCL.raw.2008","TCL.raw.2009","TCL.raw.2010","TCL.raw.2011","TCL.raw.2012","TCL.raw.2013","TCL.raw.2014","TCL.raw.2015","TCL.raw.2016","TCL.raw.2017","TCL.raw.2018","TCL.raw.2019","TCL.raw.2020"
56,"BEL","Belgium",0.0041627215858404,0.00496002014043576,0.00612728974315472,0.00621135417065736,0.00793883437228063,0.00752135816590684,0.00744429910736275,0.00659161435443883,0.00638802081908087,0.00474788881165956,0.00464346503062112,0.00432362615410717,0.00461894623926619,0.00491952035114412,0.00535998292441316
84,"BLZ","Belize",0.00420718826869463,0.00406844359012642,0.00422421912121936,0.004900003349401,0.00508802396127411,0.00759984763063941,0.00751582875818403,0.00844344252569814,0.00915181245171044,0.00943929324232803,0.00877554414993054,0.00933302072257366,0.00874420738128502,0.00897037710281355,0.0105875133195459
204,"BEN","Benin",0.00513690506142577,0.00602540417364551,0.00456613783237846,0.00720719425494749,0.00644042047956907,0.00597173000936902,0.00510623411041063,0.00610304001840257,0.00478107410628922,0.00524617032441719,0.00648019686916683,0.0069829129256493,0.00785224269348458,0.00716310476286323,0.00841078946548679
60,"BMU","Bermuda",0.00060790273556231,0.000303951367781155,0.000303951367781155,0,0.000303951367781155,0.000303951367781155,0.00060790273556231,0.00121580547112462,0.00151975683890578,0.00121580547112462,0.00121580547112462,0.000911854103343465,0.000303951367781155,0,0
64,"BTN","Bhutan",0.000244632563413943,0.000266580905552016,0.000283956676411324,0.00029630261886399,0.000574391162134232,0.000611276570449606,0.000631776931682737,0.000611200360928293,0.000617373332154626,0.000339818255533573,0.00041000722466262,0.000505955011995379,0.000566694000481644,0.000535143258658164,0.000578963733412998
68,"BOL","Bolivia",0.00310640093437879,0.00313904961953893,0.00377056105184194,0.00383653675703406,0.00445082703916744,0.00479983033072629,0.00505679396908966,0.00447589792936294,0.00457534121046138,0.00370290478728266,0.00413834994156313,0.00472200209865198,0.00509647350352949,0.00692368764775268,0.0077308939229858
70,"BIH","Bosnia and Herzegovina",0.000455489658584396,0.000604703029744375,0.000696449089038686,0.000490632576116283,0.000515045381532901,0.000546515576126005,0.000528872103184791,0.000606431369950861,0.000642294429235451,0.000619681978200589,0.000721005922805845,0.000640422060678424,0.00064776750655599,0.000607367554229374,0.000698969585173146
72,"BWA","Botswana",0.000880190837836522,0.000932768609123217,0.000971715106372621,0.000919137335085926,0.000776982620125602,0.000716615549389027,0.000621196631127988,0.000628985930577869,0.000517988413417068,0.000395306947081447,0.000295993379095468,0.000225889684046541,0.000122681466335621,3.11571977995229e-05,4.67357966992844e-05
76,"BRA","Brazil",0.00643218259733578,0.00609871041101554,0.00579473170429204,0.00502536518320842,0.00472782220977984,0.00436837718899713,0.00448980563711672,0.00431192966227353,0.00466249305555846,0.0044993491699417,0.00582407417030106,0.00643670812144294,0.00681844267263975,0.00681366170266284,0.00721855354891952
92,"VGB","British Virgin Islands",0.000376742433756122,0.000452090920507346,0.000577671731759387,0.000627904056260203,0.000627904056260203,0.000929298003265101,0.00080371719201306,0.000703252543011428,0.000602787894009795,0.000502323245008163,0.000200929298003265,0.00595253045334673,0.00602787894009795,0.00602787894009795,0.00602787894009795
96,"BRN","Brunei Darussalam",0.00202564232847247,0.00220554887492543,0.00239411201252571,0.00276032345541009,0.00264327128815722,0.00324810354788506,0.0033504771475403,0.00319691674805744,0.00322476838914012,0.00353188918810584,0.00352511446459925,0.00319164751866342,0.00316304313052446,0.00276596905833225,0.00253901582086126
100,"BGR","Bulgaria",0.0013803121512297,0.00160861393982501,0.00166671871114735,0.00157067929612731,0.00143166270550341,0.00134584713957751,0.00136629483776579,0.00124032406363305,0.00127007037570332,0.00144498609255822,0.00163687987555586,0.00153912877539337,0.00182530402650799,0.0017062725164663,0.00159219101480955
854,"BFA","Burkina Faso",0.0137118371719336,0.0138189608998393,0.0167648634172469,0.0169791108730584,0.0213176218532405,0.0269416175682914,0.0254418853776111,0.0236207820032137,0.0222817354043921,0.0126941617568291,0.00723085163363685,0.00953401178361007,0.0110873058382432,0.011569362613819,0.0139796464916979
108,"BDI","Burundi",0.00110342881332016,0.00134135090251924,0.00156320890905341,0.00164635139095418,0.00185540154779607,0.00200084662057288,0.00173405259901662,0.00161422322562438,0.00195677893434349,0.00189729841204372,0.00212436639133408,0.00244000390747957,0.00290325731838361,0.00301179841747078,0.00317526131269605
132,"CPV","Cabo Verde",0.00119865151704333,0.000624297665126732,0.000374578599076039,0.000599325758521663,0.000499438132101386,0.000749157198152079,0.000973904357597703,0.0012236234236484,0.00107379198401798,0.00102384817080784,0.000599325758521663,0.00034960669247097,0.000374578599076039,0.000274690972655762,0.00034960669247097
116,"KHM","Cambodia",0.00721119870393215,0.00768000677682538,0.0082381207016132,0.00913274636142716,0.0128381027006708,0.0152383483605906,0.0178400139772023,0.0202759438582373,0.0213034164729801,0.0191971791464377,0.0190926466150287,0.0174735783226298,0.015831320580901,0.0154884132169272,0.0157584485305407
120,"CMR","Cameroon",0.000819211689358741,0.000932395694741423,0.00100752935022187,0.00108502373155214,0.00128743179706586,0.00123294169365526,0.00125174217301344,0.00153447749087722,0.00239184761156264,0.00250519658333001,0.00301839562909618,0.00380906244540821,0.00401531024573791,0.00366186692230009,0.00437955033462862
124,"CAN","Canada",0.00557625316755093,0.0054820158779046,0.00564807767208038,0.00511251263427361,0.00473810615063461,0.00462111656447854,0.00482675019598661,0.00524790126708534,0.00577614118644416,0.00606638636477954,0.00602682550894783,0.00603618769575297,0.00569681814727013,0.00544945344087865,0.00472733741663045
136,"CYM","Cayman Islands",0.00124919233254361,0.00142149472323929,0.00180917510230454,0.00157943858137698,0.00201019455811616,0.00234044080694953,0.00221121401392778,0.00199583602555819,0.00166558977672482,0.00109124847440592,0.00156508004881901,0.00254146026276115,0.00291478210926843,0.00295785770694235,0.0030870844999641
140,"CAF","Central African Republic",0.000592664191017844,0.000605112496261488,0.000681047158247718,0.0008119776003909,0.000886531219394172,0.000843998879198487,0.000919960026940554,0.000978584355647248,0.0010330125838934,0.000962356154677646,0.000974626626989239,0.00101651574168601,0.00100766949923627,0.000979916210797936,0.00109093314823069
148,"TCD","Chad",0.00406891727595223,0.0034163849241377,0.00540495977882518,0.00577586063321286,0.00562197092084006,0.00416185067368386,0.00508169145445764,0.00485618639974685,0.00619555984877504,0.0076648401978582,0.00911713272154956,0.0112502706393751,0.0127895008577186,0.0137418183635062,0.0139038688939593
152,"CHL","Chile",0.00447083891363621,0.00490795971495016,0.00531122525856865,0.00533941625194728,0.00518435576311826,0.00525966541541564,0.00579607625884264,0.00559863905272648,0.00592394827895088,0.00608581591020667,0.00625158336238149,0.00670797268761923,0.00646085035946023,0.00605889812314351,0.00570672123608884
156,"CHN","China",0.00226699002177289,0.00273079195012615,0.00327542468041034,0.00338765499980126,0.00366864206109704,0.00369540604279965,0.003647535506421,0.00333028554547103,0.00327742289366137,0.00314538816198091,0.00332766645067964,0.00341771705867703,0.00359130870197149,0.00356956873420106,0.00350400933969886
170,"COL","Colombia",0.00226821921116077,0.002478623482668,0.00274280941870604,0.00270438877580834,0.00272430094327623,0.00272354603673341,0.00262418297043714,0.00240069686797717,0.00231652358253273,0.00218253611263071,0.00243131037835385,0.00291337970790953,0.00343281329357138,0.00359469371608558,0.00404076148025934
174,"COM","Comoros",0.000290350010023988,0.000342889535647377,0.000353950488410195,0.000453499063275563,0.000460412158752325,0.000616648116527137,0.000702370500438982,0.00326021582684078,0.00521109137038292,0.00568809495827947,0.00569086019647017,0.00593696639544289,0.00363490560168126,0.00192737101892114,0.0016937083918066
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",0.00291809285168652,0.00282510446171515,0.0035116261776589,0.00414847396638047,0.0039735135815878,0.00399569659545819,0.00394156603565256,0.00323361242368956,0.00266065972683847,0.00216652432983388,0.00233532554824718,0.00292765708565773,0.0031597525016606,0.00318654237168466,0.00343841722443426
384,"CIV","Cote d'Ivoire",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
191,"HRV","Croatia",0.00124160968077396,0.00131303900251053,0.00148219733089322,0.00118130714880681,0.00124044253499395,0.00129615429355973,0.00143527807053684,0.0013673501861403,0.00149783708434535,0.00144126941887423,0.0016411625861305,0.0017251192725725,0.00214692575746788,0.00226076137587813,0.00252126831397622
192,"CUB","Cuba",0.00331340869790673,0.00296876033306459,0.00347446424440334,0.00319422854846838,0.00299086786879774,0.00318730502215887,0.00330667616542644,0.00278072690818951,0.00228791508032365,0.00220588323067017,0.00497390904921601,0.0081777350376031,0.0086137739497309,0.00869327513114711,0.00897604149531934
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0.000395836505100201,0.00161379498233159,0.00173078309922355,0.00168110321396806,0.00173078309922355,0.00182854029279081,0.000665069431646087,0.00056410708419138,0.00061058181555942,0.000554491622529027,0.00144392182629669,0.00225322318287807,0.00225963349065297,0.00223078710566591,0.00227245410620277
203,"CZE","Czech Republic",0.00370134382219652,0.0046250789327531,0.00544667696279446,0.00545022735168884,0.00480798736061554,0.00564835173195578,0.00518439198322188,0.00460219160434466,0.00463395490498906,0.00416650816716245,0.00423187336270012,0.00503045726472968,0.00703534919342772,0.0108089053897439,0.0166742746428689
180,"COD","Dem. Rep. Congo",0.00201147919142413,0.00196556671582874,0.00208666694396885,0.00231069788940082,0.00262215549975108,0.00260030955877429,0.00275802673255267,0.00324941118362211,0.00391660770886404,0.00402365132744122,0.0049212346761785,0.00570942137914067,0.0061285745169113,0.00600625720573777,0.00636315724582223
208,"DNK","Denmark",0.00554421996015874,0.00644882417093351,0.00772425638889165,0.00892973178954373,0.00761420237142236,0.00702099131085141,0.00704231960881058,0.00589485717860743,0.00552971671754651,0.00501300315232244,0.00546402555983227,0.00545549424064861,0.00579617825338302,0.00692316551754537,0.00710715763460644
262,"DJI","Djibouti",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
212,"DMA","Dominica",0.000547314649788793,0.000625903420014876,0.000811148378404929,0.000797114669435985,0.000909384341187532,0.000965519177063306,0.00126022706541112,0.00106094839805212,0.000886930406837223,0.000634323645396242,0.000527667457232272,0.0655009332416464,0.0676256367795445,0.0677575536438525,0.067937185118655
214,"DOM","Dominican Republic",0.00590850891157563,0.00632845754742875,0.00714053628204881,0.00673572093037057,0.00591726247791208,0.00588306422298746,0.00602223109118397,0.00538774589732215,0.00538418512457512,0.00547416881920325,0.00638127567650973,0.00709068546359036,0.00717888877184497,0.00728126098832215,0.00776493261979404
218,"ECU","Ecuador",0.00162737367339288,0.00194666425367443,0.00234074380485787,0.00255187373156323,0.00248285525924585,0.0025654623250042,0.00270730490311405,0.00267651856926796,0.00240229578975943,0.0023655631536085,0.0023723677917243,0.00234122985043757,0.00223635776057085,0.00228296642924547,0.00247743636810197
818,"EGY","Egypt",0.000186480186480186,0.000203714137363426,0.000214319645599266,0.000183828809421226,0.000208574995304853,0.000241717208541853,0.000440570487963853,0.00046796805090644,0.000520553695909146,0.000488295275025133,0.000464432881494493,0.000268230979131453,0.000243484793247826,0.000173223301185386,0.000163501585302533
222,"SLV","El Salvador",0.00492707162477636,0.00460307219866391,0.00409284436340764,0.00403925618853156,0.00346289826513035,0.00319989814446194,0.0031159053313583,0.00288349987790637,0.00252149465400947,0.00243902207281721,0.00292644642940281,0.00336199287201263,0.00348114104806688,0.0034608079462522,0.00342052180060068
226,"GNQ","Equatorial Guinea",0.000621204652755924,0.000635266542365578,0.000851909879079029,0.00124917705986943,0.00162591538577516,0.002112667318627,0.00224749602488428,0.00243345887517667,0.00345448741592475,0.00351968344956951,0.00365729445484047,0.00418329936296632,0.00422322911367609,0.00349110848672637,0.00329559558306272
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",0.00610315435011513,0.00567788957066141,0.00661798370622225,0.00667111397704565,0.00716642760518272,0.00757106359233351,0.00768229582133388,0.00759555100765714,0.0079522510242047,0.00824669364239914,0.00893271229290511,0.0105127442155902,0.0122215205794465,0.0138851065313873,0.0147379364232494
748,"SWZ","Eswatini",0.00936378365866831,0.0101902630969833,0.00985109173674871,0.0114935575958645,0.0122212792222822,0.00999583365481059,0.00909775480287015,0.00868636679268575,0.00704729573335391,0.00600169739989198,0.00679392022220508,0.00789969909729188,0.00752380217575804,0.00728246277293419,0.00716302754417097
231,"ETH","Ethiopia",0.000912717007827839,0.00107157256953473,0.00121754140375946,0.00142165796227168,0.00148059293964785,0.0015255995931476,0.00172895312174312,0.00183692791075021,0.00192113976806555,0.00179834039781958,0.00188881394508631,0.00183362144777781,0.00165782177728562,0.00153572487902645,0.00163937583183886
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"FJI","Fiji",0.000990911524502898,0.00117221711281508,0.00127453063982943,0.00123816921478756,0.00132368125574808,0.0011579233112469,0.00104357289870146,0.00108846045099452,0.00133759890464342,0.00127703832431507,0.00227421906003209,0.00251809137626113,0.00234832113658292,0.00206056434185507,0.00209103270835567
246,"FIN","Finland",0.00715626562911553,0.00724187986267387,0.0082407788500766,0.00850991024285076,0.0079415040184475,0.00773389740839616,0.00781028608707713,0.00734691203690945,0.00744308912419124,0.00749264146792041,0.00823169786804746,0.00983488425362234,0.010937080541082,0.011874563175398,0.0126203783561796
250,"FRA","France",0.00272278159721065,0.00289764497524305,0.00358720184810069,0.00348171732399879,0.00458321327496515,0.00468461401343645,0.00489131726885062,0.00425094783071924,0.00399879966278624,0.00279878096155065,0.00277973846253775,0.00282361356331,0.00327584447624767,0.00370405044419416,0.00416946550071364
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",0.000627667567210624,0.000649923810869011,0.00065671479808783,0.000722302487807545,0.000666218988190784,0.000655645476951142,0.000663521745323615,0.000885166480931969,0.00113302554440615,0.00125157655042587,0.00136182036761505,0.00153064542707609,0.00138213746921213,0.0012170550337295,0.00118929258421802
270,"GMB","Gambia",0.00215957202402442,0.0022514687058978,0.0057566707144967,0.00512652203879353,0.00553349305851849,0.00598641241918015,0.00587482359119105,0.00311792313498966,0.00429945190193311,0.0046932948242476,0.00460139814237422,0.00493616462634153,0.00494929272375201,0.00482457579835242,0.00483770389576291
268,"GEO","Georgia",0.000239245626329313,0.000267337931373634,0.000295307294163931,0.000201686767725199,0.00021852985652639,0.000218960154415471,0.000187179581750452,0.00015718167176877,0.000136711786473893,8.8579894023777e-05,8.81495961346955e-05,7.19826897306335e-05,7.46874193191458e-05,7.76995045427163e-05,8.88872496588352e-05
276,"DEU","Germany",0.00231261661063472,0.00351949070931939,0.00437577221035308,0.00412459238055331,0.00468125742595568,0.0045511381910252,0.0035102152812909,0.00279622411106481,0.00268101679131201,0.00170929569770343,0.00159729374289536,0.00170845951554393,0.00227918480910968,0.00363073390624199,0.00633033252332058
288,"GHA","Ghana",0.00484916522845276,0.00395784317120243,0.00430918652677569,0.00486899344466051,0.00434422609512319,0.0045956021939824,0.00448251332360147,0.00562501708543446,0.00776160457895718,0.00875092565087152,0.0109944299964948,0.0132774206795416,0.0151880005272945,0.0144446368137806,0.016566328845863
300,"GRC","Greece",0.00123782564666921,0.00319278617427526,0.00407216056459907,0.00405928736376831,0.00422993860366203,0.00417979353616603,0.00265057810895933,0.00199478844497776,0.00188980447141569,0.00172473006942698,0.00175656451913483,0.00159260548472713,0.00163949739677854,0.00184532918912312,0.00192893528404927
304,"GRL","Greenland",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
308,"GRD","Grenada",0.00584722653688171,0.00586103344724034,0.00581270926098512,0.00210555382969176,0.00288564426495461,0.00294087190638915,0.00274757516136826,0.00248524386455421,0.00242311276794035,0.00136688412550482,0.00150495322909116,0.00142211176693935,0.002002002002002,0.0015601808705257,0.00164302233267751
320,"GTM","Guatemala",0.00918203043233234,0.0109704079784236,0.0104368358022703,0.0112033048868851,0.0101641876660494,0.00986134872393527,0.00879055631591659,0.0082376117059818,0.00761215884389341,0.0074799482730859,0.0109667850817164,0.0108688410755978,0.0112847697447871,0.0120083175670236,0.0131311639562032
831,"GGY","Guernsey",0,0,0,0.000113250283125708,0.000113250283125708,0.000226500566251416,0.000339750849377123,0.000339750849377123,0.000226500566251416,0.000226500566251416,0.000113250283125708,0,0,0,0
324,"GIN","Guinea",0.00161532475121815,0.00173102582464375,0.00198125816427669,0.00209354727114697,0.00212161552431907,0.00238794204581676,0.00224529931194958,0.00476249373232205,0.00697995010964564,0.0099335704596442,0.013694957797434,0.0180195127470346,0.0189834254872775,0.0204134901110507,0.0208573515526983
624,"GNB","Guinea-Bissau",0.00226576352404424,0.00234157505609875,0.00265245001773108,0.00325047903709818,0.00338493722602505,0.00370332182054957,0.00341318774976234,0.00661801298689688,0.0074311989486514,0.00879556812458838,0.0108004017057595,0.0128786628085431,0.0115316969088325,0.0122049414576436,0.012853034696292
328,"GUY","Guyana",0.000295271220267486,0.000299674645712107,0.000321124267030655,0.000365337180743116,0.000410233203414767,0.000435802497225658,0.000518511228130595,0.000494034908654407,0.000535326217895258,0.000566801776860987,0.00075785158869337,0.000824407420055627,0.000873181399741753,0.00097990403790435,0.00100814271134038
332,"HTI","Haiti",0.00187683333842046,0.00186988678164972,0.00211070074970188,0.00212627787700595,0.00213701346474254,0.00243550490416383,0.00290345022844699,0.00312931857435605,0.00344296613764076,0.00367051849731242,0.00680152108543107,0.00706864776852389,0.0072642038667061,0.00737219124923298,0.00752459449474851
336,"VAT","Holy See",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,"HND","Honduras",0.00433868818132959,0.00461018549872782,0.00485277844225805,0.00547637228982662,0.00561527731609344,0.00588578050197428,0.0056340415484841,0.00564338638474754,0.00580001180531177,0.00591197586745742,0.0093293278117612,0.0113706774695625,0.0121887482952198,0.0127929565781993,0.0138732295915673
344,"HKG","Hong Kong",0.00022020705580108,0.000263025094429067,0.000324193721040478,0.000422063523618736,0.000434297248941018,0.000419005092288165,0.000370070190999037,0.000305843133057055,0.000238557643784503,0.00027525881975135,0.000376187053660178,0.000636153716758675,0.00117137919960852,0.00117137919960852,0.00136100194210389
348,"HUN","Hungary",0.00415671635785799,0.00431377542446893,0.00461634370469109,0.00443306079151521,0.00451372042066079,0.00453577874647173,0.00478372190226079,0.00479735451563751,0.00530280259076457,0.00526455553656878,0.00583485319616147,0.00605553112519709,0.00652566694484141,0.00645116092590059,0.00657811463797128
352,"ISL","Iceland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
356,"IND","India",0.00141659167525803,0.00151456712689059,0.00169257866958773,0.00171681968819195,0.00166433332942817,0.00176633140808604,0.00186989460442612,0.00185817452727954,0.00215312598849538,0.00246626851049123,0.00288365610758344,0.00333690412034162,0.00358544206245533,0.00350247251982848,0.00361058462545544
360,"IDN","Indonesia",0.00652827367301226,0.00718316735250814,0.00823071809466014,0.00903659582277998,0.00915476558546351,0.00929001086656849,0.0103649342864375,0.0100548056198015,0.0100069098841113,0.0105947632943118,0.0116932739787265,0.0105264477056812,0.0106318790185882,0.00975007187339785,0.00878238462588044
364,"IRN","Iran",0.00016270017469202,0.00011613724289105,0.000121106836540342,0.000111275683886309,0.000114084584644604,0.000124347875876836,0.000154489541706234,0.000122619321564039,0.000110843545308109,8.89125124644971e-05,6.30922324170915e-05,3.12220122748963e-05,2.97095272511989e-05,3.64076752132874e-05,3.87844373933833e-05
368,"IRQ","Iraq",0.000373104707470033,0.000373104707470033,0.000349289513376201,0.000444550289751528,0.000515995872033024,0.000492180677939192,0.000484242279907915,0.000365166309438755,0.000254028737000873,0.000142891164562991,0.000119075970469159,4.76303881876637e-05,2.38151940938319e-05,7.93839803127729e-06,7.93839803127729e-06
372,"IRL","Ireland",0.00616471201805039,0.00758987074347364,0.00862365776743549,0.00870011999708294,0.00776157927652587,0.00728910457425344,0.0059804071061256,0.00551699295707729,0.00519655875768766,0.00534594739133413,0.00677552589881793,0.00687209813684087,0.00768953682893896,0.00876641672799114,0.00916662799357364
833,"IMN","Isle of Man",0.000891782857951731,0.0011324226767641,0.001104112109845,0.00164201288130795,0.00219406893623045,0.00198173968433718,0.00198173968433718,0.00222237950314955,0.0021799136527709,0.0016278575978484,0.0017127892986057,0.00152877061363154,0.00145799419633378,0.00111826739330455,0.00106164625946635
376,"ISR","Israel",0.00253671900763552,0.00221709241267345,0.00239466274320793,0.00252657213160498,0.00230334085893306,0.00718906166763908,0.00719920854366962,0.00719920854366962,0.00758986327084549,0.00742243981634154,0.00226782679282616,0.00267877527206311,0.00260267370183405,0.0020496689581695,0.00202430176809315
380,"ITA","Italy",0.00104447267674253,0.00105866779880607,0.00129183619309651,0.00124212323388105,0.00133968716874086,0.0013894802132712,0.00159085473755191,0.00160841344284066,0.00172041275570866,0.00169704786509068,0.00198097032769009,0.00226507298224799,0.00273499358867001,0.00353290360220743,0.00381414320675816
388,"JAM","Jamaica",0.00434000899602569,0.00424291308131719,0.00449750315689145,0.00440550414059285,0.00307088129196181,0.002964356115195,0.00330559346373748,0.00312924077875511,0.0029549268531367,0.00309636578401128,0.0029985053345413,0.00290013519523032,0.0031345925220855,0.00299468266073388,0.00280864586877271
392,"JPN","Japan",0.00118845605635852,0.00133397197447655,0.00149194401329102,0.00151857692000533,0.00151367676441604,0.0014909265764053,0.00149164476714816,0.00136016349313015,0.00126548201353004,0.00123147268939429,0.00137535023488017,0.00139069408085519,0.00159532607449471,0.00176922548926277,0.0018961432596022
832,"JEY","Jersey",0.000228050171037628,0.000114025085518814,0.000342075256556442,0.000342075256556442,0.00114025085518814,0.00148232611174458,0.00228050171037628,0.00216647662485747,0.00205245153933865,0.00125427594070696,0.000912200684150513,0.000342075256556442,0.000228050171037628,0.000228050171037628,0.000228050171037628
