"code","iso","country","PBD.raw.1990","PBD.raw.1991","PBD.raw.1992","PBD.raw.1993","PBD.raw.1994","PBD.raw.1995","PBD.raw.1996","PBD.raw.1997","PBD.raw.1998","PBD.raw.1999","PBD.raw.2000","PBD.raw.2001","PBD.raw.2002","PBD.raw.2003","PBD.raw.2004","PBD.raw.2005","PBD.raw.2006","PBD.raw.2007","PBD.raw.2008","PBD.raw.2009","PBD.raw.2010","PBD.raw.2011","PBD.raw.2012","PBD.raw.2013","PBD.raw.2014","PBD.raw.2015","PBD.raw.2016","PBD.raw.2017","PBD.raw.2018","PBD.raw.2019"
40,"AUT","Austria",80.9565143639161,80.5730402618238,79.8631220124247,79.1434649351982,77.6610983471743,76.7038896210339,76.254845117727,74.2541379536722,72.7583354726176,70.9747072089781,67.8512022402665,64.5279702149607,62.2754834533561,59.8266679065795,56.271963077696,53.8896231581508,51.356278911634,49.5806824213888,47.7545956865315,46.5129743786555,44.6373888491998,43.1979318035993,41.9907233436174,40.5978892071805,39.1664472777684,38.0732481473506,36.4804779623766,34.7383626770733,33.7250199700614,32.7578667763195
31,"AZE","Azerbaijan",236.847472891975,248.038065672484,264.854465203162,279.778800506614,293.057397142724,298.226376180038,299.035848174811,297.4654473298,298.954294411092,301.803851672939,304.780624601943,304.873300051856,312.058852120828,322.479355637335,328.474351656181,334.240340516386,332.671243886732,324.758292024069,321.396134333398,315.941655524077,311.369560158519,308.421400519775,306.141980313548,301.09756382421,298.98052062227,294.223541053814,291.252011969912,287.901450102689,270.290701382569,260.549751121115
44,"BHS","Bahamas",146.72699828579,144.166632114314,142.385114932915,142.082176273676,140.866544193909,139.941849269585,141.85701860078,138.805111127506,137.641423024451,140.493647289562,134.329231807969,136.384232431696,132.290984392672,127.830053728373,127.145707443115,119.914992967903,118.440177077538,112.91110923432,112.456042350601,113.065702043532,110.846956142889,108.107212889784,104.403300099215,100.719678868535,98.7898083536647,97.6596765091462,95.743691973026,93.4880678373151,91.6653463552096,89.5882063419119
48,"BHR","Bahrain",358.770495203292,358.606167183418,351.648639944248,338.454766633811,330.809729722111,327.808480789707,325.444227994161,317.870419622757,310.487378028643,301.942212467815,265.631490085596,231.97758150735,249.323272754609,264.047279885557,255.533814827923,242.52034124147,227.485309965719,214.288548327637,202.553463199502,191.477262087055,182.044799565435,173.35146122042,164.809445718403,151.18796822445,139.194084011238,134.275098014431,132.312938283735,131.495118201698,128.221211965198,126.051004663266
50,"BGD","Bangladesh",861.221315429185,799.68499325971,799.25957275177,790.92303944548,783.299191712415,795.972584049022,785.33715250486,772.844420715219,768.773930812234,770.557729882113,792.358822142834,793.880828951353,808.965975287767,824.905627449056,828.86389252517,843.45607242964,856.812410047623,844.921352697321,813.794897343523,789.094150175926,769.429329146239,704.570634040537,652.432810130737,625.385220241114,611.750121462132,590.39391825793,571.535637538939,570.9627073647,554.690046443696,537.678769283279
52,"BRB","Barbados",151.843648692697,149.101338147336,150.169485692346,149.011106341288,149.678588710798,147.338679317288,144.483182396588,141.932579205254,135.040986820832,125.75611466356,122.110689392809,115.436190830741,115.07982377046,114.698753614995,111.287507535028,105.827337326423,103.981281285411,101.511148703724,97.8204712349595,92.8226911872805,90.4249969989428,88.3150860467804,85.7606751891623,84.7399969837326,83.408719719036,81.7240472679928,80.0428179414707,78.5320696756401,77.6375470658992,78.0717147063193
112,"BLR","Belarus",130.664361898777,137.654210573908,145.210847427236,161.32088397851,166.543149015016,175.902492251721,177.561560793454,182.094583723673,188.198118755837,194.974576338038,188.526223879182,199.887971527188,212.41603986505,209.110437981332,204.809981664052,209.078164063379,201.092620465253,189.262330597055,187.081863972424,184.634852048778,183.839159511176,183.514789303089,161.174888473737,155.47106534095,150.757549357713,144.020710407898,140.090355821842,138.237269653861,133.747796779218,131.176339038148
56,"BEL","Belgium",225.521472046863,218.529673684155,213.236848262757,209.052433535056,203.57225799591,199.617297073766,195.419479885024,190.308893472521,187.224986131807,183.419201850454,177.804185134348,171.112028071427,166.962007990355,161.530283227679,152.333590484221,145.80335873627,138.268841469392,133.601723676888,130.727297289476,123.56587587378,117.264749512328,112.435908652592,108.745292270175,104.41305374015,98.7998535752797,96.4690428680651,92.4679571302395,91.0514838880969,89.5047628199292,88.2654900498195
84,"BLZ","Belize",245.29767757334,235.886097969294,234.304138491471,235.345460414527,239.596211447545,245.122884304034,255.794915059323,269.942047427293,282.444114763672,293.18206965835,296.042093974435,263.068172376972,242.586807922627,231.162705589997,224.197441097769,214.107981389852,208.097206378923,199.898769601312,189.102241237136,186.67644570479,183.430962362674,177.052928752658,170.239871892488,167.132455561131,166.301746457747,163.875787225993,158.693157271314,154.288900618393,153.475750124273,150.032895648195
204,"BEN","Benin",342.3652570189,346.633357282461,349.745564370412,352.63266918206,358.658308890285,364.004027690456,370.701642786694,372.049577976358,374.912366898034,377.520312457558,381.157251646134,378.877724750816,378.066827555747,374.075492797381,369.604451765628,364.793703473432,361.896343387862,357.46623139421,356.752569222607,357.118362769232,356.670242533572,355.87330641145,352.507596890999,346.944572127541,340.613605486133,337.281639475028,330.038591566578,324.782258874231,315.305971124675,309.148243941825
60,"BMU","Bermuda",145.269132762372,139.519714716955,131.74744913553,129.857862430552,125.843955839792,118.847359661618,118.258831514951,109.702551526129,104.653898676849,102.05686656223,98.7894156490793,92.6106098896652,87.4335204787078,82.8799048259833,79.4029956458472,76.2450819467644,73.7681162383942,70.3340353310452,66.7060948234386,63.387601411459,60.3195897965641,58.9147243061438,57.2122693363569,55.8831756039374,54.2750399692108,52.5854371322027,50.8347867076853,49.1095404316661,47.4270313880331,45.6855761179477
64,"BTN","Bhutan",372.145420916437,373.424501054845,372.76274427092,372.254320873256,370.711869563335,369.345498976024,361.944156038245,360.719613967416,357.842260137986,349.436982092099,349.567288019353,343.004148679193,335.974503054994,332.109523443848,326.300131880713,321.293415977749,315.177294277581,309.959901367009,304.42657671155,299.645707695271,293.521597485941,287.015209812222,280.481627208625,273.987381698262,267.592874399936,261.655477300925,255.018702534863,248.779360911134,243.015179518285,237.196354019749
68,"BOL","Bolivia",325.898552916568,326.048163209406,325.800370376095,325.544327761208,320.713686748442,318.213886790376,311.494503472387,310.044477880414,304.35824143023,298.752393011337,292.767825118301,285.668311066621,280.599034176574,275.258787883413,269.382515804407,265.807465240872,262.413695952663,260.449053397544,258.335342114481,256.534315423752,254.902088248608,253.696502003448,252.125905655911,250.166788863307,248.062350094565,245.345298303273,242.268202191774,239.349317137915,236.680077225868,233.389968334619
70,"BIH","Bosnia and Herzegovina",375.850723372745,409.463438752364,412.379220954548,420.938192017073,424.051485781306,422.768112652997,410.641454342949,395.111131582838,364.14835332779,350.153419983661,346.315201981022,350.044545700165,351.102255562448,346.152082930834,336.457197935188,339.732403753988,324.835732659532,330.086807289269,305.83419855104,297.281109112423,286.984419767613,282.920302861209,273.225846436189,269.382199767646,265.107503607779,265.857696078736,256.745740795907,250.128263824029,246.264050969475,240.700723798475
72,"BWA","Botswana",395.936864762411,404.033376124315,416.658826466163,430.723609764833,449.437743127359,469.170851342661,485.584864492275,497.174561774994,506.68810417378,510.93083874289,515.601270178815,514.542254826672,509.52129669692,494.411785381175,469.429249622386,441.122523071496,420.499123561987,394.401798689634,380.902332360618,368.450071129463,359.417457740139,349.32205322103,337.859850811228,327.11759062787,316.502309868919,307.212630111727,296.977717764379,289.74829505411,282.131054107188,273.654984742157
76,"BRA","Brazil",305.735430132538,295.15566332963,290.491163124388,290.284824830463,282.112744194232,273.607844336954,266.765851533291,257.464346748963,252.002317536748,244.93271218565,237.278160650632,230.623151453296,224.020687403185,218.071228011389,211.653255463512,201.744425768184,195.190682585545,188.71569385796,183.089067242414,177.245056830051,171.406477076926,166.19518272618,158.674915566677,152.378217805653,146.404751859427,141.915889646103,138.912219990343,132.922295737369,128.818715925566,125.192335178653
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",225.088561182082,218.64549768314,213.766245463946,208.151536731844,195.0770902433,186.687255759205,176.192836401904,175.355784300275,174.884032839993,172.14204878958,167.25293908635,159.619447526158,156.741022749205,155.790606021506,151.069949833782,147.921781833593,141.667508970914,131.300423541028,123.385613981439,120.816334883803,117.203196784819,111.576848041581,106.861357526244,105.037531010722,102.302544161276,98.9871255125892,96.0559013804681,92.7715712264669,89.2311911476468,85.0332605601563
100,"BGR","Bulgaria",291.478960695939,293.033426314132,308.849659660093,331.100444437602,346.607644973772,352.91705816195,357.458182868364,370.778311219947,365.518066491637,353.677521746019,354.833837858815,350.099539173746,344.066359851759,335.603805901579,325.412041899916,320.737171323684,312.781304979179,298.423636725916,284.941342926213,274.298973022438,265.648804275713,256.617878916349,245.661503407061,236.213749916331,236.957940447058,230.497287972492,226.225742631544,221.410726606434,218.473306300778,213.843200579142
854,"BFA","Burkina Faso",354.783500312568,354.926637722603,358.211711673472,363.11208464433,368.370638279693,373.984932112319,378.885404511986,384.394333155488,387.869503617884,400.211873042324,412.443575453428,420.411346246256,432.08506399985,427.860561706009,429.386617804531,430.934601108342,432.6184463641,431.655267057608,431.308979383933,433.392235073566,433.543083550385,432.895944631528,432.77264496921,432.700154740957,430.597226321243,432.1060380948,430.831965687756,428.662387745061,423.895987076353,413.573323641904
108,"BDI","Burundi",530.701033081742,532.984631898462,534.50434561043,536.42300800991,534.00826361862,534.508925226528,528.524639726198,516.675422319509,504.025282482804,486.669283718635,473.463299855619,454.072983948377,443.698882721177,435.687490610311,430.935161230455,424.857879387122,413.974304594795,403.065092013114,393.070178307086,383.921183056046,378.729555454677,373.08052773066,366.982987881305,358.118940444921,350.06068118735,342.695378352236,334.481390829405,328.591539002476,326.548850354525,322.26727990089
132,"CPV","Cabo Verde",143.598914603169,145.199238015036,145.751035934757,147.265021175964,147.535083390554,146.971902971143,148.97058511225,151.39730495144,148.8345891076,147.445110558072,145.507960858223,143.739359783702,142.208779575391,140.218189901814,138.403134063254,136.599083614542,126.761480816913,121.772794714134,119.124008744221,116.641076053507,113.755635018874,113.56528427395,112.417168948691,109.94861602806,108.337939137278,108.157781754888,109.640392412463,108.9009536927,125.822020615864,122.260329785271
116,"KHM","Cambodia",438.152702145651,439.314209279205,441.191798421231,444.766685369013,449.250214804976,452.773787439529,452.625166396523,452.024479605332,451.582337517326,450.19333649562,446.514703209026,442.253107752017,436.811413931681,430.946627793287,425.726261738143,418.397607710901,409.664313860642,402.746118941632,395.274268290793,389.277856931566,384.873719648244,379.839397724142,372.786701244116,365.382767585664,358.279148118813,352.346147977064,346.888386025768,341.75899102586,337.088449176913,332.147775275644
120,"CMR","Cameroon",290.889289298343,298.81763477888,308.471286549589,318.440551503567,325.717322991301,333.781115186108,342.882047262947,354.450307259068,365.405897683856,374.102863467939,384.189963834869,387.379979936134,391.33756203641,392.168669351612,390.984132135109,391.273967588025,391.678873322326,388.543627026416,386.152167638217,383.745742712164,380.557909312999,378.131692019759,375.078809014064,368.472101518699,360.715418220808,354.205891769212,342.420474113009,333.332229872191,326.123375371391,317.418108938646
124,"CAN","Canada",63.3075082351157,61.4575850407796,59.7134989194987,58.4952064759913,56.6624988621454,55.0659663675981,53.1114333227355,51.2115972588944,49.2507422979554,47.1923402824244,44.9418919543024,42.8999758250858,41.1024446275726,39.1278443487953,36.9481195613169,35.1529713485357,33.9658516234551,34.1782466201022,34.6171608063105,34.7386422568243,34.1473169241947,32.9387587756429,31.9845556507163,30.9912742397222,30.1450599361387,29.22850880942,28.5705440377532,27.8731948932989,27.5464042617313,26.84232231626
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",554.832145426071,561.427357090528,558.217936438882,564.577661808569,569.612151644248,572.739271198513,583.336143282384,584.325326568952,587.944508642716,589.435647077897,584.339386334952,582.148204257563,581.896799271369,580.26221960813,577.852029625326,574.314308479459,572.098725017381,568.325889139874,563.57864740977,561.645786782004,564.486193992995,563.84979672526,558.910561109353,557.77685292296,552.132969277678,548.447342706483,542.120620041868,535.951209749097,529.297534811924,521.195602563602
148,"TCD","Chad",360.601879583999,362.335798124412,370.654541297648,380.895045757693,387.81050799083,395.482004689029,411.510147790101,423.437732873702,433.164899360261,442.563494384961,449.332995757193,456.192753930421,463.716499266536,470.997798972196,471.16747212983,467.325828877714,465.831669917998,466.867069925597,468.091799952286,467.359616778662,466.808773262737,465.364121774429,463.219629019907,456.730566154773,449.745001605143,446.169345562602,439.688146543482,434.16155730015,430.176347827364,423.415845035539
152,"CHL","Chile",54.3816541231359,51.7959148442023,49.660611484784,48.4092222247502,47.0580262805983,46.2007840626849,45.0383312543743,43.3302573966711,42.2185792793894,41.2035659635415,39.9093416126599,39.5315727157227,38.5253290256358,38.056258176918,37.1934617858841,36.0677643656049,35.034331351689,34.2874267109858,33.1647441987333,32.8221877627975,32.2950928558954,31.2745346192848,30.4094053396904,29.657129062489,28.7042160945796,27.9216359685194,26.986936081259,26.5813689550357,26.0445880889623,25.4847077288555
156,"CHN","China",517.483308266372,511.820839965788,505.116363148035,497.87663197784,486.614503066222,478.717753013599,471.545069782989,462.122526664143,454.731736262747,453.0072164823,456.444758560479,453.023777136745,452.048497592054,447.998368589521,445.66379051303,434.879524152996,414.100622804277,400.837146919068,395.46381777693,391.610577256438,390.161736172643,384.005205982357,373.366602915261,363.377952784071,351.98574171367,340.857813473581,332.086795842967,321.047411849946,309.076245616132,299.280671174158
170,"COL","Colombia",328.200085719563,334.373982129324,328.049566314649,316.732674142139,307.051240963033,295.559994427826,289.529277854379,265.864249276388,250.643160593929,245.905636340895,237.342998265341,229.864838876881,245.499393759351,221.698052488552,213.042319172401,196.583874983154,191.736311311512,179.237310695254,172.778572476379,171.128538608434,162.518552041671,150.323858031431,143.552839485849,136.398130240936,128.501757477023,125.830009494667,122.116530574796,117.894566320158,114.474721824423,110.90035362694
174,"COM","Comoros",369.778087892989,364.626275216975,371.25112496563,367.999865542841,369.816574398501,367.894482682362,363.485534007493,356.536542644182,341.147468823491,328.467369791411,324.722274366186,314.789157054084,305.931445906745,293.480170771206,279.08150042863,275.911366215326,263.549786210947,265.977450539515,262.508017316064,251.467815725798,244.676688677619,241.873120293839,237.79248958836,232.664676405297,233.203520096507,227.565171197399,221.679577386571,215.940186782248,208.404375013211,202.933754872565
184,"COK","Cook Islands",34.502555181524,33.3730872157957,32.3636655855443,31.4223406458077,30.2601862167472,29.3381603102121,28.4293188803235,27.6659876964,26.8511344871514,26.1095665568453,25.3273940033361,24.3978793486023,23.6604115188937,22.6983078815437,21.9641725140885,21.2931698990564,20.6528850800065,20.0096921234817,19.4185592626371,18.9920551409756,18.786023957044,18.5755740787525,18.3247227276616,18.0623557201536,17.6983388793272,17.3673858404434,17.0231816618075,16.5147872347241,16.0303480293857,15.5560746807942
188,"CRI","Costa Rica",255.0709194012,256.638542668749,260.207573418976,257.522810389657,266.250204820976,270.974771233428,255.523558588337,251.804427472132,247.851306314479,251.333896499171,240.299265626934,237.816194950293,227.212361734341,223.908419624242,223.136379570852,205.010999489971,210.32142161303,186.544590985584,186.561390314165,178.695083404246,193.962240570555,180.444919162826,174.300964585367,169.536547796989,165.217434479269,163.687570791558,163.730537063311,160.428826068767,158.680315945755,154.373538756261
384,"CIV","Cote d'Ivoire",267.03340278595,272.705969024773,280.126554372911,288.36578718822,295.88344259909,302.967767025388,305.866261308443,306.251141371625,308.007667611798,309.501772322692,312.510816142679,310.991528095144,309.677599430396,307.126368077125,304.683195392637,300.066738145454,295.82968594722,288.712385621002,283.181554188655,279.050381639581,275.365002383646,271.858686273213,267.906891424758,265.605961100026,259.285545774011,253.53177129613,242.122817364237,234.016508367109,230.00930158127,222.044070269992
191,"HRV","Croatia",124.233817465741,121.444150099418,120.038578181679,119.831308293099,118.691217054269,118.844259120654,120.145661215053,121.772218109919,120.148321073157,118.717226274093,114.951112804325,112.598091429127,111.599448739213,110.516560474976,104.090229270603,103.065411934352,98.9526463273971,97.7516282420792,95.4164610516776,89.7576823791671,86.8295037732673,83.376509397426,80.6691387399228,76.0781022708337,74.3940159233368,74.7805460342608,69.1696181018428,67.8687660358488,65.9857875859286,64.6501686994065
192,"CUB","Cuba",314.265205447382,308.761485514089,310.548868747106,313.513485404211,312.975298786332,307.637098369759,302.135144864433,296.818637900554,294.282022777233,289.608093461839,277.486551731623,273.464710237352,255.390279081409,253.615920980176,251.132066951439,251.629146449292,236.818725727185,232.881251113065,230.273909417526,227.625020013355,225.525805734072,208.774156998801,209.882679812027,207.228092033079,205.840114314559,207.493024342729,203.395907766585,206.173716790092,202.75414192992,193.205321910294
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",214.5209970996,221.570219805695,225.621392487988,224.835112542248,218.718450423091,213.613401654372,207.502725214917,203.377767182583,200.589640333922,195.573142119535,187.874656455873,179.501187601084,172.833337600289,166.239812887973,161.055440701763,156.994487454422,152.388952536021,145.825440747814,134.887343987968,125.898489626088,118.424353239681,111.271977188213,105.52237855803,100.973374847614,97.5269059331534,94.5536540899627,89.8782386298438,85.991502719379,83.3727728670248,81.3878262572142
203,"CZE","Czech Republic",168.078154285172,161.508979244104,158.909914264877,152.781861010427,150.293815804654,148.715776354542,142.679159256123,141.125036476919,134.543503247885,131.71715015312,128.876086507703,126.457580135696,120.404042409796,118.54779804661,110.989204489144,105.641069225022,98.4966061622226,94.1143279540758,90.4819251881989,86.483413473144,82.9778047074537,80.3530979824932,77.2688565878895,74.2788237722644,70.3860015022317,68.7278683867934,65.9411709292013,64.150878674819,63.3288361684531,61.2521644822727
180,"COD","Dem. Rep. Congo",327.938097800337,332.14596716867,334.519009288199,334.680407576213,338.173505157679,343.922116173635,353.430443053494,349.205121858847,352.797329098635,354.94293837275,358.693446573367,361.486001836194,360.485345434675,366.899471490417,365.964452527959,363.561923585787,363.813449115712,363.613174116995,365.781951749034,364.630274104072,362.404455055372,361.494972090043,358.434404630705,351.28133730567,344.242381773976,336.565296682596,329.31042118713,323.459979561374,321.590824261574,318.408765933834
208,"DNK","Denmark",70.0567314408236,68.5408500662057,67.9795398831226,67.3018418827865,66.0392066339504,64.2306366772277,61.3540929480165,58.0502863126315,54.7940807194173,53.594390741043,50.1013644105079,48.8540706805568,47.3181173705735,45.0981677062743,42.5496939284026,39.8455963274648,38.0744847221175,36.1435454645583,33.8083307661734,32.15202218432,30.3492488477592,28.3254905656964,26.8030362579201,25.4773129123515,24.1235549892898,23.2687623156388,22.9163089503546,22.4854815305291,22.0090624170745,21.4869700812494
262,"DJI","Djibouti",314.102855512206,316.64890541462,319.904721680147,324.026461340774,320.308884062339,324.523165731121,323.09313657677,318.236619387885,317.749781468143,312.504296472324,307.387334091739,302.756417135371,300.034369111641,294.007455478397,295.727623064577,291.689405735253,285.429505670066,281.582310492863,276.327158474529,269.25611374525,264.960331285557,259.344551968792,253.433490370874,246.626210230165,237.415144844392,232.23640715343,225.051679554037,220.041232562033,215.5023084574,210.254031079132
212,"DMA","Dominica",280.540031835134,277.509013603122,267.291064470874,261.340010995994,256.696198690442,251.131960518558,246.309520978372,238.488805336491,231.196220441571,229.659963387245,225.15293190071,220.620768636988,218.05022002493,215.330659412235,208.526078967052,202.128253328236,199.395270561778,197.141485257795,193.217713619257,190.020893110398,187.996342071243,186.727909516712,186.825918989684,184.362837007251,181.735122383494,178.295791970007,172.967965048991,168.833079223376,164.888312499815,160.53871945624
214,"DOM","Dominican Republic",396.620087392066,384.691701231848,373.60521848692,373.352415388018,367.541731007896,369.988154177775,380.913819681275,392.048447886875,396.6600058567,396.900445321059,385.107145288908,380.249737295846,383.910245331897,400.482646054714,422.177218379487,431.750397243018,435.888910977337,433.510453197553,428.41326793902,424.062036825027,417.823613061788,415.009225655308,430.641087359996,450.368697062961,460.826443672359,466.73226170437,459.095217772159,441.100655544947,423.67240843323,407.888739679023
218,"ECU","Ecuador",146.344221876196,154.407703959615,149.360581209232,144.101792717131,140.615102630452,134.73178242626,135.677874153691,127.198192202846,127.764329501467,127.541908099532,125.666702186983,123.429131824739,131.263419598981,134.032291543678,134.990782787,138.766094453433,138.834973820153,137.658431618656,136.214057978133,132.639014777199,130.827822550371,126.873807849446,125.087237779912,122.1743245422,118.969037723629,115.458125072313,114.089366712222,112.381371710743,109.926190311735,105.752625232793
818,"EGY","Egypt",993.957445497545,986.436303697385,965.695395651157,982.356516186543,993.48202670492,971.326528761363,966.312217291807,972.599017353689,965.534545724635,954.614650218412,914.761755358284,947.565036876146,970.311165882395,998.428435457041,987.053473471159,961.839721951334,949.89233860867,928.898206436841,928.202219074244,928.663061395363,919.537924789823,902.045919637865,905.831101160855,872.801837794075,867.937623901273,885.971370795321,871.61741490759,838.30162411232,818.91455630972,800.041482987057
222,"SLV","El Salvador",467.60228397845,463.700317338017,474.810202123811,479.363903094233,475.753792168014,454.535827647255,429.961931631452,430.568033584784,456.815298998472,422.50208631343,421.560029711809,410.864680941045,392.962971697944,406.384720128588,421.252405092559,423.253656433832,423.889814848776,412.063036086227,395.030292808316,407.463666394246,375.506832400835,379.116701907915,348.20608147945,351.846959610619,371.75350963136,363.448603580492,352.996352438576,341.948026943825,330.788840122902,325.795036125673
226,"GNQ","Equatorial Guinea",694.66022326852,687.06801597129,672.841855206765,664.801723591001,655.467740127992,650.322066439139,639.735404060317,592.21609577104,557.293868560157,526.12286993006,494.124774324309,457.160360076121,421.887092713081,403.419647305387,387.544460679252,371.308921549669,359.963035765261,346.120714711285,334.713890882847,326.548037129728,318.882477727547,315.523734888184,306.434898829307,294.908491722594,286.780949033287,285.029591084866,284.400598929839,280.984251283286,276.280568340178,269.620437992321
232,"ERI","Eritrea",499.574750281235,501.08481716458,496.087129128845,492.676977122226,496.643245130848,509.022722900966,497.023619639548,485.095336466679,469.395048677058,458.980507422581,447.972622720059,434.501404681369,430.456299843831,422.437602558332,415.987189625247,407.821542640206,399.521428789516,390.743144949024,383.450666551369,375.19391412645,366.435641217,356.778877280944,348.350122971745,339.473397042376,330.238533937432,323.076448717677,313.75111291507,305.308920153986,297.880785693494,290.082265186908
